split_a,stage,quantity,value
4,H0,mu_short,0.50327
4,H0,mu_long_near,0.13269
4,H0,mu_long_far,0.01005
4,H0,mu_cross,0.00213
4,H0,M_far,0.00792
4,Hattn1,mu_short,0.86312
4,Hattn1,mu_long_near,0.26221
4,Hattn1,mu_long_far,0.0224
4,Hattn1,mu_cross,0.00324
4,Hattn1,M_far,0.01916
4,H1,mu_short,0.83552
4,H1,mu_long_near,0.38237
4,H1,mu_long_far,0.14981
4,H1,mu_cross,0.08881
4,H1,M_far,0.061
4,Hattn2,mu_short,0.94723
4,Hattn2,mu_long_near,0.83281
4,Hattn2,mu_long_far,0.47667
4,Hattn2,mu_cross,0.48321
4,Hattn2,M_far,-0.00654
4,H2,mu_short,0.93871
4,H2,mu_long_near,0.77888
4,H2,mu_long_far,0.57569
4,H2,mu_cross,-0.35745
4,H2,M_far,0.93314
23,H0,mu_short,0.09449
23,H0,mu_long_near,0.14373
23,H0,mu_long_far,0.00731
23,H0,mu_cross,0.00952
23,H0,M_far,-0.00221
23,Hattn1,mu_short,0.1803
23,Hattn1,mu_long_near,0.2741
23,Hattn1,mu_long_far,0.01585
23,Hattn1,mu_cross,0.02371
23,Hattn1,M_far,-0.00786
23,H1,mu_short,0.29442
23,H1,mu_long_near,0.38473
23,H1,mu_long_far,0.13439
23,H1,mu_cross,0.14696
23,H1,M_far,-0.01257
23,Hattn2,mu_short,0.74068
23,Hattn2,mu_long_near,0.85093
23,Hattn2,mu_long_far,0.54129
23,Hattn2,mu_cross,0.46064
23,Hattn2,M_far,0.08066
23,H2,mu_short,0.54474
23,H2,mu_long_near,0.66719
23,H2,mu_long_far,0.32996
23,H2,mu_cross,0.13197
23,H2,M_far,0.198
