split_a,pair_type,mean_hTw,frac_positive,n_pairs
8,within_long_d7,28.1219,1.0,50
8,within_long_d8,32.7842,1.0,48
8,within_long_d9,15.3615,1.0,46
8,within_long_d10,1.974,0.9909,44
8,within_long_d11,1.9888,0.9902,42
8,within_long_d12,1.9865,0.9888,40
8,within_long_d13,1.9767,0.9889,38
8,within_long_d14,1.9572,0.989,36
8,within_long_d15,1.9306,0.9781,34
8,within_long_d16,1.9093,0.9639,32
8,within_long_d17,1.8903,0.953,30
8,within_long_d18,1.8767,0.9377,28
8,within_long_d19,1.8675,0.9262,26
8,within_long_d20,1.8657,0.9163,24
8,within_long_d21,1.865,0.9298,22
8,within_long_d22,1.8644,0.9573,20
8,within_long_d23,1.8532,0.9833,18
8,within_long_d24,1.7631,0.9959,16
8,within_long_d25,1.5882,0.9943,14
8,within_long_d26,1.3131,0.9788,12
8,within_long_d27,1.1296,0.9615,10
8,within_long_d28,1.1385,0.9738,8
8,within_long_d29,1.084,0.9758,6
8,within_long_d30,1.1032,0.9575,4
8,within_long_d31,0.9254,0.9625,2
9,within_long,9.5107,0.8466,186000
9,within_short,29.5795,1.0,14400
9,cut,-1.4754,0.1247,55800
9,cut,-16.0668,0.0,55800
9,within_long_d1,19.9518,1.0,60
9,within_long_d2,18.1276,1.0,58
9,within_long_d3,19.3247,1.0,56
9,within_long_d4,20.1008,1.0,54
9,within_long_d5,20.077,1.0,52
9,within_long_d6,18.2639,1.0,50
9,within_long_d7,18.2813,1.0,48
9,within_long_d8,21.4903,1.0,46
9,within_long_d9,9.6145,1.0,44
9,within_long_d10,0.459,0.7411,42
9,within_long_d11,0.4756,0.7762,40
9,within_long_d12,0.4783,0.7867,38
9,within_long_d13,0.4721,0.7712,36
9,within_long_d14,0.4572,0.7469,34
9,within_long_d15,0.4385,0.7086,32
9,within_long_d16,0.4218,0.6718,30
9,within_long_d17,0.4075,0.655,28
9,within_long_d18,0.3976,0.6508,26
9,within_long_d19,0.396,0.639,24
9,within_long_d20,0.3991,0.6516,22
9,within_long_d21,0.4097,0.6873,20
9,within_long_d22,0.4398,0.7161,18
9,within_long_d23,0.4114,0.7341,16
9,within_long_d24,0.3227,0.6925,14
9,within_long_d25,0.1442,0.5554,12
9,within_long_d26,-0.0164,0.4285,10
9,within_long_d27,-0.0342,0.4062,8
9,within_long_d28,-0.1358,0.3375,6
9,within_long_d29,-0.1528,0.3312,4
9,within_long_d30,-0.1307,0.355,2
10,within_long,5.205,0.5979,174000
10,within_short,25.5867,1.0,18000
10,cut,-0.9234,0.0022,60000
