split_a,pair_type,mean_hTw,frac_positive,n_pairs
1,within_long,43.9726,1.0,68400
1,cut,-31.3002,0.0,3800
1,cut,-26.1985,0.0,3800
1,within_long_d1,53.2594,1.0,36
1,within_long_d2,50.9835,1.0,34
1,within_long_d3,51.2402,1.0,32
1,within_long_d4,55.2658,1.0,30
1,within_long_d5,53.447,1.0,28
1,within_long_d6,52.5864,1.0,26
1,within_long_d7,52.7684,1.0,24
1,within_long_d8,52.6736,1.0,22
1,within_long_d9,36.4069,1.0,20
1,within_long_d10,25.089,1.0,18
1,within_long_d11,23.6333,1.0,16
1,within_long_d12,22.469,1.0,14
1,within_long_d13,21.8167,1.0,12
1,within_long_d14,21.9265,1.0,10
1,within_long_d15,22.2611,1.0,8
1,within_long_d16,22.6286,1.0,6
1,within_long_d17,22.3151,1.0,4
1,within_long_d18,22.2637,1.0,2
2,within_long,45.3142,1.0,61200
2,within_short,63.6346,1.0,400
2,cut,-42.9547,0.0,7200
2,cut,-28.0047,0.0,7200
2,within_long_d1,53.7949,1.0,34
2,within_long_d2,51.7643,1.0,32
2,within_long_d3,52.1602,1.0,30
2,within_long_d4,55.9054,1.0,28
2,within_long_d5,53.8053,1.0,26
2,within_long_d6,52.4908,1.0,24
2,within_long_d7,52.5546,1.0,22
2,within_long_d8,53.0621,1.0,20
2,within_long_d9,36.9981,1.0,18
2,within_long_d10,25.5427,1.0,16
2,within_long_d11,24.2417,1.0,14
2,within_long_d12,23.2899,1.0,12
2,within_long_d13,22.947,1.0,10
2,within_long_d14,22.7031,1.0,8
2,within_long_d15,22.5923,1.0,6
2,within_long_d16,22.3688,1.0,4
2,within_long_d17,22.3553,1.0,2
3,within_long,48.6249,1.0,54400
3,within_short,89.4426,1.0,1200
3,cut,-53.076,0.0,10200
3,cut,-29.6005,0.0,10200
3,within_long_d1,56.5469,1.0,32
3,within_long_d2,54.419,1.0,30
3,within_long_d3,55.0158,1.0,28
3,within_long_d4,58.3047,1.0,26
3,within_long_d5,55.8963,1.0,24
3,within_long_d6,54.4751,1.0,22
3,within_long_d7,54.8569,1.0,20
3,within_long_d8,56.4904,1.0,18
3,within_long_d9,39.3938,1.0,16
3,within_long_d10,27.1445,1.0,14
3,within_long_d11,26.1985,1.0,12
3,within_long_d12,25.6293,1.0,10
3,within_long_d13,25.0893,1.0,8
3,within_long_d14,24.8103,1.0,6
3,within_long_d15,23.8646,1.0,4
3,within_long_d16,23.7899,1.0,2
4,within_long,51.0965,1.0,48000
4,within_short,85.442,1.0,2400
4,cut,-35.9946,0.0,12800
4,cut,-23.6306,0.0,12800
4,within_long_d1,59.4409,1.0,30
4,within_long_d2,57.6128,1.0,28
4,within_long_d3,58.0807,1.0,26
4,within_long_d4,59.7761,1.0,24
4,within_long_d5,57.3992,1.0,22
4,within_long_d6,55.6795,1.0,20
4,within_long_d7,55.5072,1.0,18
4,within_long_d8,57.2502,1.0,16
4,within_long_d9,39.6573,1.0,14
4,within_long_d10,27.4429,1.0,12
4,within_long_d11,26.6357,1.0,10
4,within_long_d12,25.5875,1.0,8
4,within_long_d13,24.5353,1.0,6
4,within_long_d14,21.8797,1.0,4
4,within_long_d15,20.117,1.0,2
5,within_long,53.952,1.0,42000
5,within_short,89.0932,1.0,4000
5,cut,-26.6258,0.0,15000
5,cut,-24.8947,0.0,15000
5,within_long_d1,64.4861,1.0,28
5,within_long_d2,62.5059,1.0,26
5,within_long_d3,63.4773,1.0,24
5,within_long_d4,61.4575,1.0,22
