split_a,stage,quantity,value
4,H0,mu_short,0.67073
4,H0,mu_long_near,0.12235
4,H0,mu_long_far,0.01257
4,H0,mu_cross,0.01344
4,H0,M_far,-0.00087
4,Hattn1,mu_short,0.9638
4,Hattn1,mu_long_near,0.48311
4,Hattn1,mu_long_far,0.30683
4,Hattn1,mu_cross,0.32663
4,Hattn1,M_far,-0.0198
4,H1,mu_short,0.95049
4,H1,mu_long_near,0.28597
4,H1,mu_long_far,0.14948
4,H1,mu_cross,0.09627
4,H1,M_far,0.05321
4,Hattn2,mu_short,0.99842
4,Hattn2,mu_long_near,0.97886
4,Hattn2,mu_long_far,0.9685
4,Hattn2,mu_cross,0.71133
4,Hattn2,M_far,0.25717
4,H2,mu_short,0.995
4,H2,mu_long_near,0.92208
4,H2,mu_long_far,0.91121
4,H2,mu_cross,-0.43075
4,H2,M_far,1.34197
8,H0,mu_short,0.29384
8,H0,mu_long_near,0.1229
8,H0,mu_long_far,0.01277
8,H0,mu_cross,0.01242
8,H0,M_far,0.00035
8,Hattn1,mu_short,0.75979
8,Hattn1,mu_long_near,0.48332
8,Hattn1,mu_long_far,0.30668
8,Hattn1,mu_cross,0.30732
8,Hattn1,M_far,-0.00064
8,H1,mu_short,0.50127
8,H1,mu_long_near,0.28569
8,H1,mu_long_far,0.14907
8,H1,mu_cross,0.15009
8,H1,M_far,-0.00102
8,Hattn2,mu_short,0.78013
8,Hattn2,mu_long_near,0.66397
8,Hattn2,mu_long_far,0.50195
8,Hattn2,mu_cross,0.47545
8,Hattn2,M_far,0.0265
8,H2,mu_short,0.78544
8,H2,mu_long_near,0.65892
8,H2,mu_long_far,0.54174
8,H2,mu_cross,-0.62549
8,H2,M_far,1.16723
10,H0,mu_short,0.2334
10,H0,mu_long_near,0.12195
10,H0,mu_long_far,0.01225
10,H0,mu_cross,0.01362
10,H0,M_far,-0.00138
10,Hattn1,mu_short,0.66103
10,Hattn1,mu_long_near,0.48284
10,Hattn1,mu_long_far,0.30628
10,Hattn1,mu_cross,0.30741
10,Hattn1,M_far,-0.00113
10,H1,mu_short,0.4222
10,H1,mu_long_near,0.28575
10,H1,mu_long_far,0.14976
10,H1,mu_cross,0.14937
10,H1,M_far,0.0004
10,Hattn2,mu_short,0.80821
10,Hattn2,mu_long_near,0.66441
10,Hattn2,mu_long_far,0.50425
10,Hattn2,mu_cross,0.48534
10,Hattn2,M_far,0.01891
10,H2,mu_short,0.83207
10,H2,mu_long_near,0.65865
10,H2,mu_long_far,0.54339
10,H2,mu_cross,-0.55979
10,H2,M_far,1.10318
23,H0,mu_short,0.10195
23,H0,mu_long_near,0.123
23,H0,mu_long_far,0.01339
23,H0,mu_cross,0.01274
23,H0,M_far,0.00065
23,Hattn1,mu_short,0.45125
23,Hattn1,mu_long_near,0.48294
23,Hattn1,mu_long_far,0.30643
23,Hattn1,mu_cross,0.30656
23,Hattn1,M_far,-0.00013
23,H1,mu_short,0.26105
23,H1,mu_long_near,0.28593
23,H1,mu_long_far,0.14948
23,H1,mu_cross,0.14956
23,H1,M_far,-8e-05
23,Hattn2,mu_short,0.6444
23,Hattn2,mu_long_near,0.66468
23,Hattn2,mu_long_far,0.5519
23,Hattn2,mu_cross,0.48841
23,Hattn2,M_far,0.06349
23,H2,mu_short,0.64942
23,H2,mu_long_near,0.65925
23,H2,mu_long_far,0.61484
23,H2,mu_cross,0.52158
23,H2,M_far,0.09326
