split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.09355
4,H0,reach_long_near,0.24188
4,H0,reach_long_far,0.0
4,H0,reach_short,0.83333
4,H0,cut,1.0
4,H0,pred_positive_rate,0.1026
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.15387
4,Hattn1,reach_long_near,0.3918
4,Hattn1,reach_long_far,0.00382
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.92494
4,Hattn1,pred_positive_rate,0.16455
4,H1,exact,0.0
4,H1,reach_long,0.76361
4,H1,reach_long_near,0.92553
4,H1,reach_long_far,0.66149
4,H1,reach_short,1.0
4,H1,cut,0.90188
4,H1,pred_positive_rate,0.66442
4,Hattn2,exact,0.0
4,Hattn2,reach_long,1.0
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,1.0
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.0
4,Hattn2,pred_positive_rate,1.0
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.84121
23,H0,exact,0.0
23,H0,reach_long,0.16866
23,H0,reach_long_near,0.26341
23,H0,reach_long_far,0.0
23,H0,reach_short,0.16903
23,H0,cut,1.0
23,H0,pred_positive_rate,0.10249
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.27446
23,Hattn1,reach_long_near,0.41541
23,Hattn1,reach_long_far,0.02352
23,Hattn1,reach_short,0.27285
23,Hattn1,cut,0.98367
23,Hattn1,pred_positive_rate,0.16078
23,H1,exact,0.0
23,H1,reach_long,0.68417
23,H1,reach_long_near,0.85426
23,H1,reach_long_far,0.38135
23,H1,reach_short,0.68367
23,H1,cut,0.41219
23,H1,pred_positive_rate,0.64274
23,Hattn2,exact,0.0
23,Hattn2,reach_long,1.0
23,Hattn2,reach_long_near,1.0
23,Hattn2,reach_long_far,1.0
23,Hattn2,reach_short,1.0
23,Hattn2,cut,0.0
23,Hattn2,pred_positive_rate,1.0
23,H2,exact,0.0
23,H2,reach_long,0.99364
23,H2,reach_long_near,1.0
23,H2,reach_long_far,0.98231
23,H2,reach_short,0.99401
23,H2,cut,0.62296
23,H2,pred_positive_rate,0.68557
