split_a,branch,category,value
4,dZ_attn1,within_short,9.52924
4,dZ_attn1,within_long_near,3.97731
4,dZ_attn1,within_long_far,0.88586
4,dZ_attn1,cross,0.19375
4,dZ_mlp1,within_short,-0.79171
4,dZ_mlp1,within_long_near,3.62181
4,dZ_mlp1,within_long_far,3.86719
4,dZ_mlp1,cross,2.62237
4,dZ_attn2,within_short,3.20497
4,dZ_attn2,within_long_near,11.71867
4,dZ_attn2,within_long_far,7.96759
4,dZ_attn2,cross,10.38296
4,dZ_mlp2,within_short,-0.30209
4,dZ_mlp2,within_long_near,-0.72437
4,dZ_mlp2,within_long_far,4.3866
4,dZ_mlp2,cross,-24.49522
23,dZ_attn1,within_short,2.71265
23,dZ_attn1,within_long_near,3.91716
23,dZ_attn1,within_long_far,0.61448
23,dZ_attn1,cross,0.8792
23,dZ_mlp1,within_short,3.45049
23,dZ_mlp1,within_long_near,3.33464
23,dZ_mlp1,within_long_far,3.61856
23,dZ_mlp1,cross,3.75529
23,dZ_attn2,within_short,11.63024
23,dZ_attn2,within_long_near,12.29033
23,dZ_attn2,within_long_far,10.49352
23,dZ_attn2,cross,7.64822
23,dZ_mlp2,within_short,-5.27509
23,dZ_mlp2,within_long_near,-5.08124
23,dZ_mlp2,within_long_far,-5.68177
23,dZ_mlp2,cross,-8.8882
