split_a,stage,quantity,value
4,H0,mu_short,0.50223
4,H0,mu_long_near,0.12929
4,H0,mu_long_far,0.00695
4,H0,mu_cross,0.00198
4,H0,M_far,0.00496
4,Hattn1,mu_short,0.84916
4,Hattn1,mu_long_near,0.2741
4,Hattn1,mu_long_far,0.0392
4,Hattn1,mu_cross,0.00904
4,Hattn1,M_far,0.03016
4,H1,mu_short,0.82034
4,H1,mu_long_near,0.40596
4,H1,mu_long_far,0.17999
4,H1,mu_cross,0.10451
4,H1,M_far,0.07548
4,Hattn2,mu_short,0.93702
4,Hattn2,mu_long_near,0.8326
4,Hattn2,mu_long_far,0.47007
4,Hattn2,mu_cross,0.48252
4,Hattn2,M_far,-0.01246
4,H2,mu_short,0.92602
4,H2,mu_long_near,0.80623
4,H2,mu_long_far,0.62977
4,H2,mu_cross,-0.40927
4,H2,M_far,1.03904
23,H0,mu_short,0.09214
23,H0,mu_long_near,0.14083
23,H0,mu_long_far,0.00504
23,H0,mu_cross,0.00658
23,H0,M_far,-0.00154
23,Hattn1,mu_short,0.1909
23,Hattn1,mu_long_near,0.28344
23,Hattn1,mu_long_far,0.02741
23,Hattn1,mu_cross,0.03859
23,Hattn1,M_far,-0.01118
23,H1,mu_short,0.31652
23,H1,mu_long_near,0.40484
23,H1,mu_long_far,0.15915
23,H1,mu_cross,0.17531
23,H1,M_far,-0.01616
23,Hattn2,mu_short,0.73994
23,Hattn2,mu_long_near,0.8523
23,Hattn2,mu_long_far,0.54119
23,Hattn2,mu_cross,0.45376
23,Hattn2,M_far,0.08743
23,H2,mu_short,0.54789
23,H2,mu_long_near,0.66731
23,H2,mu_long_far,0.33433
23,H2,mu_cross,0.13017
23,H2,M_far,0.20417
