split_a,stage,quantity,value
4,H0,mu_short,0.50672
4,H0,mu_long_near,0.12094
4,H0,mu_long_far,-0.00277
4,H0,mu_cross,-0.00486
4,H0,M_far,0.00209
4,Hattn1,mu_short,0.79097
4,Hattn1,mu_long_near,0.23715
4,Hattn1,mu_long_far,0.00497
4,Hattn1,mu_cross,0.00128
4,Hattn1,M_far,0.00368
4,H1,mu_short,0.75068
4,H1,mu_long_near,0.30801
4,H1,mu_long_far,0.10065
4,H1,mu_cross,0.08542
4,H1,M_far,0.01523
4,Hattn2,mu_short,0.92479
4,Hattn2,mu_long_near,0.7629
4,Hattn2,mu_long_far,0.44331
4,Hattn2,mu_cross,0.34467
4,Hattn2,M_far,0.09863
4,H2,mu_short,0.90938
4,H2,mu_long_near,0.97921
4,H2,mu_long_far,0.9713
4,H2,mu_cross,-0.70685
4,H2,M_far,1.67814
23,H0,mu_short,0.08411
23,H0,mu_long_near,0.13342
23,H0,mu_long_far,-0.00349
23,H0,mu_cross,-0.00289
23,H0,M_far,-0.0006
23,Hattn1,mu_short,0.16542
23,Hattn1,mu_long_near,0.25585
23,Hattn1,mu_long_far,0.0048
23,Hattn1,mu_cross,0.00586
23,Hattn1,M_far,-0.00105
23,H1,mu_short,0.23935
23,H1,mu_long_near,0.31486
23,H1,mu_long_far,0.10671
23,H1,mu_cross,0.1051
23,H1,M_far,0.00161
23,Hattn2,mu_short,0.63773
23,Hattn2,mu_long_near,0.72854
23,Hattn2,mu_long_far,0.47955
23,Hattn2,mu_cross,0.21734
23,Hattn2,M_far,0.26222
23,H2,mu_short,0.46491
23,H2,mu_long_near,0.49424
23,H2,mu_long_far,0.40873
23,H2,mu_cross,-0.08462
23,H2,M_far,0.49336
