split_a,branch,category,value
4,dZ_attn1,within_short,8.20271
4,dZ_attn1,within_long_near,0.36899
4,dZ_attn1,within_long_far,-1.35264
4,dZ_attn1,cross,-1.17537
4,dZ_mlp1,within_short,-0.64409
4,dZ_mlp1,within_long_near,1.5636
4,dZ_mlp1,within_long_far,2.16248
4,dZ_mlp1,cross,3.25035
4,dZ_attn2,within_short,2.28321
4,dZ_attn2,within_long_near,11.69747
4,dZ_attn2,within_long_far,10.6356
4,dZ_attn2,cross,11.0554
4,dZ_mlp2,within_short,0.94115
4,dZ_mlp2,within_long_near,1.6825
4,dZ_mlp2,within_long_far,-3.75537
4,dZ_mlp2,cross,-19.39189
23,dZ_attn1,within_short,-0.06389
23,dZ_attn1,within_long_near,0.62348
23,dZ_attn1,within_long_far,-1.28668
23,dZ_attn1,cross,-1.33225
23,dZ_mlp1,within_short,1.8077
23,dZ_mlp1,within_long_near,1.33179
23,dZ_mlp1,within_long_far,2.65962
23,dZ_mlp1,cross,2.48163
23,dZ_attn2,within_short,11.16305
23,dZ_attn2,within_long_near,11.62046
23,dZ_attn2,within_long_far,10.51919
23,dZ_attn2,cross,10.11832
23,dZ_mlp2,within_short,-3.24338
23,dZ_mlp2,within_long_near,-0.36991
23,dZ_mlp2,within_long_far,-8.53799
23,dZ_mlp2,cross,-11.07796
