split_a,pair_type,mean_hTw,frac_positive,n_pairs
9,within_long_d9,-1.4392,0.0725,4
9,within_long_d10,-1.1079,0.0525,2
10,within_long,6.1729,0.7134,18000
10,within_short,6.204,0.7128,18000
10,cut,-1.2979,0.0667,20000
10,cut,-1.3266,0.0648,20000
10,within_long_d1,20.8428,1.0,18
10,within_long_d2,7.86,1.0,16
10,within_long_d3,3.932,0.9982,14
10,within_long_d4,1.5279,0.82,12
10,within_long_d5,0.1665,0.436,10
10,within_long_d6,-0.7532,0.1556,8
10,within_long_d7,-1.1184,0.07,6
10,within_long_d8,-1.3539,0.075,4
10,within_long_d9,-1.1338,0.035,2
