split_a,branch,category,value
4,dZ_attn1,within_short,9.88754
4,dZ_attn1,within_long_near,5.73566
4,dZ_attn1,within_long_far,1.95018
4,dZ_attn1,cross,1.29605
4,dZ_mlp1,within_short,-12.30488
4,dZ_mlp1,within_long_near,1.00441
4,dZ_mlp1,within_long_far,2.32029
4,dZ_mlp1,cross,0.41041
4,dZ_attn2,within_short,8.21245
4,dZ_attn2,within_long_near,13.35945
4,dZ_attn2,within_long_far,5.79258
4,dZ_attn2,cross,7.96742
4,dZ_mlp2,within_short,8.64874
4,dZ_mlp2,within_long_near,-0.25101
4,dZ_mlp2,within_long_far,7.49896
4,dZ_mlp2,cross,-16.29531
7,dZ_attn1,within_short,8.66834
7,dZ_attn1,within_long_near,5.76055
7,dZ_attn1,within_long_far,1.9322
7,dZ_attn1,cross,1.60922
7,dZ_mlp1,within_short,-4.43706
7,dZ_mlp1,within_long_near,0.91302
7,dZ_mlp1,within_long_far,2.21621
7,dZ_mlp1,cross,1.4972
7,dZ_attn2,within_short,14.43815
7,dZ_attn2,within_long_near,13.28797
7,dZ_attn2,within_long_far,6.05023
7,dZ_attn2,cross,5.59437
7,dZ_mlp2,within_short,2.13503
7,dZ_mlp2,within_long_near,1.00995
7,dZ_mlp2,within_long_far,9.05532
7,dZ_mlp2,cross,-18.24488
8,dZ_attn1,within_short,7.98091
8,dZ_attn1,within_long_near,5.77413
8,dZ_attn1,within_long_far,1.91601
8,dZ_attn1,cross,1.66988
8,dZ_mlp1,within_short,-3.7459
8,dZ_mlp1,within_long_near,0.86457
8,dZ_mlp1,within_long_far,2.19282
8,dZ_mlp1,cross,1.6628
8,dZ_attn2,within_short,14.92032
8,dZ_attn2,within_long_near,12.80515
8,dZ_attn2,within_long_far,5.02211
8,dZ_attn2,cross,3.62812
8,dZ_mlp2,within_short,2.29403
8,dZ_mlp2,within_long_near,-2.56681
8,dZ_mlp2,within_long_far,3.58849
8,dZ_mlp2,cross,-15.57028
10,dZ_attn1,within_short,6.91405
10,dZ_attn1,within_long_near,5.76282
10,dZ_attn1,within_long_far,1.87784
10,dZ_attn1,cross,1.77002
10,dZ_mlp1,within_short,-2.33462
10,dZ_mlp1,within_long_near,0.82444
10,dZ_mlp1,within_long_far,2.17989
10,dZ_mlp1,cross,1.84029
10,dZ_attn2,within_short,15.2008
10,dZ_attn2,within_long_near,12.91619
10,dZ_attn2,within_long_far,5.91287
10,dZ_attn2,cross,2.15341
10,dZ_mlp2,within_short,1.98653
10,dZ_mlp2,within_long_near,-2.68154
10,dZ_mlp2,within_long_far,3.54376
10,dZ_mlp2,cross,-12.3653
14,dZ_attn1,within_short,5.67716
14,dZ_attn1,within_long_near,5.81793
14,dZ_attn1,within_long_far,1.82655
14,dZ_attn1,cross,1.8422
14,dZ_mlp1,within_short,-0.67492
14,dZ_mlp1,within_long_near,0.61341
14,dZ_mlp1,within_long_far,1.96404
14,dZ_mlp1,cross,2.09738
14,dZ_attn2,within_short,15.59938
14,dZ_attn2,within_long_near,13.21596
14,dZ_attn2,within_long_far,8.04844
14,dZ_attn2,cross,1.09113
14,dZ_mlp2,within_short,-0.65377
14,dZ_mlp2,within_long_near,-2.85445
14,dZ_mlp2,within_long_far,3.71539
14,dZ_mlp2,cross,-7.43278
20,dZ_attn1,within_short,4.69567
20,dZ_attn1,within_long_near,5.91814
20,dZ_attn1,within_long_far,1.68
20,dZ_attn1,cross,1.87734
20,dZ_mlp1,within_short,0.57019
20,dZ_mlp1,within_long_near,0.08566
20,dZ_mlp1,within_long_far,1.58675
20,dZ_mlp1,cross,2.19671
20,dZ_attn2,within_short,13.81413
20,dZ_attn2,within_long_near,14.13575
20,dZ_attn2,within_long_far,13.16192
20,dZ_attn2,cross,0.69935
20,dZ_mlp2,within_short,-1.4634
20,dZ_mlp2,within_long_near,-3.32908
20,dZ_mlp2,within_long_far,3.07024
20,dZ_mlp2,cross,-2.06143
