split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.11111
4,H0,reach_long_near,0.24731
4,H0,reach_long_far,0.00285
4,H0,reach_short,1.0
4,H0,cut,0.97222
4,H0,pred_positive_rate,0.125
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.21416
4,Hattn1,reach_long_near,0.48029
4,Hattn1,reach_long_far,0.00263
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.97602
4,Hattn1,pred_positive_rate,0.20547
4,H1,exact,0.0
4,H1,reach_long,0.47356
4,H1,reach_long_near,0.76445
4,H1,reach_long_far,0.24234
4,H1,reach_short,0.3776
4,H1,cut,0.97222
4,H1,pred_positive_rate,0.40576
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.92865
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,0.87193
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.27083
4,Hattn2,pred_positive_rate,0.89506
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.82
7,H0,exact,0.0
7,H0,reach_long,0.12121
7,H0,reach_long_near,0.25
7,H0,reach_long_far,0.00362
7,H0,reach_short,0.57143
7,H0,cut,0.98268
7,H0,pred_positive_rate,0.125
7,Hattn1,exact,0.0
7,Hattn1,reach_long,0.23269
7,Hattn1,reach_long_near,0.48406
7,Hattn1,reach_long_far,0.00317
7,Hattn1,reach_short,0.90476
7,Hattn1,cut,0.98424
7,Hattn1,pred_positive_rate,0.20688
7,H1,exact,0.0
7,H1,reach_long,0.4829
7,H1,reach_long_near,0.75843
7,H1,reach_long_far,0.23132
7,H1,reach_short,0.79836
7,H1,cut,0.91606
7,H1,pred_positive_rate,0.38891
7,Hattn2,exact,0.0
7,Hattn2,reach_long,0.92037
7,Hattn2,reach_long_near,1.0
7,Hattn2,reach_long_far,0.84766
7,Hattn2,reach_short,1.0
7,Hattn2,cut,0.15145
7,Hattn2,pred_positive_rate,0.90371
7,H2,exact,1.0
7,H2,reach_long,1.0
7,H2,reach_long_near,1.0
7,H2,reach_long_far,1.0
7,H2,reach_short,1.0
7,H2,cut,1.0
7,H2,pred_positive_rate,0.71125
8,H0,exact,0.0
8,H0,reach_long,0.125
8,H0,reach_long_near,0.25103
8,H0,reach_long_far,0.00395
8,H0,reach_short,0.5
8,H0,cut,0.98438
8,H0,pred_positive_rate,0.125
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.23964
8,Hattn1,reach_long_near,0.4856
8,Hattn1,reach_long_far,0.0034
8,Hattn1,reach_short,0.81585
8,Hattn1,cut,0.98608
8,Hattn1,pred_positive_rate,0.20658
8,H1,exact,0.0
8,H1,reach_long,0.48576
8,H1,reach_long_near,0.75669
8,H1,reach_long_far,0.22554
8,H1,reach_short,0.77958
8,H1,cut,0.87982
8,H1,pred_positive_rate,0.39191
8,Hattn2,exact,0.0
8,Hattn2,reach_long,0.82973
8,Hattn2,reach_long_near,1.0
8,Hattn2,reach_long_far,0.66619
8,Hattn2,reach_short,1.0
8,Hattn2,cut,0.34375
8,Hattn2,pred_positive_rate,0.78443
8,H2,exact,0.0
8,H2,reach_long,0.82135
8,H2,reach_long_near,1.0
8,H2,reach_long_far,0.64977
8,H2,reach_short,1.0
8,H2,cut,1.0
8,H2,pred_positive_rate,0.56924
10,H0,exact,0.0
10,H0,reach_long,0.13333
10,H0,reach_long_near,0.25333
10,H0,reach_long_far,0.00476
10,H0,reach_short,0.4
10,H0,cut,0.98667
10,H0,pred_positive_rate,0.125
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.25499
10,Hattn1,reach_long_near,0.48882
10,Hattn1,reach_long_far,0.00446
10,Hattn1,reach_short,0.68854
10,Hattn1,cut,0.98781
10,Hattn1,pred_positive_rate,0.20695
10,H1,exact,0.0
10,H1,reach_long,0.49917
10,H1,reach_long_near,0.75451
10,H1,reach_long_far,0.2256
10,H1,reach_short,0.75104
10,H1,cut,0.85875
10,H1,pred_positive_rate,0.39164
10,Hattn2,exact,0.0
10,Hattn2,reach_long,0.89551
