split_a,branch,category,value
4,dZ_attn1,within_short,11.61479
4,dZ_attn1,within_long_near,4.42215
4,dZ_attn1,within_long_far,0.59642
4,dZ_attn1,cross,0.65776
4,dZ_mlp1,within_short,0.15528
4,dZ_mlp1,within_long_near,4.06301
4,dZ_mlp1,within_long_far,2.1102
4,dZ_mlp1,cross,2.29651
4,dZ_attn2,within_short,0.42249
4,dZ_attn2,within_long_near,15.49062
4,dZ_attn2,within_long_far,16.16024
4,dZ_attn2,cross,18.97459
4,dZ_mlp2,within_short,0.125
4,dZ_mlp2,within_long_near,-5.34113
4,dZ_mlp2,within_long_far,-7.01129
4,dZ_mlp2,cross,-35.86546
23,dZ_attn1,within_short,3.74103
23,dZ_attn1,within_long_near,4.41859
23,dZ_attn1,within_long_far,0.58243
23,dZ_attn1,cross,0.59056
23,dZ_mlp1,within_short,3.72765
23,dZ_mlp1,within_long_near,4.03987
23,dZ_mlp1,within_long_far,2.11293
23,dZ_mlp1,cross,2.11715
23,dZ_attn2,within_short,16.14762
23,dZ_attn2,within_long_near,13.95607
23,dZ_attn2,within_long_far,19.04628
23,dZ_attn2,cross,11.12407
23,dZ_mlp2,within_short,-4.26891
23,dZ_mlp2,within_long_near,-3.37009
23,dZ_mlp2,within_long_far,-1.21285
23,dZ_mlp2,cross,-18.14113
