split_a,stage,quantity,value
4,H0,mu_short,0.49233
4,H0,mu_long_near,0.1246
4,H0,mu_long_far,0.00097
4,H0,mu_cross,-0.00721
4,H0,M_far,0.00818
4,Hattn1,mu_short,0.82907
4,Hattn1,mu_long_near,0.24726
4,Hattn1,mu_long_far,0.00199
4,Hattn1,mu_cross,0.00082
4,Hattn1,M_far,0.00117
4,H1,mu_short,0.84075
4,H1,mu_long_near,0.41159
4,H1,mu_long_far,0.19284
4,H1,mu_cross,0.07603
4,H1,M_far,0.11681
4,Hattn2,mu_short,0.97424
4,Hattn2,mu_long_near,0.83061
4,Hattn2,mu_long_far,0.46023
4,Hattn2,mu_cross,0.40171
4,Hattn2,M_far,0.05852
4,H2,mu_short,0.96992
4,H2,mu_long_near,0.96715
4,H2,mu_long_far,0.93347
4,H2,mu_cross,-0.52585
4,H2,M_far,1.45932
8,H0,mu_short,0.24283
8,H0,mu_long_near,0.12582
8,H0,mu_long_far,0.0006
8,H0,mu_cross,-0.0021
8,H0,M_far,0.0027
8,Hattn1,mu_short,0.48536
8,Hattn1,mu_long_near,0.24936
8,Hattn1,mu_long_far,0.00162
8,Hattn1,mu_cross,0.0022
8,Hattn1,M_far,-0.00058
8,H1,mu_short,0.33599
8,H1,mu_long_near,0.40759
8,H1,mu_long_far,0.18503
8,H1,mu_cross,0.10307
8,H1,M_far,0.08196
8,Hattn2,mu_short,0.86211
8,Hattn2,mu_long_near,0.83066
8,Hattn2,mu_long_far,0.45897
8,Hattn2,mu_cross,0.47563
8,Hattn2,M_far,-0.01665
8,H2,mu_short,0.89105
8,H2,mu_long_near,0.95101
8,H2,mu_long_far,0.89946
8,H2,mu_cross,-0.60448
8,H2,M_far,1.50394
10,H0,mu_short,0.1936
10,H0,mu_long_near,0.12658
10,H0,mu_long_far,0.00033
10,H0,mu_cross,-0.0011
10,H0,M_far,0.00143
10,Hattn1,mu_short,0.38882
10,Hattn1,mu_long_near,0.25109
10,Hattn1,mu_long_far,0.00216
10,Hattn1,mu_cross,0.00218
10,Hattn1,M_far,-3e-05
10,H1,mu_short,0.28239
10,H1,mu_long_near,0.40432
10,H1,mu_long_far,0.17953
10,H1,mu_cross,0.12844
10,H1,M_far,0.05109
10,Hattn2,mu_short,0.85018
10,Hattn2,mu_long_near,0.82371
10,Hattn2,mu_long_far,0.43304
10,Hattn2,mu_cross,0.40456
10,Hattn2,M_far,0.02848
10,H2,mu_short,0.90182
10,H2,mu_long_near,0.89937
10,H2,mu_long_far,0.79332
10,H2,mu_cross,-0.45716
10,H2,M_far,1.25048
23,H0,mu_short,0.0858
23,H0,mu_long_near,0.13544
23,H0,mu_long_far,-0.00199
23,H0,mu_cross,0.00049
23,H0,M_far,-0.00249
23,Hattn1,mu_short,0.17231
23,Hattn1,mu_long_near,0.26701
23,Hattn1,mu_long_far,0.00269
23,Hattn1,mu_cross,0.0038
23,Hattn1,M_far,-0.0011
23,H1,mu_short,0.28364
23,H1,mu_long_near,0.37375
23,H1,mu_long_far,0.12367
23,H1,mu_cross,0.17135
23,H1,M_far,-0.04768
23,Hattn2,mu_short,0.69769
23,Hattn2,mu_long_near,0.83577
23,Hattn2,mu_long_far,0.4523
23,Hattn2,mu_cross,0.37543
23,Hattn2,M_far,0.07687
23,H2,mu_short,0.77908
23,H2,mu_long_near,0.83954
23,H2,mu_long_far,0.66744
23,H2,mu_cross,0.72105
23,H2,M_far,-0.0536
