split_a,branch,category,value
4,dZ_attn1,within_short,13.18882
4,dZ_attn1,within_long_near,4.8043
4,dZ_attn1,within_long_far,0.04014
4,dZ_attn1,cross,0.31483
4,dZ_mlp1,within_short,0.45761
4,dZ_mlp1,within_long_near,6.43635
4,dZ_mlp1,within_long_far,7.47465
4,dZ_mlp1,cross,2.94541
4,dZ_attn2,within_short,5.22842
4,dZ_attn2,within_long_near,16.41131
4,dZ_attn2,within_long_far,10.47274
4,dZ_attn2,cross,12.75575
4,dZ_mlp2,within_short,-0.16944
4,dZ_mlp2,within_long_near,5.34794
4,dZ_mlp2,within_long_far,18.53538
4,dZ_mlp2,cross,-36.32915
8,dZ_attn1,within_short,9.4988
8,dZ_attn1,within_long_near,4.83861
8,dZ_attn1,within_long_far,0.04011
8,dZ_attn1,cross,0.16853
8,dZ_mlp1,within_short,-5.85038
8,dZ_mlp1,within_long_near,6.19718
8,dZ_mlp1,within_long_far,7.18337
8,dZ_mlp1,cross,3.95078
8,dZ_attn2,within_short,20.60647
8,dZ_attn2,within_long_near,16.57017
8,dZ_attn2,within_long_far,10.7295
8,dZ_attn2,cross,14.5916
8,dZ_mlp2,within_short,1.13343
8,dZ_mlp2,within_long_near,4.71384
8,dZ_mlp2,within_long_far,17.25238
8,dZ_mlp2,cross,-42.30397
10,dZ_attn1,within_short,7.646
10,dZ_attn1,within_long_near,4.87647
10,dZ_attn1,within_long_far,0.07152
10,dZ_attn1,cross,0.12862
10,dZ_mlp1,within_short,-4.16859
10,dZ_mlp1,within_long_near,6.00171
10,dZ_mlp1,within_long_far,6.94693
10,dZ_mlp1,cross,4.94508
10,dZ_attn2,within_short,22.23846
10,dZ_attn2,within_long_near,16.42592
10,dZ_attn2,within_long_far,9.92903
10,dZ_attn2,cross,10.81443
10,dZ_mlp2,within_short,2.02274
10,dZ_mlp2,within_long_near,2.96334
10,dZ_mlp2,within_long_far,14.11093
10,dZ_mlp2,cross,-33.75057
23,dZ_attn1,within_short,3.38829
23,dZ_attn1,within_long_near,5.15334
23,dZ_attn1,within_long_far,0.18362
23,dZ_attn1,cross,0.12948
23,dZ_mlp1,within_short,4.36019
23,dZ_mlp1,within_long_near,4.18065
23,dZ_mlp1,within_long_far,4.73823
23,dZ_mlp1,cross,6.56232
23,dZ_attn2,within_short,16.21679
23,dZ_attn2,within_long_near,18.09543
23,dZ_attn2,within_long_far,12.87144
23,dZ_attn2,cross,7.99327
23,dZ_mlp2,within_short,3.18792
23,dZ_mlp2,within_long_near,0.14775
23,dZ_mlp2,within_long_far,8.42629
23,dZ_mlp2,cross,13.53659
