split_a,stage,quantity,value
4,H0,mu_short,0.486
4,H0,mu_long_near,0.11301
4,H0,mu_long_far,-0.01297
4,H0,mu_cross,-0.02419
4,H0,M_far,0.01122
4,Hattn1,mu_short,0.88166
4,Hattn1,mu_long_near,0.27517
4,Hattn1,mu_long_far,0.03066
4,Hattn1,mu_cross,0.00597
4,Hattn1,M_far,0.0247
4,H1,mu_short,0.70611
4,H1,mu_long_near,0.35834
4,H1,mu_long_far,0.13497
4,H1,mu_cross,0.06561
4,H1,M_far,0.06936
4,Hattn2,mu_short,0.87718
4,Hattn2,mu_long_near,0.83562
4,Hattn2,mu_long_far,0.49936
4,Hattn2,mu_cross,0.26073
4,Hattn2,M_far,0.23863
4,H2,mu_short,0.99987
4,H2,mu_long_near,0.99999
4,H2,mu_long_far,0.99995
4,H2,mu_cross,-0.99986
4,H2,M_far,1.9998
23,H0,mu_short,0.07279
23,H0,mu_long_near,0.12365
23,H0,mu_long_far,-0.01759
23,H0,mu_cross,-0.01354
23,H0,M_far,-0.00405
23,Hattn1,mu_short,0.19225
23,Hattn1,mu_long_near,0.28726
23,Hattn1,mu_long_far,0.02274
23,Hattn1,mu_cross,0.03186
23,Hattn1,M_far,-0.00912
23,H1,mu_short,0.26124
23,H1,mu_long_near,0.34181
23,H1,mu_long_far,0.11797
23,H1,mu_cross,0.13609
23,H1,M_far,-0.01812
23,Hattn2,mu_short,0.70039
23,Hattn2,mu_long_near,0.80392
23,Hattn2,mu_long_far,0.50554
23,Hattn2,mu_cross,0.27215
23,Hattn2,M_far,0.23338
23,H2,mu_short,0.58535
23,H2,mu_long_near,0.70475
23,H2,mu_long_far,0.27599
23,H2,mu_cross,-0.28931
23,H2,M_far,0.5653
