split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.9487
4,H0,reach_long_near,0.95499
4,H0,reach_long_far,0.94378
4,H0,reach_short,1.0
4,H0,cut,0.05097
4,H0,pred_positive_rate,0.95016
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.95211
4,Hattn1,reach_long_near,0.96255
4,Hattn1,reach_long_far,0.94394
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.05022
4,Hattn1,pred_positive_rate,0.95305
4,H1,exact,0.0
4,H1,reach_long,0.99398
4,H1,reach_long_near,0.99562
4,H1,reach_long_far,0.99269
4,H1,reach_short,1.0
4,H1,cut,0.02688
4,H1,pred_positive_rate,0.99083
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.99577
4,Hattn2,reach_long_near,0.99851
4,Hattn2,reach_long_far,0.99363
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.00028
4,Hattn2,pred_positive_rate,0.99651
4,H2,exact,0.875
4,H2,reach_long,0.99926
4,H2,reach_long_near,0.99975
4,H2,reach_long_far,0.99887
4,H2,reach_short,1.0
4,H2,cut,0.99879
4,H2,pred_positive_rate,0.8408
8,H0,exact,0.0
8,H0,reach_long,0.94777
8,H0,reach_long_near,0.95335
8,H0,reach_long_far,0.94248
8,H0,reach_short,0.9721
8,H0,cut,0.05582
8,H0,pred_positive_rate,0.94852
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.95192
8,Hattn1,reach_long_near,0.9619
8,Hattn1,reach_long_far,0.94248
8,Hattn1,reach_short,0.99219
8,Hattn1,cut,0.05556
8,Hattn1,pred_positive_rate,0.95188
8,H1,exact,0.0
8,H1,reach_long,0.99591
8,H1,reach_long_near,0.99694
8,H1,reach_long_far,0.99494
8,H1,reach_short,1.0
8,H1,cut,0.00535
8,H1,pred_positive_rate,0.99575
8,Hattn2,exact,0.0
8,Hattn2,reach_long,0.9972
8,Hattn2,reach_long_near,0.99904
8,Hattn2,reach_long_far,0.99546
8,Hattn2,reach_short,1.0
8,Hattn2,cut,0.00709
8,Hattn2,pred_positive_rate,0.9961
8,H2,exact,0.125
8,H2,reach_long,0.99947
8,H2,reach_long_near,0.99973
8,H2,reach_long_far,0.99922
8,H2,reach_short,0.98996
8,H2,cut,0.16057
8,H2,pred_positive_rate,0.95324
10,H0,exact,0.0
10,H0,reach_long,0.95722
10,H0,reach_long_near,0.96152
10,H0,reach_long_far,0.95267
10,H0,reach_short,0.96285
10,H0,cut,0.05352
10,H0,pred_positive_rate,0.95473
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.96079
10,Hattn1,reach_long_near,0.96856
10,Hattn1,reach_long_far,0.95256
10,Hattn1,reach_short,0.97847
10,Hattn1,cut,0.05352
10,Hattn1,pred_positive_rate,0.95753
10,H1,exact,0.0
10,H1,reach_long,0.99511
10,H1,reach_long_near,0.99605
10,H1,reach_long_far,0.99413
10,H1,reach_short,0.99931
10,H1,cut,0.00686
10,H1,pred_positive_rate,0.99473
10,Hattn2,exact,0.0
10,Hattn2,reach_long,0.99685
10,Hattn2,reach_long_near,0.99899
10,Hattn2,reach_long_far,0.99459
10,Hattn2,reach_short,1.0
10,Hattn2,cut,0.00812
10,Hattn2,pred_positive_rate,0.99536
10,H2,exact,0.0
10,H2,reach_long,1.0
10,H2,reach_long_near,1.0
10,H2,reach_long_far,1.0
10,H2,reach_short,0.99826
10,H2,cut,0.01098
10,H2,pred_positive_rate,0.99619
23,H0,exact,0.0
23,H0,reach_long,0.95405
23,H0,reach_long_near,0.95592
23,H0,reach_long_far,0.94565
23,H0,reach_short,0.93583
23,H0,cut,0.06477
23,H0,pred_positive_rate,0.94128
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.96004
23,Hattn1,reach_long_near,0.96324
23,Hattn1,reach_long_far,0.94565
23,Hattn1,reach_short,0.94429
23,Hattn1,cut,0.06454
23,Hattn1,pred_positive_rate,0.94485
23,H1,exact,0.0
23,H1,reach_long,0.99623
23,H1,reach_long_near,0.99683
23,H1,reach_long_far,0.99355
23,H1,reach_short,0.99401
23,H1,cut,0.00656
23,H1,pred_positive_rate,0.99439
23,Hattn2,exact,0.0
23,Hattn2,reach_long,0.99778
23,Hattn2,reach_long_near,0.99902
23,Hattn2,reach_long_far,0.99219
23,Hattn2,reach_short,0.99938
23,Hattn2,cut,0.00735
23,Hattn2,pred_positive_rate,0.99564
23,H2,exact,0.0
23,H2,reach_long,0.99994
23,H2,reach_long_near,0.99992
23,H2,reach_long_far,1.0
23,H2,reach_short,0.99957
23,H2,cut,0.00024
23,H2,pred_positive_rate,0.99976
