split_a,stage,quantity,value
4,H0,mu_short,0.77684
4,H0,mu_long_near,0.44103
4,H0,mu_long_far,0.3699
4,H0,mu_cross,0.36198
4,H0,M_far,0.00792
4,Hattn1,mu_short,0.87921
4,Hattn1,mu_long_near,0.56943
4,Hattn1,mu_long_far,0.49655
4,Hattn1,mu_cross,0.48419
4,Hattn1,M_far,0.01236
4,H1,mu_short,0.84295
4,H1,mu_long_near,0.48468
4,H1,mu_long_far,0.40409
4,H1,mu_cross,0.39009
4,H1,M_far,0.014
4,Hattn2,mu_short,0.99144
4,Hattn2,mu_long_near,0.58183
4,Hattn2,mu_long_far,0.35796
4,Hattn2,mu_cross,0.41374
4,Hattn2,M_far,-0.05578
4,H2,mu_short,0.94435
4,H2,mu_long_near,0.48331
4,H2,mu_long_far,0.29883
4,H2,mu_cross,-0.32373
4,H2,M_far,0.62255
8,H0,mu_short,0.54339
8,H0,mu_long_near,0.43976
8,H0,mu_long_far,0.36908
8,H0,mu_cross,0.36735
8,H0,M_far,0.00172
8,Hattn1,mu_short,0.67212
8,Hattn1,mu_long_near,0.5676
8,Hattn1,mu_long_far,0.49558
8,Hattn1,mu_cross,0.49104
8,Hattn1,M_far,0.00454
8,H1,mu_short,0.60573
8,H1,mu_long_near,0.48418
8,H1,mu_long_far,0.40415
8,H1,mu_cross,0.40286
8,H1,M_far,0.00129
8,Hattn2,mu_short,0.90411
8,Hattn2,mu_long_near,0.58366
8,Hattn2,mu_long_far,0.35829
8,Hattn2,mu_cross,0.35399
8,Hattn2,M_far,0.0043
8,H2,mu_short,0.76308
8,H2,mu_long_near,0.45563
8,H2,mu_long_far,0.26084
8,H2,mu_cross,0.16044
8,H2,M_far,0.1004
10,H0,mu_short,0.50444
10,H0,mu_long_near,0.43996
10,H0,mu_long_far,0.37189
10,H0,mu_cross,0.36907
10,H0,M_far,0.00282
10,Hattn1,mu_short,0.63146
10,Hattn1,mu_long_near,0.56514
10,Hattn1,mu_long_far,0.49528
10,Hattn1,mu_cross,0.4927
10,Hattn1,M_far,0.00258
10,H1,mu_short,0.56042
10,H1,mu_long_near,0.48278
10,H1,mu_long_far,0.40485
10,H1,mu_cross,0.4037
10,H1,M_far,0.00114
10,Hattn2,mu_short,0.80626
10,Hattn2,mu_long_near,0.58264
10,Hattn2,mu_long_far,0.35502
10,Hattn2,mu_cross,0.35701
10,Hattn2,M_far,-0.00198
10,H2,mu_short,0.65303
10,H2,mu_long_near,0.45672
10,H2,mu_long_far,0.26071
10,H2,mu_cross,0.25432
10,H2,M_far,0.00639
23,H0,mu_short,0.41882
23,H0,mu_long_near,0.44208
23,H0,mu_long_far,0.37491
23,H0,mu_cross,0.36735
23,H0,M_far,0.00755
23,Hattn1,mu_short,0.54867
23,Hattn1,mu_long_near,0.56883
23,Hattn1,mu_long_far,0.50178
23,Hattn1,mu_cross,0.49527
23,Hattn1,M_far,0.0065
23,H1,mu_short,0.46508
23,H1,mu_long_near,0.48551
23,H1,mu_long_far,0.40915
23,H1,mu_cross,0.40384
23,H1,M_far,0.00531
23,Hattn2,mu_short,0.54132
23,Hattn2,mu_long_near,0.58111
23,Hattn2,mu_long_far,0.35829
23,Hattn2,mu_cross,0.35701
23,Hattn2,M_far,0.00128
23,H2,mu_short,0.42064
23,H2,mu_long_near,0.45527
23,H2,mu_long_far,0.26108
23,H2,mu_cross,0.26097
23,H2,M_far,0.00011
