split_a,branch,category,value
4,dZ_attn1,within_short,1.16044
4,dZ_attn1,within_long_near,1.45542
4,dZ_attn1,within_long_far,1.43557
4,dZ_attn1,cross,1.38528
4,dZ_mlp1,within_short,-0.411
4,dZ_mlp1,within_long_near,-0.96058
4,dZ_mlp1,within_long_far,-1.04807
4,dZ_mlp1,cross,-1.06664
4,dZ_attn2,within_short,1.68311
4,dZ_attn2,within_long_near,1.10116
4,dZ_attn2,within_long_far,-0.52284
4,dZ_attn2,cross,0.26805
4,dZ_mlp2,within_short,-0.53376
4,dZ_mlp2,within_long_near,-1.11668
4,dZ_mlp2,within_long_far,-0.67028
4,dZ_mlp2,cross,-8.3593
8,dZ_attn1,within_short,1.45914
8,dZ_attn1,within_long_near,1.44913
8,dZ_attn1,within_long_far,1.4339
8,dZ_attn1,cross,1.40198
8,dZ_mlp1,within_short,-0.75247
8,dZ_mlp1,within_long_near,-0.9456
8,dZ_mlp1,within_long_far,-1.0363
8,dZ_mlp1,cross,-0.99948
8,dZ_attn2,within_short,3.38212
8,dZ_attn2,within_long_near,1.12756
8,dZ_attn2,within_long_far,-0.51991
8,dZ_attn2,cross,-0.55399
8,dZ_mlp2,within_short,-1.5986
8,dZ_mlp2,within_long_near,-1.45125
8,dZ_mlp2,within_long_far,-1.10459
8,dZ_mlp2,cross,-2.19394
10,dZ_attn1,within_short,1.43984
10,dZ_attn1,within_long_near,1.41891
10,dZ_attn1,within_long_far,1.3986
10,dZ_attn1,cross,1.40133
10,dZ_mlp1,within_short,-0.80529
10,dZ_mlp1,within_long_near,-0.93352
10,dZ_mlp1,within_long_far,-1.02503
10,dZ_mlp1,cross,-1.0088
10,dZ_attn2,within_short,2.78659
10,dZ_attn2,within_long_near,1.13186
10,dZ_attn2,within_long_far,-0.56474
10,dZ_attn2,cross,-0.52928
10,dZ_mlp2,within_short,-1.73688
10,dZ_mlp2,within_long_near,-1.42731
10,dZ_mlp2,within_long_far,-1.06905
10,dZ_mlp2,cross,-1.16401
23,dZ_attn1,within_short,1.47182
23,dZ_attn1,within_long_near,1.43682
23,dZ_attn1,within_long_far,1.43809
23,dZ_attn1,cross,1.44998
23,dZ_mlp1,within_short,-0.94746
23,dZ_mlp1,within_long_near,-0.94451
23,dZ_mlp1,within_long_far,-1.04993
23,dZ_mlp1,cross,-1.03635
23,dZ_attn2,within_short,0.86414
23,dZ_attn2,within_long_near,1.0836
23,dZ_attn2,within_long_far,-0.5765
23,dZ_attn2,cross,-0.53085
23,dZ_mlp2,within_short,-1.36784
23,dZ_mlp2,within_long_near,-1.4264
23,dZ_mlp2,within_long_far,-1.10188
23,dZ_mlp2,cross,-1.08868
