split_a,branch,category,value
4,dZ_attn1,within_short,8.99617
4,dZ_attn1,within_long_near,3.29466
4,dZ_attn1,within_long_far,0.48212
4,dZ_attn1,cross,0.48478
4,dZ_mlp1,within_short,-7.00697
4,dZ_mlp1,within_long_near,1.47779
4,dZ_mlp1,within_long_far,1.07098
4,dZ_mlp1,cross,0.58945
4,dZ_attn2,within_short,4.28523
4,dZ_attn2,within_long_near,14.73099
4,dZ_attn2,within_long_far,6.00156
4,dZ_attn2,cross,5.87998
4,dZ_mlp2,within_short,6.50842
4,dZ_mlp2,within_long_near,3.4518
4,dZ_mlp2,within_long_far,15.1525
4,dZ_mlp2,cross,-16.66609
7,dZ_attn1,within_short,6.26721
7,dZ_attn1,within_long_near,3.28695
7,dZ_attn1,within_long_far,0.45717
7,dZ_attn1,cross,0.49655
7,dZ_mlp1,within_short,1.49637
7,dZ_mlp1,within_long_near,1.43078
7,dZ_mlp1,within_long_far,1.08087
7,dZ_mlp1,cross,1.3493
7,dZ_attn2,within_short,12.40096
7,dZ_attn2,within_long_near,16.18099
7,dZ_attn2,within_long_far,11.01731
7,dZ_attn2,cross,11.67959
7,dZ_mlp2,within_short,-2.34952
7,dZ_mlp2,within_long_near,1.01196
7,dZ_mlp2,within_long_far,8.22309
7,dZ_mlp2,cross,-20.28167
8,dZ_attn1,within_short,5.49267
8,dZ_attn1,within_long_near,3.29583
8,dZ_attn1,within_long_far,0.45242
8,dZ_attn1,cross,0.52393
8,dZ_mlp1,within_short,0.91906
8,dZ_mlp1,within_long_near,1.42649
8,dZ_mlp1,within_long_far,1.09258
8,dZ_mlp1,cross,1.31647
8,dZ_attn2,within_short,13.54548
8,dZ_attn2,within_long_near,15.85954
8,dZ_attn2,within_long_far,10.3917
8,dZ_attn2,cross,11.03407
8,dZ_mlp2,within_short,-1.06867
8,dZ_mlp2,within_long_near,2.59455
8,dZ_mlp2,within_long_far,11.12716
8,dZ_mlp2,cross,-19.83073
10,dZ_attn1,within_short,4.43122
10,dZ_attn1,within_long_near,3.29154
10,dZ_attn1,within_long_far,0.43651
10,dZ_attn1,cross,0.56791
10,dZ_mlp1,within_short,0.59852
10,dZ_mlp1,within_long_near,1.38962
10,dZ_mlp1,within_long_far,1.09786
10,dZ_mlp1,cross,1.28616
10,dZ_attn2,within_short,14.49241
10,dZ_attn2,within_long_near,15.25249
10,dZ_attn2,within_long_far,9.26948
10,dZ_attn2,cross,8.25931
10,dZ_mlp2,within_short,1.79148
10,dZ_mlp2,within_long_near,2.86404
10,dZ_mlp2,within_long_far,12.52341
10,dZ_mlp2,cross,-16.96102
14,dZ_attn1,within_short,3.29034
14,dZ_attn1,within_long_near,3.29149
14,dZ_attn1,within_long_far,0.45929
14,dZ_attn1,cross,0.59361
14,dZ_mlp1,within_short,0.90594
14,dZ_mlp1,within_long_near,1.29312
14,dZ_mlp1,within_long_far,1.14926
14,dZ_mlp1,cross,1.25905
14,dZ_attn2,within_short,16.6056
14,dZ_attn2,within_long_near,14.81144
14,dZ_attn2,within_long_far,9.55874
14,dZ_attn2,cross,4.26283
14,dZ_mlp2,within_short,2.47199
14,dZ_mlp2,within_long_near,-3.09823
14,dZ_mlp2,within_long_far,3.57627
14,dZ_mlp2,cross,-10.19257
20,dZ_attn1,within_short,2.48037
20,dZ_attn1,within_long_near,3.31322
20,dZ_attn1,within_long_far,0.60718
20,dZ_attn1,cross,0.62204
20,dZ_mlp1,within_short,1.20435
20,dZ_mlp1,within_long_near,1.05788
20,dZ_mlp1,within_long_far,1.35588
20,dZ_mlp1,cross,1.23742
20,dZ_attn2,within_short,15.75364
20,dZ_attn2,within_long_near,16.00518
20,dZ_attn2,within_long_far,14.90353
20,dZ_attn2,cross,3.06906
20,dZ_mlp2,within_short,-1.76902
20,dZ_mlp2,within_long_near,-2.92543
20,dZ_mlp2,within_long_far,1.31642
20,dZ_mlp2,cross,-5.48175
