split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.10952
4,H0,reach_long_near,0.24731
4,H0,reach_long_far,0.0
4,H0,reach_short,0.83333
4,H0,cut,1.0
4,H0,pred_positive_rate,0.1175
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.16855
4,Hattn1,reach_long_near,0.37298
4,Hattn1,reach_long_far,0.00605
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.90137
4,Hattn1,pred_positive_rate,0.18299
4,H1,exact,0.0
4,H1,reach_long,0.27049
4,H1,reach_long_near,0.58591
4,H1,reach_long_far,0.01976
4,H1,reach_short,1.0
4,H1,cut,0.89876
4,H1,pred_positive_rate,0.26373
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.74382
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,0.5402
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.47559
4,Hattn2,pred_positive_rate,0.71266
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.82
7,H0,exact,0.0
7,H0,reach_long,0.11932
7,H0,reach_long_near,0.25
7,H0,reach_long_far,0.0
7,H0,reach_short,0.52381
7,H0,cut,1.0
7,H0,pred_positive_rate,0.1175
7,Hattn1,exact,0.0
7,Hattn1,reach_long,0.18327
7,Hattn1,reach_long_near,0.37519
7,Hattn1,reach_long_far,0.00804
7,Hattn1,reach_short,0.96354
7,Hattn1,cut,0.9632
7,Hattn1,pred_positive_rate,0.18188
7,H1,exact,0.0
7,H1,reach_long,0.29102
7,H1,reach_long_near,0.58203
7,H1,reach_long_far,0.02531
7,H1,reach_short,1.0
7,H1,cut,0.88136
7,H1,pred_positive_rate,0.27758
7,Hattn2,exact,0.0
7,Hattn2,reach_long,0.99991
7,Hattn2,reach_long_near,1.0
7,Hattn2,reach_long_far,0.99983
7,Hattn2,reach_short,1.0
7,Hattn2,cut,0.0
7,Hattn2,pred_positive_rate,0.99994
7,H2,exact,1.0
7,H2,reach_long,1.0
7,H2,reach_long_near,1.0
7,H2,reach_long_far,1.0
7,H2,reach_short,1.0
7,H2,cut,1.0
7,H2,pred_positive_rate,0.71125
8,H0,exact,0.0
8,H0,reach_long,0.12298
8,H0,reach_long_near,0.25103
8,H0,reach_long_far,0.0
8,H0,reach_short,0.46429
8,H0,cut,1.0
8,H0,pred_positive_rate,0.1175
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.1881
8,Hattn1,reach_long_near,0.37506
8,Hattn1,reach_long_far,0.00852
8,Hattn1,reach_short,0.75837
8,Hattn1,cut,0.96613
8,Hattn1,pred_positive_rate,0.179
8,H1,exact,0.0
8,H1,reach_long,0.29933
8,H1,reach_long_near,0.58205
8,H1,reach_long_far,0.02779
8,H1,reach_short,0.95033
8,H1,cut,0.89337
8,H1,pred_positive_rate,0.27797
8,Hattn2,exact,0.0
8,Hattn2,reach_long,0.99619
8,Hattn2,reach_long_near,1.0
8,Hattn2,reach_long_far,0.99253
8,Hattn2,reach_short,1.0
8,Hattn2,cut,0.0
8,Hattn2,pred_positive_rate,0.99764
8,H2,exact,1.0
8,H2,reach_long,1.0
8,H2,reach_long_near,1.0
8,H2,reach_long_far,1.0
8,H2,reach_short,1.0
8,H2,cut,1.0
8,H2,pred_positive_rate,0.68
10,H0,exact,0.0
10,H0,reach_long,0.131
10,H0,reach_long_near,0.25326
10,H0,reach_long_far,0.0
10,H0,reach_short,0.37778
10,H0,cut,1.0
10,H0,pred_positive_rate,0.11748
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.20144
10,Hattn1,reach_long_near,0.37965
10,Hattn1,reach_long_far,0.01049
10,Hattn1,reach_short,0.55035
10,Hattn1,cut,0.9712
10,Hattn1,pred_positive_rate,0.17629
10,H1,exact,0.0
10,H1,reach_long,0.31663
10,H1,reach_long_near,0.58208
10,H1,reach_long_far,0.03222
10,H1,reach_short,0.73264
10,H1,cut,0.90802
10,H1,pred_positive_rate,0.27287
10,Hattn2,exact,0.0
10,Hattn2,reach_long,0.96383
10,Hattn2,reach_long_near,1.0
10,Hattn2,reach_long_far,0.92507
10,Hattn2,reach_short,1.0
10,Hattn2,cut,0.10057
10,Hattn2,pred_positive_rate,0.94262
10,H2,exact,1.0
10,H2,reach_long,1.0
10,H2,reach_long_near,1.0
10,H2,reach_long_far,1.0
10,H2,reach_short,1.0
10,H2,cut,1.0
10,H2,pred_positive_rate,0.625
14,H0,exact,0.0
14,H0,reach_long,0.15077
14,H0,reach_long_near,0.25926
14,H0,reach_long_far,0.0
14,H0,reach_short,0.27473
14,H0,cut,1.0
14,H0,pred_positive_rate,0.1175
14,Hattn1,exact,0.0
14,Hattn1,reach_long,0.22928
14,Hattn1,reach_long_near,0.38302
14,Hattn1,reach_long_far,0.01562
14,Hattn1,reach_short,0.40677
14,Hattn1,cut,0.97656
14,Hattn1,pred_positive_rate,0.17508
14,H1,exact,0.0
14,H1,reach_long,0.35678
14,H1,reach_long_near,0.57664
14,H1,reach_long_far,0.05124
14,H1,reach_short,0.56095
14,H1,cut,0.92363
14,H1,pred_positive_rate,0.2685
14,Hattn2,exact,0.0
14,Hattn2,reach_long,0.93731
14,Hattn2,reach_long_near,1.0
14,Hattn2,reach_long_far,0.85018
14,Hattn2,reach_short,1.0
14,Hattn2,cut,0.44089
14,Hattn2,pred_positive_rate,0.77393
14,H2,exact,0.0
14,H2,reach_long,0.91442
14,H2,reach_long_near,1.0
14,H2,reach_long_far,0.7955
14,H2,reach_short,1.0
14,H2,cut,1.0
14,H2,pred_positive_rate,0.51023
20,H0,exact,0.0
20,H0,reach_long,0.19474
20,H0,reach_long_near,0.27407
20,H0,reach_long_far,0.0
20,H0,reach_short,0.19465
20,H0,cut,1.0
20,H0,pred_positive_rate,0.11748
20,Hattn1,exact,0.0
20,Hattn1,reach_long,0.29885
20,Hattn1,reach_long_near,0.40428
20,Hattn1,reach_long_far,0.04006
20,Hattn1,reach_short,0.2935
20,Hattn1,cut,0.97703
20,Hattn1,pred_positive_rate,0.17717
20,H1,exact,0.0
20,H1,reach_long,0.43766
20,H1,reach_long_near,0.5669
20,H1,reach_long_far,0.12045
20,H1,reach_short,0.44095
20,H1,cut,0.93156
20,H1,pred_positive_rate,0.26789
20,Hattn2,exact,0.0
20,Hattn2,reach_long,0.99687
20,Hattn2,reach_long_near,1.0
20,Hattn2,reach_long_far,0.9892
20,Hattn2,reach_short,0.9963
20,Hattn2,cut,0.66668
20,Hattn2,pred_positive_rate,0.66504
20,H2,exact,0.0
20,H2,reach_long,0.9949
20,H2,reach_long_near,1.0
20,H2,reach_long_far,0.98239
20,H2,reach_short,0.99474
20,H2,cut,0.99844
20,H2,pred_positive_rate,0.49832
