split_a,stage,quantity,value
4,H0,mu_short,0.49133
4,H0,mu_long_near,0.10863
4,H0,mu_long_far,-0.02008
4,H0,mu_cross,-0.02511
4,H0,M_far,0.00503
4,Hattn1,mu_short,0.76499
4,Hattn1,mu_long_near,0.20885
4,Hattn1,mu_long_far,-0.00542
4,Hattn1,mu_cross,-0.01036
4,Hattn1,M_far,0.00495
4,H1,mu_short,0.55184
4,H1,mu_long_near,0.25381
4,H1,mu_long_far,0.02716
4,H1,mu_cross,0.00757
4,H1,M_far,0.0196
4,Hattn2,mu_short,0.6822
4,Hattn2,mu_long_near,0.70193
4,Hattn2,mu_long_far,0.20973
4,Hattn2,mu_cross,0.18644
4,Hattn2,M_far,0.0233
4,H2,mu_short,0.88019
4,H2,mu_long_near,0.80694
4,H2,mu_long_far,0.67068
4,H2,mu_cross,-0.32055
4,H2,M_far,0.99123
7,H0,mu_short,0.26637
7,H0,mu_long_near,0.11034
7,H0,mu_long_far,-0.02021
7,H0,mu_cross,-0.02253
7,H0,M_far,0.00232
7,Hattn1,mu_short,0.45702
7,Hattn1,mu_long_near,0.21033
7,Hattn1,mu_long_far,-0.0063
7,Hattn1,mu_cross,-0.00742
7,Hattn1,M_far,0.00112
7,H1,mu_short,0.50254
7,H1,mu_long_near,0.25385
7,H1,mu_long_far,0.02658
7,H1,mu_cross,0.03362
7,H1,M_far,-0.00704
7,Hattn2,mu_short,0.87978
7,Hattn2,mu_long_near,0.74609
7,Hattn2,mu_long_far,0.36173
7,Hattn2,mu_cross,0.38892
7,Hattn2,M_far,-0.02719
7,H2,mu_short,0.80831
7,H2,mu_long_near,0.77687
7,H2,mu_long_far,0.61189
7,H2,mu_cross,-0.22806
7,H2,M_far,0.83994
8,H0,mu_short,0.23055
8,H0,mu_long_near,0.11059
8,H0,mu_long_far,-0.02035
8,H0,mu_cross,-0.02176
8,H0,M_far,0.00141
8,Hattn1,mu_short,0.39764
8,Hattn1,mu_long_near,0.21085
8,Hattn1,mu_long_far,-0.00659
8,Hattn1,mu_cross,-0.00582
8,Hattn1,M_far,-0.00077
8,H1,mu_short,0.4256
8,H1,mu_long_near,0.25425
8,H1,mu_long_far,0.02665
8,H1,mu_cross,0.03423
8,H1,M_far,-0.00758
8,Hattn2,mu_short,0.83766
8,Hattn2,mu_long_near,0.7367
8,Hattn2,mu_long_far,0.34277
8,Hattn2,mu_cross,0.36989
8,Hattn2,M_far,-0.02712
8,H2,mu_short,0.80515
8,H2,mu_long_near,0.81563
8,H2,mu_long_far,0.68127
8,H2,mu_cross,-0.23337
8,H2,M_far,0.91463
10,H0,mu_short,0.18015
10,H0,mu_long_near,0.11177
10,H0,mu_long_far,-0.02078
10,H0,mu_cross,-0.02105
10,H0,M_far,0.00027
10,Hattn1,mu_short,0.31495
10,Hattn1,mu_long_near,0.2119
10,Hattn1,mu_long_far,-0.0075
10,Hattn1,mu_cross,-0.00378
10,Hattn1,M_far,-0.00372
10,H1,mu_short,0.33316
10,H1,mu_long_near,0.25417
10,H1,mu_long_far,0.0259
10,H1,mu_cross,0.03535
10,H1,M_far,-0.00945
10,Hattn2,mu_short,0.77403
10,Hattn2,mu_long_near,0.71816
10,Hattn2,mu_long_far,0.30788
10,Hattn2,mu_cross,0.2866
10,Hattn2,M_far,0.02128
10,H2,mu_short,0.82853
10,H2,mu_long_near,0.80529
10,H2,mu_long_far,0.68885
10,H2,mu_cross,-0.22936
10,H2,M_far,0.91821
14,H0,mu_short,0.1235
14,H0,mu_long_near,0.11491
14,H0,mu_long_far,-0.02164
14,H0,mu_cross,-0.0203
14,H0,M_far,-0.00134
14,Hattn1,mu_short,0.22359
14,Hattn1,mu_long_near,0.21504
14,Hattn1,mu_long_far,-0.00767
14,Hattn1,mu_cross,-0.00225
14,Hattn1,M_far,-0.00542
14,H1,mu_short,0.25115
14,H1,mu_long_near,0.25438
14,H1,mu_long_far,0.02729
14,H1,mu_cross,0.03606
14,H1,M_far,-0.00876
14,Hattn2,mu_short,0.7563
14,Hattn2,mu_long_near,0.70495
14,Hattn2,mu_long_far,0.31808
14,Hattn2,mu_cross,0.16573
14,Hattn2,M_far,0.15234
14,H2,mu_short,0.8315
14,H2,mu_long_near,0.6107
14,H2,mu_long_far,0.42687
14,H2,mu_cross,-0.14433
14,H2,M_far,0.5712
20,H0,mu_short,0.08067
20,H0,mu_long_near,0.12268
20,H0,mu_long_far,-0.02222
20,H0,mu_cross,-0.02014
20,H0,M_far,-0.00207
20,Hattn1,mu_short,0.15613
20,Hattn1,mu_long_near,0.22347
20,Hattn1,mu_long_far,-0.00375
20,Hattn1,mu_cross,-0.00122
20,Hattn1,M_far,-0.00253
20,H1,mu_short,0.19276
20,H1,mu_long_near,0.25566
20,H1,mu_long_far,0.0375
20,H1,mu_cross,0.03642
20,H1,M_far,0.00108
20,Hattn2,mu_short,0.672
20,Hattn2,mu_long_near,0.74254
20,Hattn2,mu_long_far,0.49087
20,Hattn2,mu_cross,0.12979
20,Hattn2,M_far,0.36109
20,H2,mu_short,0.61818
20,H2,mu_long_near,0.65355
20,H2,mu_long_far,0.53092
20,H2,mu_cross,-0.03697
20,H2,M_far,0.56789
