split_a,branch,category,value
4,dZ_attn1,within_short,4.49895
4,dZ_attn1,within_long_near,6.59007
4,dZ_attn1,within_long_far,5.92818
4,dZ_attn1,cross,6.11142
4,dZ_mlp1,within_short,-0.39764
4,dZ_mlp1,within_long_near,-0.65516
4,dZ_mlp1,within_long_far,-0.07422
4,dZ_mlp1,cross,-0.99222
4,dZ_attn2,within_short,1.10265
4,dZ_attn2,within_long_near,7.95712
4,dZ_attn2,within_long_far,9.18784
4,dZ_attn2,cross,6.79054
4,dZ_mlp2,within_short,-1.05888
4,dZ_mlp2,within_long_near,-0.54162
4,dZ_mlp2,within_long_far,-0.15734
4,dZ_mlp2,cross,-16.00939
8,dZ_attn1,within_short,7.63503
8,dZ_attn1,within_long_near,6.55264
8,dZ_attn1,within_long_far,5.86834
8,dZ_attn1,cross,5.90881
8,dZ_mlp1,within_short,-1.74255
8,dZ_mlp1,within_long_near,-0.61255
8,dZ_mlp1,within_long_far,-0.00289
8,dZ_mlp1,cross,-0.11193
8,dZ_attn2,within_short,4.76904
8,dZ_attn2,within_long_near,4.5848
8,dZ_attn2,within_long_far,2.90181
8,dZ_attn2,cross,2.78758
8,dZ_mlp2,within_short,0.39018
8,dZ_mlp2,within_long_near,0.73031
8,dZ_mlp2,within_long_far,2.76735
8,dZ_mlp2,cross,-19.50774
10,dZ_attn1,within_short,7.23554
10,dZ_attn1,within_long_near,6.58167
10,dZ_attn1,within_long_far,5.91169
10,dZ_attn1,cross,5.82836
10,dZ_mlp1,within_short,-1.04545
10,dZ_mlp1,within_long_near,-0.74838
10,dZ_mlp1,within_long_far,-0.19104
10,dZ_mlp1,cross,0.08716
10,dZ_attn2,within_short,5.54565
10,dZ_attn2,within_long_near,4.55795
10,dZ_attn2,within_long_far,2.81942
10,dZ_attn2,cross,2.43235
10,dZ_mlp2,within_short,-0.86158
10,dZ_mlp2,within_long_near,0.73514
10,dZ_mlp2,within_long_far,2.56116
10,dZ_mlp2,cross,-17.49227
23,dZ_attn1,within_short,6.49424
23,dZ_attn1,within_long_near,6.51752
23,dZ_attn1,within_long_far,5.79862
23,dZ_attn1,cross,5.88089
23,dZ_mlp1,within_short,-0.74756
23,dZ_mlp1,within_long_near,-0.48899
23,dZ_mlp1,within_long_far,0.17186
23,dZ_mlp1,cross,-0.075
23,dZ_attn2,within_short,4.43327
23,dZ_attn2,within_long_near,4.46224
23,dZ_attn2,within_long_far,3.24005
23,dZ_attn2,cross,2.59352
23,dZ_mlp2,within_short,1.06146
23,dZ_mlp2,within_long_near,0.80272
23,dZ_mlp2,within_long_far,2.56389
23,dZ_mlp2,cross,2.5818
