split_a,stage,quantity,value
4,H0,mu_short,0.67351
4,H0,mu_long_near,0.13523
4,H0,mu_long_far,0.02751
4,H0,mu_cross,0.02722
4,H0,M_far,0.00029
4,Hattn1,mu_short,0.93854
4,Hattn1,mu_long_near,0.52345
4,Hattn1,mu_long_far,0.37673
4,Hattn1,mu_cross,0.38723
4,Hattn1,M_far,-0.0105
4,H1,mu_short,0.91511
4,H1,mu_long_near,0.48485
4,H1,mu_long_far,0.37236
4,H1,mu_cross,0.32878
4,H1,M_far,0.04358
4,Hattn2,mu_short,0.98007
4,Hattn2,mu_long_near,0.9536
4,Hattn2,mu_long_far,0.91361
4,Hattn2,mu_cross,0.72881
4,Hattn2,M_far,0.1848
4,H2,mu_short,0.91769
4,H2,mu_long_near,0.92169
4,H2,mu_long_far,0.90434
4,H2,mu_cross,-0.21429
4,H2,M_far,1.11863
8,H0,mu_short,0.30351
8,H0,mu_long_near,0.13502
8,H0,mu_long_far,0.02734
8,H0,mu_cross,0.02786
8,H0,M_far,-0.00052
8,Hattn1,mu_short,0.75329
8,Hattn1,mu_long_near,0.52103
8,Hattn1,mu_long_far,0.37304
8,Hattn1,mu_cross,0.37594
8,Hattn1,M_far,-0.00291
8,H1,mu_short,0.65063
8,H1,mu_long_near,0.48495
8,H1,mu_long_far,0.37287
8,H1,mu_cross,0.36935
8,H1,M_far,0.00352
8,Hattn2,mu_short,0.93157
8,Hattn2,mu_long_near,0.75504
8,Hattn2,mu_long_far,0.54381
8,Hattn2,mu_cross,0.53356
8,Hattn2,M_far,0.01025
8,H2,mu_short,0.95456
8,H2,mu_long_near,0.79806
8,H2,mu_long_far,0.70683
8,H2,mu_cross,-0.61562
8,H2,M_far,1.32246
10,H0,mu_short,0.24141
10,H0,mu_long_near,0.13512
10,H0,mu_long_far,0.02809
10,H0,mu_cross,0.02719
10,H0,M_far,0.00091
10,Hattn1,mu_short,0.66765
10,Hattn1,mu_long_near,0.52284
10,Hattn1,mu_long_far,0.37635
10,Hattn1,mu_cross,0.37053
10,Hattn1,M_far,0.00582
10,H1,mu_short,0.60606
10,H1,mu_long_near,0.47875
10,H1,mu_long_far,0.36509
10,H1,mu_cross,0.37567
10,H1,M_far,-0.01057
10,Hattn2,mu_short,0.93275
10,Hattn2,mu_long_near,0.74726
10,Hattn2,mu_long_far,0.53118
10,Hattn2,mu_cross,0.51895
10,Hattn2,M_far,0.01223
10,H2,mu_short,0.882
10,H2,mu_long_near,0.79056
10,H2,mu_long_far,0.68206
10,H2,mu_cross,-0.5115
10,H2,M_far,1.19356
23,H0,mu_short,0.11528
23,H0,mu_long_near,0.13517
23,H0,mu_long_far,0.02833
23,H0,mu_cross,0.02759
23,H0,M_far,0.00075
23,Hattn1,mu_short,0.49785
23,Hattn1,mu_long_near,0.51911
23,Hattn1,mu_long_far,0.36993
23,Hattn1,mu_cross,0.37402
23,Hattn1,M_far,-0.0041
23,H1,mu_short,0.45381
23,H1,mu_long_near,0.4903
23,H1,mu_long_far,0.38005
23,H1,mu_cross,0.36961
23,H1,M_far,0.01044
23,Hattn2,mu_short,0.71497
23,Hattn2,mu_long_near,0.75317
23,Hattn2,mu_long_far,0.57092
23,Hattn2,mu_cross,0.52239
23,Hattn2,M_far,0.04853
23,H2,mu_short,0.7775
23,H2,mu_long_near,0.80046
23,H2,mu_long_far,0.72196
23,H2,mu_cross,0.67448
23,H2,M_far,0.04748
