split_a,stage,quantity,value
4,H0,mu_short,0.48944
4,H0,mu_long_near,0.1101
4,H0,mu_long_far,-0.01855
4,H0,mu_cross,-0.02539
4,H0,M_far,0.00685
4,Hattn1,mu_short,0.7836
4,Hattn1,mu_long_near,0.21825
4,Hattn1,mu_long_far,-0.00564
4,Hattn1,mu_cross,-0.01759
4,Hattn1,M_far,0.01196
4,H1,mu_short,0.62803
4,H1,mu_long_near,0.25459
4,H1,mu_long_far,0.02615
4,H1,mu_cross,0.01029
4,H1,M_far,0.01586
4,Hattn2,mu_short,0.76108
4,Hattn2,mu_long_near,0.70266
4,Hattn2,mu_long_far,0.22877
4,Hattn2,mu_cross,0.18745
4,Hattn2,M_far,0.04131
4,H2,mu_short,0.88533
4,H2,mu_long_near,0.80182
4,H2,mu_long_far,0.66472
4,H2,mu_cross,-0.30847
4,H2,M_far,0.97319
7,H0,mu_short,0.26648
7,H0,mu_long_near,0.11188
7,H0,mu_long_far,-0.01874
7,H0,mu_cross,-0.02206
7,H0,M_far,0.00332
7,Hattn1,mu_short,0.4612
7,Hattn1,mu_long_near,0.22131
7,Hattn1,mu_long_far,-0.00614
7,Hattn1,mu_cross,-0.01255
7,Hattn1,M_far,0.00641
7,H1,mu_short,0.50431
7,H1,mu_long_near,0.25509
7,H1,mu_long_far,0.02555
7,H1,mu_cross,0.03328
7,H1,M_far,-0.00773
7,Hattn2,mu_short,0.88069
7,Hattn2,mu_long_near,0.74708
7,Hattn2,mu_long_far,0.37412
7,Hattn2,mu_cross,0.39042
7,Hattn2,M_far,-0.0163
7,H2,mu_short,0.80517
7,H2,mu_long_near,0.78292
7,H2,mu_long_far,0.61489
7,H2,mu_cross,-0.22992
7,H2,M_far,0.84481
8,H0,mu_short,0.23049
8,H0,mu_long_near,0.11213
8,H0,mu_long_far,-0.01919
8,H0,mu_cross,-0.02087
8,H0,M_far,0.00168
8,Hattn1,mu_short,0.40616
8,Hattn1,mu_long_near,0.22104
8,Hattn1,mu_long_far,-0.00716
8,Hattn1,mu_cross,-0.00968
8,Hattn1,M_far,0.00252
8,H1,mu_short,0.42605
8,H1,mu_long_near,0.25528
8,H1,mu_long_far,0.02579
8,H1,mu_cross,0.03381
8,H1,M_far,-0.00802
8,Hattn2,mu_short,0.83655
8,Hattn2,mu_long_near,0.73993
8,Hattn2,mu_long_far,0.36434
8,Hattn2,mu_cross,0.38051
8,Hattn2,M_far,-0.01616
8,H2,mu_short,0.79848
8,H2,mu_long_near,0.82015
8,H2,mu_long_far,0.68444
8,H2,mu_cross,-0.23532
8,H2,M_far,0.91976
10,H0,mu_short,0.18023
10,H0,mu_long_near,0.1134
10,H0,mu_long_far,-0.01951
10,H0,mu_cross,-0.01991
10,H0,M_far,0.00041
10,Hattn1,mu_short,0.32787
10,Hattn1,mu_long_near,0.22106
10,Hattn1,mu_long_far,-0.00842
10,Hattn1,mu_cross,-0.00645
10,Hattn1,M_far,-0.00196
10,H1,mu_short,0.33314
10,H1,mu_long_near,0.25421
10,H1,mu_long_far,0.02512
10,H1,mu_cross,0.03483
10,H1,M_far,-0.00971
10,Hattn2,mu_short,0.76732
10,Hattn2,mu_long_near,0.72239
10,Hattn2,mu_long_far,0.33347
10,Hattn2,mu_cross,0.29847
10,Hattn2,M_far,0.03499
10,H2,mu_short,0.82694
10,H2,mu_long_near,0.8151
10,H2,mu_long_far,0.69719
10,H2,mu_cross,-0.23401
10,H2,M_far,0.9312
14,H0,mu_short,0.12305
14,H0,mu_long_near,0.11665
14,H0,mu_long_far,-0.01985
14,H0,mu_cross,-0.01935
14,H0,M_far,-0.0005
14,Hattn1,mu_short,0.22956
14,Hattn1,mu_long_near,0.22576
14,Hattn1,mu_long_far,-0.0092
14,Hattn1,mu_cross,-0.00423
14,Hattn1,M_far,-0.00497
14,H1,mu_short,0.25026
14,H1,mu_long_near,0.25537
14,H1,mu_long_far,0.02605
14,H1,mu_cross,0.03546
14,H1,M_far,-0.0094
14,Hattn2,mu_short,0.7499
14,Hattn2,mu_long_near,0.70936
14,Hattn2,mu_long_far,0.34053
14,Hattn2,mu_cross,0.18419
14,Hattn2,M_far,0.15634
14,H2,mu_short,0.82827
14,H2,mu_long_near,0.61098
14,H2,mu_long_far,0.42887
14,H2,mu_cross,-0.1488
14,H2,M_far,0.57768
20,H0,mu_short,0.08161
20,H0,mu_long_near,0.12422
20,H0,mu_long_far,-0.02169
20,H0,mu_cross,-0.01886
20,H0,M_far,-0.00283
20,Hattn1,mu_short,0.16178
20,Hattn1,mu_long_near,0.234
20,Hattn1,mu_long_far,-0.00762
20,Hattn1,mu_cross,-0.00286
20,Hattn1,M_far,-0.00477
20,H1,mu_short,0.19229
20,H1,mu_long_near,0.25551
20,H1,mu_long_far,0.03722
20,H1,mu_cross,0.03591
20,H1,M_far,0.00131
20,Hattn2,mu_short,0.67312
20,Hattn2,mu_long_near,0.74268
20,Hattn2,mu_long_far,0.49893
20,Hattn2,mu_cross,0.14671
20,Hattn2,M_far,0.35222
20,H2,mu_short,0.61426
20,H2,mu_long_near,0.64897
20,H2,mu_long_far,0.5294
20,H2,mu_cross,-0.03762
20,H2,M_far,0.56702
