split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.10952
4,H0,reach_long_near,0.24731
4,H0,reach_long_far,0.0
4,H0,reach_short,0.83333
4,H0,cut,1.0
4,H0,pred_positive_rate,0.1175
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.17609
4,Hattn1,reach_long_near,0.39348
4,Hattn1,reach_long_far,0.00329
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.93273
4,Hattn1,pred_positive_rate,0.18328
4,H1,exact,0.0
4,H1,reach_long,0.27552
4,H1,reach_long_near,0.59397
4,H1,reach_long_far,0.02239
4,H1,reach_short,1.0
4,H1,cut,0.87522
4,H1,pred_positive_rate,0.27193
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.78658
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,0.61694
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.46821
4,Hattn2,pred_positive_rate,0.74766
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.82
7,H0,exact,0.0
7,H0,reach_long,0.11932
7,H0,reach_long_near,0.25
7,H0,reach_long_far,0.0
7,H0,reach_short,0.52381
7,H0,cut,1.0
7,H0,pred_positive_rate,0.1175
7,Hattn1,exact,0.0
7,Hattn1,reach_long,0.19221
7,Hattn1,reach_long_near,0.39807
7,Hattn1,reach_long_far,0.00425
7,Hattn1,reach_short,0.96652
7,Hattn1,cut,0.97984
7,Hattn1,pred_positive_rate,0.18305
7,H1,exact,0.0
7,H1,reach_long,0.29628
7,H1,reach_long_near,0.58978
7,H1,reach_long_far,0.02831
7,H1,reach_short,0.99926
7,H1,cut,0.86425
7,H1,pred_positive_rate,0.28598
7,Hattn2,exact,0.0
7,Hattn2,reach_long,0.99994
7,Hattn2,reach_long_near,1.0
7,Hattn2,reach_long_far,0.99989
7,Hattn2,reach_short,1.0
7,Hattn2,cut,0.0
7,Hattn2,pred_positive_rate,0.99996
7,H2,exact,1.0
7,H2,reach_long,1.0
7,H2,reach_long_near,1.0
7,H2,reach_long_far,1.0
7,H2,reach_short,1.0
7,H2,cut,1.0
7,H2,pred_positive_rate,0.71125
8,H0,exact,0.0
8,H0,reach_long,0.12298
8,H0,reach_long_near,0.25103
8,H0,reach_long_far,0.0
8,H0,reach_short,0.46429
8,H0,cut,1.0
8,H0,pred_positive_rate,0.1175
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.19698
8,Hattn1,reach_long_near,0.39731
8,Hattn1,reach_long_far,0.00457
8,Hattn1,reach_short,0.71038
8,Hattn1,cut,0.9823
8,Hattn1,pred_positive_rate,0.17766
8,H1,exact,0.0
8,H1,reach_long,0.30462
8,H1,reach_long_near,0.58944
8,H1,reach_long_far,0.03106
8,H1,reach_short,0.92969
8,H1,cut,0.87793
8,H1,pred_positive_rate,0.28547
8,Hattn2,exact,0.0
8,Hattn2,reach_long,0.99748
8,Hattn2,reach_long_near,1.0
8,Hattn2,reach_long_far,0.99506
8,Hattn2,reach_short,1.0
8,Hattn2,cut,0.0
8,Hattn2,pred_positive_rate,0.99844
8,H2,exact,1.0
8,H2,reach_long,1.0
8,H2,reach_long_near,1.0
8,H2,reach_long_far,1.0
8,H2,reach_short,1.0
8,H2,cut,1.0
8,H2,pred_positive_rate,0.68
10,H0,exact,0.0
10,H0,reach_long,0.13103
10,H0,reach_long_near,0.25333
10,H0,reach_long_far,0.0
10,H0,reach_short,0.37778
10,H0,cut,1.0
10,H0,pred_positive_rate,0.1175
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.2079
10,Hattn1,reach_long_near,0.39687
10,Hattn1,reach_long_far,0.00543
10,Hattn1,reach_short,0.55382
10,Hattn1,cut,0.9837
10,Hattn1,pred_positive_rate,0.17531
10,H1,exact,0.0
10,H1,reach_long,0.32004
10,H1,reach_long_near,0.58403
10,H1,reach_long_far,0.0372
10,H1,reach_short,0.73125
10,H1,cut,0.89479
10,H1,pred_positive_rate,0.27961
10,Hattn2,exact,0.0
10,Hattn2,reach_long,0.98082
10,Hattn2,reach_long_near,1.0
10,Hattn2,reach_long_far,0.96027
10,Hattn2,reach_short,1.0
10,Hattn2,cut,0.07099
10,Hattn2,pred_positive_rate,0.96295
10,H2,exact,1.0
10,H2,reach_long,1.0
10,H2,reach_long_near,1.0
10,H2,reach_long_far,1.0
10,H2,reach_short,1.0
10,H2,cut,1.0
10,H2,pred_positive_rate,0.625
14,H0,exact,0.0
14,H0,reach_long,0.15077
14,H0,reach_long_near,0.25926
14,H0,reach_long_far,0.0
14,H0,reach_short,0.27473
14,H0,cut,1.0
14,H0,pred_positive_rate,0.1175
14,Hattn1,exact,0.0
14,Hattn1,reach_long,0.23995
14,Hattn1,reach_long_near,0.40642
14,Hattn1,reach_long_far,0.00862
14,Hattn1,reach_short,0.41552
14,Hattn1,cut,0.98699
14,Hattn1,pred_positive_rate,0.17566
14,H1,exact,0.0
14,H1,reach_long,0.36226
14,H1,reach_long_near,0.58118
14,H1,reach_long_far,0.05802
14,H1,reach_short,0.56937
14,H1,cut,0.91385
14,H1,pred_positive_rate,0.27613
14,Hattn2,exact,0.0
14,Hattn2,reach_long,0.95889
14,Hattn2,reach_long_near,1.0
14,Hattn2,reach_long_far,0.90177
14,Hattn2,reach_short,1.0
14,Hattn2,cut,0.34946
14,Hattn2,pred_positive_rate,0.8243
14,H2,exact,0.0
14,H2,reach_long,0.91591
14,H2,reach_long_near,1.0
14,H2,reach_long_far,0.79906
14,H2,reach_short,1.0
14,H2,cut,1.0
14,H2,pred_positive_rate,0.51084
20,H0,exact,0.0
20,H0,reach_long,0.19474
20,H0,reach_long_near,0.27407
20,H0,reach_long_far,0.0
20,H0,reach_short,0.19474
20,H0,cut,1.0
20,H0,pred_positive_rate,0.1175
20,Hattn1,exact,0.0
20,Hattn1,reach_long,0.30477
20,Hattn1,reach_long_near,0.42025
20,Hattn1,reach_long_far,0.02131
20,Hattn1,reach_short,0.30452
20,Hattn1,cut,0.98867
20,Hattn1,pred_positive_rate,0.17537
20,H1,exact,0.0
20,H1,reach_long,0.44646
20,H1,reach_long_near,0.56968
20,H1,reach_long_far,0.14403
20,H1,reach_short,0.44688
20,H1,cut,0.9218
20,H1,pred_positive_rate,0.27627
20,Hattn2,exact,0.0
20,Hattn2,reach_long,0.99572
20,Hattn2,reach_long_near,1.0
20,Hattn2,reach_long_far,0.98523
20,Hattn2,reach_short,0.99729
20,Hattn2,cut,0.54297
20,Hattn2,pred_positive_rate,0.72686
20,H2,exact,0.0
20,H2,reach_long,0.9949
20,H2,reach_long_near,1.0
20,H2,reach_long_far,0.98239
20,H2,reach_short,0.9949
20,H2,cut,0.9973
20,H2,pred_positive_rate,0.49893
