split_a,branch,category,value
4,dZ_attn1,within_short,9.62187
4,dZ_attn1,within_long_near,3.53751
4,dZ_attn1,within_long_far,0.42233
4,dZ_attn1,cross,0.25525
4,dZ_mlp1,within_short,-5.08885
4,dZ_mlp1,within_long_near,1.18876
4,dZ_mlp1,within_long_far,1.03955
4,dZ_mlp1,cross,0.91193
4,dZ_attn2,within_short,4.352
4,dZ_attn2,within_long_near,14.65613
4,dZ_attn2,within_long_far,6.6277
4,dZ_attn2,cross,5.79503
4,dZ_mlp2,within_short,4.06451
4,dZ_mlp2,within_long_near,3.24358
4,dZ_mlp2,within_long_far,14.2599
4,dZ_mlp2,cross,-16.22174
7,dZ_attn1,within_short,6.36925
7,dZ_attn1,within_long_near,3.57939
7,dZ_attn1,within_long_far,0.41205
7,dZ_attn1,cross,0.31095
7,dZ_mlp1,within_short,1.4099
7,dZ_mlp1,within_long_near,1.10492
7,dZ_mlp1,within_long_far,1.03661
7,dZ_mlp1,cross,1.49898
7,dZ_attn2,within_short,12.3113
7,dZ_attn2,within_long_near,16.09308
7,dZ_attn2,within_long_far,11.40183
7,dZ_attn2,cross,11.68216
7,dZ_mlp2,within_short,-2.47006
7,dZ_mlp2,within_long_near,1.17219
7,dZ_mlp2,within_long_far,7.87539
7,dZ_mlp2,cross,-20.29131
8,dZ_attn1,within_short,5.74606
8,dZ_attn1,within_long_near,3.56227
8,dZ_attn1,within_long_far,0.39365
8,dZ_attn1,cross,0.36613
8,dZ_mlp1,within_short,0.6507
8,dZ_mlp1,within_long_near,1.12001
8,dZ_mlp1,within_long_far,1.07776
8,dZ_mlp1,cross,1.42248
8,dZ_attn2,within_short,13.42739
8,dZ_attn2,within_long_near,15.85293
8,dZ_attn2,within_long_far,11.07407
8,dZ_attn2,cross,11.34052
8,dZ_mlp2,within_short,-1.24538
8,dZ_mlp2,within_long_near,2.62383
8,dZ_mlp2,within_long_far,10.47027
8,dZ_mlp2,cross,-20.14377
10,dZ_attn1,within_short,4.82925
10,dZ_attn1,within_long_near,3.52173
10,dZ_attn1,within_long_far,0.36279
10,dZ_attn1,cross,0.4403
10,dZ_mlp1,within_short,0.17245
10,dZ_mlp1,within_long_near,1.08427
10,dZ_mlp1,within_long_far,1.09696
10,dZ_mlp1,cross,1.35047
10,dZ_attn2,within_short,14.20183
10,dZ_attn2,within_long_near,15.31428
10,dZ_attn2,within_long_far,10.08601
10,dZ_attn2,cross,8.62364
10,dZ_mlp2,within_short,1.95014
10,dZ_mlp2,within_long_near,3.03223
10,dZ_mlp2,within_long_far,11.89719
10,dZ_mlp2,cross,-17.41763
14,dZ_attn1,within_short,3.48387
14,dZ_attn1,within_long_near,3.56885
14,dZ_attn1,within_long_far,0.34835
14,dZ_attn1,cross,0.49456
14,dZ_mlp1,within_short,0.67692
14,dZ_mlp1,within_long_near,0.96871
14,dZ_mlp1,within_long_far,1.15321
14,dZ_mlp1,cross,1.29816
14,dZ_attn2,within_short,16.34322
14,dZ_attn2,within_long_near,14.84985
14,dZ_attn2,within_long_far,10.28655
14,dZ_attn2,cross,4.86525
14,dZ_mlp2,within_short,2.56347
14,dZ_mlp2,within_long_near,-3.21812
14,dZ_mlp2,within_long_far,2.88972
14,dZ_mlp2,cross,-10.89238
20,dZ_attn1,within_short,2.62258
20,dZ_attn1,within_long_near,3.5909
20,dZ_attn1,within_long_far,0.46026
20,dZ_attn1,cross,0.52345
20,dZ_mlp1,within_short,0.99789
20,dZ_mlp1,within_long_near,0.70352
20,dZ_mlp1,within_long_far,1.46681
20,dZ_mlp1,cross,1.26818
20,dZ_attn2,within_short,15.72789
20,dZ_attn2,within_long_near,15.93531
20,dZ_attn2,within_long_far,15.10251
20,dZ_attn2,cross,3.62423
20,dZ_mlp2,within_short,-1.92528
20,dZ_mlp2,within_long_near,-3.06545
20,dZ_mlp2,within_long_far,0.99671
20,dZ_mlp2,cross,-6.02948
