split_a,branch,category,value
4,dZ_attn1,within_short,13.18676
4,dZ_attn1,within_long_near,5.08884
4,dZ_attn1,within_long_far,0.3862
4,dZ_attn1,cross,0.7545
4,dZ_mlp1,within_short,0.66624
4,dZ_mlp1,within_long_near,5.49313
4,dZ_mlp1,within_long_far,6.35492
4,dZ_mlp1,cross,2.38403
4,dZ_attn2,within_short,5.47034
4,dZ_attn2,within_long_near,16.81973
4,dZ_attn2,within_long_far,9.97927
4,dZ_attn2,cross,12.38164
4,dZ_mlp2,within_short,0.05211
4,dZ_mlp2,within_long_near,5.62771
4,dZ_mlp2,within_long_far,19.67631
4,dZ_mlp2,cross,-35.10672
8,dZ_attn1,within_short,9.86079
8,dZ_attn1,within_long_near,5.1345
8,dZ_attn1,within_long_far,0.38945
8,dZ_attn1,cross,0.54134
8,dZ_mlp1,within_short,-5.98035
8,dZ_mlp1,within_long_near,5.24913
8,dZ_mlp1,within_long_far,6.05909
8,dZ_mlp1,cross,3.2015
8,dZ_attn2,within_short,20.7449
8,dZ_attn2,within_long_near,17.00808
8,dZ_attn2,within_long_far,10.29329
8,dZ_attn2,cross,14.14838
8,dZ_mlp2,within_short,1.05388
8,dZ_mlp2,within_long_near,5.01527
8,dZ_mlp2,within_long_far,18.41557
8,dZ_mlp2,cross,-41.36122
10,dZ_attn1,within_short,7.9556
10,dZ_attn1,within_long_near,5.16102
10,dZ_attn1,within_long_far,0.40937
10,dZ_attn1,cross,0.50315
10,dZ_mlp1,within_short,-4.55107
10,dZ_mlp1,within_long_near,5.08539
10,dZ_mlp1,within_long_far,5.8818
10,dZ_mlp1,cross,4.09799
10,dZ_attn2,within_short,22.76191
10,dZ_attn2,within_long_near,16.84443
10,dZ_attn2,within_long_far,9.49368
10,dZ_attn2,cross,10.24815
10,dZ_mlp2,within_short,2.14292
10,dZ_mlp2,within_long_near,3.19923
10,dZ_mlp2,within_long_far,15.141
10,dZ_mlp2,cross,-32.3364
23,dZ_attn1,within_short,3.70601
23,dZ_attn1,within_long_near,5.43422
23,dZ_attn1,within_long_far,0.56183
23,dZ_attn1,cross,0.47731
23,dZ_mlp1,within_short,3.50765
23,dZ_mlp1,within_long_near,3.35666
23,dZ_mlp1,within_long_far,3.92331
23,dZ_mlp1,cross,5.55933
23,dZ_attn2,within_short,16.42677
23,dZ_attn2,within_long_near,18.60935
23,dZ_attn2,within_long_far,12.62452
23,dZ_attn2,cross,7.5015
23,dZ_mlp2,within_short,3.48228
23,dZ_mlp2,within_long_near,0.25465
23,dZ_mlp2,within_long_far,9.22424
23,dZ_mlp2,cross,14.77758
