split_a,stage,quantity,value
4,H0,mu_short,0.4829
4,H0,mu_long_near,0.12245
4,H0,mu_long_far,-0.00225
4,H0,mu_cross,-0.01462
4,H0,M_far,0.01237
4,Hattn1,mu_short,0.81846
4,Hattn1,mu_long_near,0.25194
4,Hattn1,mu_long_far,0.00758
4,Hattn1,mu_cross,0.00458
4,Hattn1,M_far,0.003
4,H1,mu_short,0.83541
4,H1,mu_long_near,0.39173
4,H1,mu_long_far,0.16929
4,H1,mu_cross,0.06525
4,H1,M_far,0.10404
4,Hattn2,mu_short,0.97462
4,Hattn2,mu_long_near,0.81974
4,Hattn2,mu_long_far,0.42324
4,Hattn2,mu_cross,0.38033
4,Hattn2,M_far,0.04291
4,H2,mu_short,0.97594
4,H2,mu_long_near,0.96295
4,H2,mu_long_far,0.92394
4,H2,mu_cross,-0.51304
4,H2,M_far,1.43698
8,H0,mu_short,0.2346
8,H0,mu_long_near,0.12364
8,H0,mu_long_far,-0.00257
8,H0,mu_cross,-0.0073
8,H0,M_far,0.00473
8,Hattn1,mu_short,0.48553
8,Hattn1,mu_long_near,0.25429
8,Hattn1,mu_long_far,0.00734
8,Hattn1,mu_cross,0.00648
8,Hattn1,M_far,0.00086
8,H1,mu_short,0.33335
8,H1,mu_long_near,0.38787
8,H1,mu_long_far,0.16152
8,H1,mu_cross,0.08795
8,H1,M_far,0.07358
8,Hattn2,mu_short,0.86124
8,Hattn2,mu_long_near,0.82067
8,Hattn2,mu_long_far,0.42346
8,Hattn2,mu_cross,0.44798
8,Hattn2,M_far,-0.02452
8,H2,mu_short,0.88806
8,H2,mu_long_near,0.9483
8,H2,mu_long_far,0.89208
8,H2,mu_cross,-0.60454
8,H2,M_far,1.49662
10,H0,mu_short,0.18759
10,H0,mu_long_near,0.12444
10,H0,mu_long_far,-0.00301
10,H0,mu_cross,-0.00575
10,H0,M_far,0.00274
10,Hattn1,mu_short,0.39003
10,Hattn1,mu_long_near,0.25578
10,Hattn1,mu_long_far,0.00741
10,Hattn1,mu_cross,0.00706
10,Hattn1,M_far,0.00035
10,H1,mu_short,0.27422
10,H1,mu_long_near,0.38519
10,H1,mu_long_far,0.15708
10,H1,mu_cross,0.11134
10,H1,M_far,0.04574
10,Hattn2,mu_short,0.85344
10,Hattn2,mu_long_near,0.81383
10,Hattn2,mu_long_far,0.39867
10,Hattn2,mu_cross,0.37212
10,Hattn2,M_far,0.02654
10,H2,mu_short,0.90798
10,H2,mu_long_near,0.89524
10,H2,mu_long_far,0.78396
10,H2,mu_cross,-0.45074
10,H2,M_far,1.2347
23,H0,mu_short,0.08237
23,H0,mu_long_near,0.13232
23,H0,mu_long_far,-0.00707
23,H0,mu_cross,-0.00299
23,H0,M_far,-0.00408
23,Hattn1,mu_short,0.17668
23,Hattn1,mu_long_near,0.2706
23,Hattn1,mu_long_far,0.00723
23,Hattn1,mu_cross,0.00915
23,Hattn1,M_far,-0.00193
23,H1,mu_short,0.26594
23,H1,mu_long_near,0.35602
23,H1,mu_long_far,0.10706
23,H1,mu_cross,0.15062
23,H1,M_far,-0.04356
23,Hattn2,mu_short,0.68395
23,Hattn2,mu_long_near,0.82958
23,Hattn2,mu_long_far,0.42832
23,Hattn2,mu_cross,0.34151
23,Hattn2,M_far,0.08681
23,H2,mu_short,0.77257
23,H2,mu_long_near,0.83606
23,H2,mu_long_far,0.66305
23,H2,mu_cross,0.71756
23,H2,M_far,-0.05451
