split_a,stage,quantity,value
4,H0,mu_short,0.66
4,H0,mu_long_near,0.09572
4,H0,mu_long_far,-0.01725
4,H0,mu_cross,-0.01732
4,H0,M_far,8e-05
4,Hattn1,mu_short,0.85403
4,Hattn1,mu_long_near,0.56601
4,Hattn1,mu_long_far,0.45327
4,Hattn1,mu_cross,0.4716
4,Hattn1,M_far,-0.01833
4,H1,mu_short,0.8666
4,H1,mu_long_near,0.26016
4,H1,mu_long_far,0.1837
4,H1,mu_cross,0.11005
4,H1,M_far,0.07365
4,Hattn2,mu_short,0.99617
4,Hattn2,mu_long_near,0.9747
4,Hattn2,mu_long_far,0.95977
4,Hattn2,mu_cross,0.86783
4,Hattn2,M_far,0.09193
4,H2,mu_short,0.96872
4,H2,mu_long_near,0.88385
4,H2,mu_long_far,0.82419
4,H2,mu_cross,0.18209
4,H2,M_far,0.6421
8,H0,mu_short,0.27342
8,H0,mu_long_near,0.0957
8,H0,mu_long_far,-0.0172
8,H0,mu_cross,-0.01725
8,H0,M_far,4e-05
8,Hattn1,mu_short,0.74356
8,Hattn1,mu_long_near,0.56596
8,Hattn1,mu_long_far,0.45367
8,Hattn1,mu_cross,0.45371
8,Hattn1,M_far,-3e-05
8,H1,mu_short,0.38139
8,H1,mu_long_near,0.26016
8,H1,mu_long_far,0.18385
8,H1,mu_cross,0.18426
8,H1,M_far,-0.00041
8,Hattn2,mu_short,0.83309
8,Hattn2,mu_long_near,0.67213
8,Hattn2,mu_long_far,0.48121
8,Hattn2,mu_cross,0.44747
8,Hattn2,M_far,0.03373
8,H2,mu_short,0.8459
8,H2,mu_long_near,0.76894
8,H2,mu_long_far,0.61519
8,H2,mu_cross,-0.56403
8,H2,M_far,1.17922
10,H0,mu_short,0.20896
10,H0,mu_long_near,0.09562
10,H0,mu_long_far,-0.01714
10,H0,mu_cross,-0.01726
10,H0,M_far,0.00012
10,Hattn1,mu_short,0.67844
10,Hattn1,mu_long_near,0.56636
10,Hattn1,mu_long_far,0.45359
10,Hattn1,mu_cross,0.45315
10,Hattn1,M_far,0.00044
10,H1,mu_short,0.33654
10,H1,mu_long_near,0.26063
10,H1,mu_long_far,0.18391
10,H1,mu_cross,0.18385
10,H1,M_far,6e-05
10,Hattn2,mu_short,0.84416
10,Hattn2,mu_long_near,0.67213
10,Hattn2,mu_long_far,0.48292
10,Hattn2,mu_cross,0.46014
10,Hattn2,M_far,0.02278
10,H2,mu_short,0.85138
10,H2,mu_long_near,0.76925
10,H2,mu_long_far,0.61754
10,H2,mu_cross,-0.49175
10,H2,M_far,1.10929
23,H0,mu_short,0.07518
23,H0,mu_long_near,0.09547
23,H0,mu_long_far,-0.01826
23,H0,mu_cross,-0.01703
23,H0,M_far,-0.00122
23,Hattn1,mu_short,0.54551
23,Hattn1,mu_long_near,0.56605
23,Hattn1,mu_long_far,0.45353
23,Hattn1,mu_cross,0.45324
23,Hattn1,M_far,0.0003
23,H1,mu_short,0.24655
23,H1,mu_long_near,0.26022
23,H1,mu_long_far,0.18395
23,H1,mu_cross,0.18375
23,H1,M_far,0.0002
23,Hattn2,mu_short,0.64808
23,Hattn2,mu_long_near,0.6724
23,Hattn2,mu_long_far,0.53698
23,Hattn2,mu_cross,0.46655
23,Hattn2,M_far,0.07043
23,H2,mu_short,0.75319
23,H2,mu_long_near,0.77001
23,H2,mu_long_far,0.69508
23,H2,mu_cross,0.59437
23,H2,M_far,0.10071
