split_a,branch,category,value
4,dZ_attn1,within_short,3.57163
4,dZ_attn1,within_long_near,8.65705
4,dZ_attn1,within_long_far,8.66126
4,dZ_attn1,cross,9.00016
4,dZ_mlp1,within_short,0.23149
4,dZ_mlp1,within_long_near,-5.62998
4,dZ_mlp1,within_long_far,-4.96222
4,dZ_mlp1,cross,-6.65551
4,dZ_attn2,within_short,2.38499
4,dZ_attn2,within_long_near,13.15309
4,dZ_attn2,within_long_far,14.28578
4,dZ_attn2,cross,13.94927
4,dZ_mlp2,within_short,-0.50515
4,dZ_mlp2,within_long_near,-1.67239
4,dZ_mlp2,within_long_far,-2.49562
4,dZ_mlp2,cross,-12.62311
8,dZ_attn1,within_short,8.65424
8,dZ_attn1,within_long_near,8.6565
8,dZ_attn1,within_long_far,8.66786
8,dZ_attn1,cross,8.66925
8,dZ_mlp1,within_short,-6.66689
8,dZ_mlp1,within_long_near,-5.62909
8,dZ_mlp1,within_long_far,-4.96698
8,dZ_mlp1,cross,-4.96001
8,dZ_attn2,within_short,8.31488
8,dZ_attn2,within_long_near,7.58343
8,dZ_attn2,within_long_far,5.47378
8,dZ_attn2,cross,4.84526
8,dZ_mlp2,within_short,0.23588
8,dZ_mlp2,within_long_near,1.78202
8,dZ_mlp2,within_long_far,2.46632
8,dZ_mlp2,cross,-18.61965
10,dZ_attn1,within_short,8.64206
10,dZ_attn1,within_long_near,8.66523
10,dZ_attn1,within_long_far,8.66524
10,dZ_attn1,cross,8.65923
10,dZ_mlp1,within_short,-6.29363
10,dZ_mlp1,within_long_near,-5.62781
10,dZ_mlp1,within_long_far,-4.96433
10,dZ_mlp1,cross,-4.95725
10,dZ_attn2,within_short,9.34418
10,dZ_attn2,within_long_near,7.57478
10,dZ_attn2,within_long_far,5.50418
10,dZ_attn2,cross,5.08591
10,dZ_mlp2,within_short,0.13296
10,dZ_mlp2,within_long_near,1.78783
10,dZ_mlp2,within_long_far,2.47815
10,dZ_mlp2,cross,-17.5222
23,dZ_attn1,within_short,8.65773
23,dZ_attn1,within_long_near,8.6623
23,dZ_attn1,within_long_far,8.68472
23,dZ_attn1,cross,8.65672
23,dZ_mlp1,within_short,-5.50324
23,dZ_mlp1,within_long_near,-5.62965
23,dZ_mlp1,within_long_far,-4.96248
23,dZ_mlp1,cross,-4.96074
23,dZ_attn2,within_short,7.39142
23,dZ_attn2,within_long_near,7.58739
23,dZ_attn2,within_long_far,6.49854
23,dZ_attn2,cross,5.20573
23,dZ_mlp2,within_short,1.93482
23,dZ_mlp2,within_long_near,1.79676
23,dZ_mlp2,within_long_far,2.91028
23,dZ_mlp2,cross,2.35292
