split_a,branch,category,value
4,dZ_attn1,within_short,8.38578
4,dZ_attn1,within_long_near,0.36719
4,dZ_attn1,within_long_far,-1.36643
4,dZ_attn1,cross,-1.21228
4,dZ_mlp1,within_short,-0.65966
4,dZ_mlp1,within_long_near,1.44007
4,dZ_mlp1,within_long_far,1.93576
4,dZ_mlp1,cross,3.15862
4,dZ_attn2,within_short,2.36323
4,dZ_attn2,within_long_near,12.13726
4,dZ_attn2,within_long_far,10.94287
4,dZ_attn2,cross,11.26813
4,dZ_mlp2,within_short,0.03688
4,dZ_mlp2,within_long_near,1.56757
4,dZ_mlp2,within_long_far,-4.0611
4,dZ_mlp2,cross,-19.21614
23,dZ_attn1,within_short,-0.06465
23,dZ_attn1,within_long_near,0.62375
23,dZ_attn1,within_long_far,-1.29277
23,dZ_attn1,cross,-1.35224
23,dZ_mlp1,within_short,1.67731
23,dZ_mlp1,within_long_near,1.20696
23,dZ_mlp1,within_long_far,2.46471
23,dZ_mlp1,cross,2.27365
23,dZ_attn2,within_short,11.62298
23,dZ_attn2,within_long_near,12.1175
23,dZ_attn2,within_long_far,10.80868
23,dZ_attn2,cross,10.49448
23,dZ_mlp2,within_short,-2.86082
23,dZ_mlp2,within_long_near,-0.1462
23,dZ_mlp2,within_long_far,-7.70636
23,dZ_mlp2,cross,-10.22262
