split_a,branch,category,value
4,dZ_attn1,within_short,12.97426
4,dZ_attn1,within_long_near,4.90448
4,dZ_attn1,within_long_far,0.27947
4,dZ_attn1,cross,0.51839
4,dZ_mlp1,within_short,0.1211
4,dZ_mlp1,within_long_near,5.53328
4,dZ_mlp1,within_long_far,6.36433
4,dZ_mlp1,cross,2.25495
4,dZ_attn2,within_short,5.50331
4,dZ_attn2,within_long_near,17.18884
4,dZ_attn2,within_long_far,11.53792
4,dZ_attn2,cross,13.15436
4,dZ_mlp2,within_short,-0.12267
4,dZ_mlp2,within_long_near,5.28719
4,dZ_mlp2,within_long_far,18.31188
4,dZ_mlp2,cross,-37.1274
8,dZ_attn1,within_short,9.55327
8,dZ_attn1,within_long_near,4.94024
8,dZ_attn1,within_long_far,0.26738
8,dZ_attn1,cross,0.41408
8,dZ_mlp1,within_short,-6.12585
8,dZ_mlp1,within_long_near,5.28813
8,dZ_mlp1,within_long_far,6.06681
8,dZ_mlp1,cross,3.17217
8,dZ_attn2,within_short,20.72823
8,dZ_attn2,within_long_near,17.31458
8,dZ_attn2,within_long_far,11.57861
8,dZ_attn2,cross,14.95087
8,dZ_mlp2,within_short,0.92559
8,dZ_mlp2,within_long_near,4.69723
8,dZ_mlp2,within_long_far,17.26562
8,dZ_mlp2,cross,-42.68332
10,dZ_attn1,within_short,7.67414
10,dZ_attn1,within_long_near,4.9479
10,dZ_attn1,within_long_far,0.28002
10,dZ_attn1,cross,0.37594
10,dZ_mlp1,within_short,-4.61752
10,dZ_mlp1,within_long_near,5.13248
10,dZ_mlp1,within_long_far,5.86719
10,dZ_mlp1,cross,4.08155
10,dZ_attn2,within_short,22.53861
10,dZ_attn2,within_long_near,17.15819
10,dZ_attn2,within_long_far,10.84721
10,dZ_attn2,cross,11.35063
10,dZ_mlp2,within_short,1.88727
10,dZ_mlp2,within_long_near,2.80352
10,dZ_mlp2,within_long_far,13.75743
10,dZ_mlp2,cross,-34.06295
23,dZ_attn1,within_short,3.49884
23,dZ_attn1,within_long_near,5.23425
23,dZ_attn1,within_long_far,0.43508
23,dZ_attn1,cross,0.36724
23,dZ_mlp1,within_short,3.55566
23,dZ_mlp1,within_long_near,3.34291
23,dZ_mlp1,within_long_far,3.89776
23,dZ_mlp1,cross,5.56148
23,dZ_attn2,within_short,16.85448
23,dZ_attn2,within_long_near,18.76925
23,dZ_attn2,within_long_far,13.44544
23,dZ_attn2,cross,8.84301
23,dZ_mlp2,within_short,2.99531
23,dZ_mlp2,within_long_near,0.02157
23,dZ_mlp2,within_long_far,8.15033
23,dZ_mlp2,cross,13.12424
