split_a,stage,quantity,value
4,H0,mu_short,0.49724
4,H0,mu_long_near,0.12931
4,H0,mu_long_far,0.00611
4,H0,mu_cross,-0.00208
4,H0,M_far,0.00819
4,Hattn1,mu_short,0.82775
4,Hattn1,mu_long_near,0.25425
4,Hattn1,mu_long_far,0.01323
4,Hattn1,mu_cross,0.01112
4,Hattn1,M_far,0.0021
4,H1,mu_short,0.83084
4,H1,mu_long_near,0.3952
4,H1,mu_long_far,0.17535
4,H1,mu_cross,0.06857
4,H1,M_far,0.10679
4,Hattn2,mu_short,0.97103
4,Hattn2,mu_long_near,0.83308
4,Hattn2,mu_long_far,0.46927
4,Hattn2,mu_cross,0.40367
4,Hattn2,M_far,0.06561
4,H2,mu_short,0.96791
4,H2,mu_long_near,0.96776
4,H2,mu_long_far,0.93576
4,H2,mu_cross,-0.54213
4,H2,M_far,1.47789
8,H0,mu_short,0.24625
8,H0,mu_long_near,0.13041
8,H0,mu_long_far,0.00581
8,H0,mu_cross,0.00299
8,H0,M_far,0.00282
8,Hattn1,mu_short,0.48961
8,Hattn1,mu_long_near,0.25625
8,Hattn1,mu_long_far,0.01262
8,Hattn1,mu_cross,0.01354
8,Hattn1,M_far,-0.00092
8,H1,mu_short,0.33356
8,H1,mu_long_near,0.39097
8,H1,mu_long_far,0.16717
8,H1,mu_cross,0.09435
8,H1,M_far,0.07282
8,Hattn2,mu_short,0.8616
8,Hattn2,mu_long_near,0.83204
8,Hattn2,mu_long_far,0.46212
8,Hattn2,mu_cross,0.47521
8,Hattn2,M_far,-0.01309
8,H2,mu_short,0.88518
8,H2,mu_long_near,0.9517
8,H2,mu_long_far,0.90195
8,H2,mu_cross,-0.61212
8,H2,M_far,1.51407
10,H0,mu_short,0.19864
10,H0,mu_long_near,0.13136
10,H0,mu_long_far,0.00546
10,H0,mu_cross,0.00401
10,H0,M_far,0.00145
10,Hattn1,mu_short,0.39414
10,Hattn1,mu_long_near,0.2574
10,Hattn1,mu_long_far,0.01259
10,Hattn1,mu_cross,0.01358
10,Hattn1,M_far,-0.00099
10,H1,mu_short,0.27651
10,H1,mu_long_near,0.38815
10,H1,mu_long_far,0.16206
10,H1,mu_cross,0.11756
10,H1,M_far,0.0445
10,Hattn2,mu_short,0.85066
10,Hattn2,mu_long_near,0.82524
10,Hattn2,mu_long_far,0.43838
10,Hattn2,mu_cross,0.40671
10,Hattn2,M_far,0.03167
10,H2,mu_short,0.89874
10,H2,mu_long_near,0.89666
10,H2,mu_long_far,0.78884
10,H2,mu_cross,-0.46102
10,H2,M_far,1.24986
23,H0,mu_short,0.09075
23,H0,mu_long_near,0.14042
23,H0,mu_long_far,0.0031
23,H0,mu_cross,0.00564
23,H0,M_far,-0.00254
23,Hattn1,mu_short,0.17988
23,Hattn1,mu_long_near,0.27376
23,Hattn1,mu_long_far,0.01419
23,Hattn1,mu_cross,0.015
23,Hattn1,M_far,-0.00081
23,H1,mu_short,0.27046
23,H1,mu_long_near,0.35892
23,H1,mu_long_far,0.11348
23,H1,mu_cross,0.15667
23,H1,M_far,-0.04319
23,Hattn2,mu_short,0.69981
23,Hattn2,mu_long_near,0.83705
23,Hattn2,mu_long_far,0.45599
23,Hattn2,mu_cross,0.38194
23,Hattn2,M_far,0.07405
23,H2,mu_short,0.77612
23,H2,mu_long_near,0.8376
23,H2,mu_long_far,0.66361
23,H2,mu_cross,0.71627
23,H2,M_far,-0.05266
