split_a,stage,quantity,value
4,H0,mu_short,0.67121
4,H0,mu_long_near,0.12267
4,H0,mu_long_far,0.01269
4,H0,mu_cross,0.01274
4,H0,M_far,-5e-05
4,Hattn1,mu_short,0.94102
4,Hattn1,mu_long_near,0.53305
4,Hattn1,mu_long_far,0.37986
4,Hattn1,mu_cross,0.39793
4,Hattn1,M_far,-0.01807
4,H1,mu_short,0.93908
4,H1,mu_long_near,0.27441
4,H1,mu_long_far,0.15003
4,H1,mu_cross,0.14526
4,H1,M_far,0.00477
4,Hattn2,mu_short,0.99884
4,Hattn2,mu_long_near,0.96624
4,Hattn2,mu_long_far,0.9548
4,Hattn2,mu_cross,0.72895
4,Hattn2,M_far,0.22585
4,H2,mu_short,0.99627
4,H2,mu_long_near,0.91858
4,H2,mu_long_far,0.90198
4,H2,mu_cross,-0.36651
4,H2,M_far,1.26849
8,H0,mu_short,0.29459
8,H0,mu_long_near,0.12235
8,H0,mu_long_far,0.01268
8,H0,mu_cross,0.01336
8,H0,M_far,-0.00067
8,Hattn1,mu_short,0.7733
8,Hattn1,mu_long_near,0.53266
8,Hattn1,mu_long_far,0.37957
8,Hattn1,mu_cross,0.37937
8,Hattn1,M_far,0.0002
8,H1,mu_short,0.47104
8,H1,mu_long_near,0.27446
8,H1,mu_long_far,0.14999
8,H1,mu_cross,0.14984
8,H1,M_far,0.00015
8,Hattn2,mu_short,0.78404
8,Hattn2,mu_long_near,0.67652
8,Hattn2,mu_long_far,0.56819
8,Hattn2,mu_cross,0.5426
8,Hattn2,M_far,0.02558
8,H2,mu_short,0.88358
8,H2,mu_long_near,0.77826
8,H2,mu_long_far,0.63281
8,H2,mu_cross,-0.6315
8,H2,M_far,1.26431
10,H0,mu_short,0.23241
10,H0,mu_long_near,0.1223
10,H0,mu_long_far,0.01292
10,H0,mu_cross,0.01299
10,H0,M_far,-7e-05
10,Hattn1,mu_short,0.6863
10,Hattn1,mu_long_near,0.53264
10,Hattn1,mu_long_far,0.37922
10,Hattn1,mu_cross,0.38053
10,Hattn1,M_far,-0.00131
10,H1,mu_short,0.3994
10,H1,mu_long_near,0.27473
10,H1,mu_long_far,0.14979
10,H1,mu_cross,0.15018
10,H1,M_far,-0.00038
10,Hattn2,mu_short,0.78444
10,Hattn2,mu_long_near,0.67605
10,Hattn2,mu_long_far,0.5692
10,Hattn2,mu_cross,0.55272
10,Hattn2,M_far,0.01648
10,H2,mu_short,0.88703
10,H2,mu_long_near,0.77885
10,H2,mu_long_far,0.63567
10,H2,mu_cross,-0.57414
10,H2,M_far,1.20981
23,H0,mu_short,0.10233
23,H0,mu_long_near,0.12277
23,H0,mu_long_far,0.01458
23,H0,mu_cross,0.01275
23,H0,M_far,0.00183
23,Hattn1,mu_short,0.50414
23,Hattn1,mu_long_near,0.53335
23,Hattn1,mu_long_far,0.38107
23,Hattn1,mu_cross,0.3796
23,Hattn1,M_far,0.00147
23,H1,mu_short,0.25238
23,H1,mu_long_near,0.27428
23,H1,mu_long_far,0.15019
23,H1,mu_cross,0.14977
23,H1,M_far,0.00042
23,Hattn2,mu_short,0.66361
23,Hattn2,mu_long_near,0.67675
23,Hattn2,mu_long_far,0.60612
23,Hattn2,mu_cross,0.55739
23,Hattn2,M_far,0.04873
23,H2,mu_short,0.76508
23,H2,mu_long_near,0.77922
23,H2,mu_long_far,0.70935
23,H2,mu_cross,0.61284
23,H2,M_far,0.09651
