split_a,branch,category,value
4,dZ_attn1,within_short,5.75973
4,dZ_attn1,within_long_near,7.50764
4,dZ_attn1,within_long_far,6.35198
4,dZ_attn1,cross,6.73445
4,dZ_mlp1,within_short,-0.27733
4,dZ_mlp1,within_long_near,-3.9184
4,dZ_mlp1,within_long_far,-3.39067
4,dZ_mlp1,cross,-5.25238
4,dZ_attn2,within_short,0.95335
4,dZ_attn2,within_long_near,13.28529
4,dZ_attn2,within_long_far,15.8626
4,dZ_attn2,cross,13.63774
4,dZ_mlp2,within_short,-0.05394
4,dZ_mlp2,within_long_near,-0.77452
4,dZ_mlp2,within_long_far,-0.81057
4,dZ_mlp2,cross,-27.80126
8,dZ_attn1,within_short,9.30269
8,dZ_attn1,within_long_near,7.50244
8,dZ_attn1,within_long_far,6.35497
8,dZ_attn1,cross,6.34876
8,dZ_mlp1,within_short,-4.75327
8,dZ_mlp1,within_long_near,-3.9178
8,dZ_mlp1,within_long_far,-3.38274
8,dZ_mlp1,cross,-3.38512
8,dZ_attn2,within_short,5.02193
8,dZ_attn2,within_long_near,6.80477
8,dZ_attn2,within_long_far,6.30753
8,dZ_attn2,cross,5.90078
8,dZ_mlp2,within_short,0.40992
8,dZ_mlp2,within_long_near,0.57935
8,dZ_mlp2,within_long_far,1.53033
8,dZ_mlp2,cross,-20.5405
10,dZ_attn1,within_short,8.64759
10,dZ_attn1,within_long_near,7.49885
10,dZ_attn1,within_long_far,6.34993
10,dZ_attn1,cross,6.35468
10,dZ_mlp1,within_short,-4.47173
10,dZ_mlp1,within_long_near,-3.90827
10,dZ_mlp1,within_long_far,-3.3826
10,dZ_mlp1,cross,-3.39118
10,dZ_attn2,within_short,7.0047
10,dZ_attn2,within_long_near,6.80703
10,dZ_attn2,within_long_far,6.34039
10,dZ_attn2,cross,6.04016
10,dZ_mlp2,within_short,-0.1092
10,dZ_mlp2,within_long_near,0.60693
10,dZ_mlp2,within_long_far,1.59082
10,dZ_mlp2,cross,-19.22469
23,dZ_attn1,within_short,7.29056
23,dZ_attn1,within_long_near,7.50324
23,dZ_attn1,within_long_far,6.36611
23,dZ_attn1,cross,6.35218
23,dZ_mlp1,within_short,-3.81058
23,dZ_mlp1,within_long_near,-3.92536
23,dZ_mlp1,within_long_far,-3.39404
23,dZ_mlp1,cross,-3.38468
23,dZ_attn2,within_short,6.87878
23,dZ_attn2,within_long_near,6.82786
23,dZ_attn2,within_long_far,7.26792
23,dZ_attn2,cross,6.04363
23,dZ_mlp2,within_short,0.8524
23,dZ_mlp2,within_long_near,0.57067
23,dZ_mlp2,within_long_far,1.95338
23,dZ_mlp2,cross,1.45085
