split_a,stage,quantity,value
4,H0,mu_short,0.66482
4,H0,mu_long_near,0.10558
4,H0,mu_long_far,-0.00555
4,H0,mu_cross,-0.00615
4,H0,M_far,0.0006
4,Hattn1,mu_short,0.96283
4,Hattn1,mu_long_near,0.49403
4,Hattn1,mu_long_far,0.3231
4,Hattn1,mu_cross,0.34229
4,Hattn1,M_far,-0.01919
4,H1,mu_short,0.94848
4,H1,mu_long_near,0.29129
4,H1,mu_long_far,0.14767
4,H1,mu_cross,0.07054
4,H1,M_far,0.07713
4,Hattn2,mu_short,0.99781
4,Hattn2,mu_long_near,0.97866
4,Hattn2,mu_long_far,0.96839
4,Hattn2,mu_cross,0.77615
4,Hattn2,M_far,0.19225
4,H2,mu_short,0.99501
4,H2,mu_long_near,0.93859
4,H2,mu_long_far,0.92646
4,H2,mu_cross,-0.66228
4,H2,M_far,1.58873
8,H0,mu_short,0.28189
8,H0,mu_long_near,0.10594
8,H0,mu_long_far,-0.006
8,H0,mu_cross,-0.0058
8,H0,M_far,-0.0002
8,Hattn1,mu_short,0.76321
8,Hattn1,mu_long_near,0.49412
8,Hattn1,mu_long_far,0.3228
8,Hattn1,mu_cross,0.32268
8,Hattn1,M_far,0.00012
8,H1,mu_short,0.51728
8,H1,mu_long_near,0.29141
8,H1,mu_long_far,0.14778
8,H1,mu_cross,0.14754
8,H1,M_far,0.00024
8,Hattn2,mu_short,0.77711
8,Hattn2,mu_long_near,0.64349
8,Hattn2,mu_long_far,0.47413
8,Hattn2,mu_cross,0.45284
8,Hattn2,M_far,0.02129
8,H2,mu_short,0.79832
8,H2,mu_long_near,0.67346
8,H2,mu_long_far,0.55331
8,H2,mu_cross,-0.60991
8,H2,M_far,1.16322
10,H0,mu_short,0.21849
10,H0,mu_long_near,0.1057
10,H0,mu_long_far,-0.00602
10,H0,mu_cross,-0.00573
10,H0,M_far,-0.00029
10,Hattn1,mu_short,0.66592
10,Hattn1,mu_long_near,0.49369
10,Hattn1,mu_long_far,0.32253
10,Hattn1,mu_cross,0.32306
10,Hattn1,M_far,-0.00053
10,H1,mu_short,0.43455
10,H1,mu_long_near,0.29147
10,H1,mu_long_far,0.14751
10,H1,mu_cross,0.1476
10,H1,M_far,-9e-05
10,Hattn2,mu_short,0.79697
10,Hattn2,mu_long_near,0.64367
10,Hattn2,mu_long_far,0.47556
10,Hattn2,mu_cross,0.46012
10,Hattn2,M_far,0.01544
10,H2,mu_short,0.79132
10,H2,mu_long_near,0.67507
10,H2,mu_long_far,0.55787
10,H2,mu_cross,-0.53456
10,H2,M_far,1.09243
23,H0,mu_short,0.08532
23,H0,mu_long_near,0.10591
23,H0,mu_long_far,-0.00615
23,H0,mu_cross,-0.00581
23,H0,M_far,-0.00034
23,Hattn1,mu_short,0.46253
23,Hattn1,mu_long_near,0.49413
23,Hattn1,mu_long_far,0.32323
23,Hattn1,mu_cross,0.32285
23,Hattn1,M_far,0.00038
23,H1,mu_short,0.26537
23,H1,mu_long_near,0.29103
23,H1,mu_long_far,0.14763
23,H1,mu_cross,0.14773
23,H1,M_far,-0.0001
23,Hattn2,mu_short,0.62128
23,Hattn2,mu_long_near,0.6443
23,Hattn2,mu_long_far,0.52367
23,Hattn2,mu_cross,0.46042
23,Hattn2,M_far,0.06324
23,H2,mu_short,0.66538
23,H2,mu_long_near,0.67383
23,H2,mu_long_far,0.62473
23,H2,mu_cross,0.53549
23,H2,M_far,0.08924
