split_a,stage,quantity,value
4,H0,mu_short,0.48906
4,H0,mu_long_near,0.12383
4,H0,mu_long_far,-0.00022
4,H0,mu_cross,-0.00899
4,H0,M_far,0.00878
4,Hattn1,mu_short,0.83245
4,Hattn1,mu_long_near,0.24971
4,Hattn1,mu_long_far,0.0044
4,Hattn1,mu_cross,0.00341
4,Hattn1,M_far,0.00099
4,H1,mu_short,0.83097
4,H1,mu_long_near,0.37721
4,H1,mu_long_far,0.1538
4,H1,mu_cross,0.06422
4,H1,M_far,0.08958
4,Hattn2,mu_short,0.97387
4,Hattn2,mu_long_near,0.82338
4,Hattn2,mu_long_far,0.4365
4,Hattn2,mu_cross,0.40619
4,Hattn2,M_far,0.03031
4,H2,mu_short,0.96599
4,H2,mu_long_near,0.96522
4,H2,mu_long_far,0.92822
4,H2,mu_cross,-0.55071
4,H2,M_far,1.47893
8,H0,mu_short,0.24114
8,H0,mu_long_near,0.12495
8,H0,mu_long_far,-0.00067
8,H0,mu_cross,-0.00332
8,H0,M_far,0.00265
8,Hattn1,mu_short,0.49024
8,Hattn1,mu_long_near,0.25208
8,Hattn1,mu_long_far,0.00382
8,Hattn1,mu_cross,0.00479
8,Hattn1,M_far,-0.00097
8,H1,mu_short,0.33438
8,H1,mu_long_near,0.3745
8,H1,mu_long_far,0.14691
8,H1,mu_cross,0.08047
8,H1,M_far,0.06644
8,Hattn2,mu_short,0.86664
8,Hattn2,mu_long_near,0.82308
8,Hattn2,mu_long_far,0.43191
8,Hattn2,mu_cross,0.46545
8,Hattn2,M_far,-0.03354
8,H2,mu_short,0.88637
8,H2,mu_long_near,0.94862
8,H2,mu_long_far,0.89332
8,H2,mu_cross,-0.61334
8,H2,M_far,1.50666
10,H0,mu_short,0.19275
10,H0,mu_long_near,0.12571
10,H0,mu_long_far,-0.0008
10,H0,mu_cross,-0.00244
10,H0,M_far,0.00164
10,Hattn1,mu_short,0.39109
10,Hattn1,mu_long_near,0.25387
10,Hattn1,mu_long_far,0.00453
10,Hattn1,mu_cross,0.00441
10,Hattn1,M_far,0.00013
10,H1,mu_short,0.27598
10,H1,mu_long_near,0.37211
10,H1,mu_long_far,0.14247
10,H1,mu_cross,0.10169
10,H1,M_far,0.04077
10,Hattn2,mu_short,0.85521
10,Hattn2,mu_long_near,0.81679
10,Hattn2,mu_long_far,0.40862
10,Hattn2,mu_cross,0.39014
10,Hattn2,M_far,0.01848
10,H2,mu_short,0.9037
10,H2,mu_long_near,0.89512
10,H2,mu_long_far,0.78363
10,H2,mu_cross,-0.46267
10,H2,M_far,1.2463
23,H0,mu_short,0.08487
23,H0,mu_long_near,0.13439
23,H0,mu_long_far,-0.0035
23,H0,mu_cross,-0.00068
23,H0,M_far,-0.00282
23,Hattn1,mu_short,0.17418
23,Hattn1,mu_long_near,0.26921
23,Hattn1,mu_long_far,0.00555
23,Hattn1,mu_cross,0.0064
23,Hattn1,M_far,-0.00086
23,H1,mu_short,0.25578
23,H1,mu_long_near,0.34588
23,H1,mu_long_far,0.09842
23,H1,mu_cross,0.13682
23,H1,M_far,-0.03839
23,Hattn2,mu_short,0.69018
23,Hattn2,mu_long_near,0.83195
23,Hattn2,mu_long_far,0.43705
23,Hattn2,mu_cross,0.35074
23,Hattn2,M_far,0.08631
23,H2,mu_short,0.76591
23,H2,mu_long_near,0.83354
23,H2,mu_long_far,0.65447
23,H2,mu_cross,0.71005
23,H2,M_far,-0.05559
