split_a,branch,category,value
4,dZ_attn1,within_short,13.55506
4,dZ_attn1,within_long_near,4.96925
4,dZ_attn1,within_long_far,0.18231
4,dZ_attn1,cross,0.48953
4,dZ_mlp1,within_short,-0.05861
4,dZ_mlp1,within_long_near,5.03276
4,dZ_mlp1,within_long_far,5.89747
4,dZ_mlp1,cross,2.40056
4,dZ_attn2,within_short,5.64103
4,dZ_attn2,within_long_near,17.61256
4,dZ_attn2,within_long_far,11.15948
4,dZ_attn2,cross,13.49893
4,dZ_mlp2,within_short,-0.31126
4,dZ_mlp2,within_long_near,5.59886
4,dZ_mlp2,within_long_far,19.41005
4,dZ_mlp2,cross,-37.773
8,dZ_attn1,within_short,9.8328
8,dZ_attn1,within_long_near,5.01803
8,dZ_attn1,within_long_far,0.1771
8,dZ_attn1,cross,0.31994
8,dZ_mlp1,within_short,-6.15228
8,dZ_mlp1,within_long_near,4.83281
8,dZ_mlp1,within_long_far,5.64825
8,dZ_mlp1,cross,2.98743
8,dZ_attn2,within_short,21.01048
8,dZ_attn2,within_long_near,17.70722
8,dZ_attn2,within_long_far,11.25033
8,dZ_attn2,cross,15.19715
8,dZ_mlp2,within_short,0.77903
8,dZ_mlp2,within_long_near,4.95542
8,dZ_mlp2,within_long_far,18.21365
8,dZ_mlp2,cross,-42.58479
10,dZ_attn1,within_short,7.82939
10,dZ_attn1,within_long_near,5.05908
10,dZ_attn1,within_long_far,0.21068
10,dZ_attn1,cross,0.27042
10,dZ_mlp1,within_short,-4.54404
10,dZ_mlp1,within_long_near,4.66727
10,dZ_mlp1,within_long_far,5.4448
10,dZ_mlp1,cross,3.84018
10,dZ_attn2,within_short,22.86453
10,dZ_attn2,within_long_near,17.55345
10,dZ_attn2,within_long_far,10.50629
10,dZ_attn2,cross,11.3863
10,dZ_mlp2,within_short,1.91417
10,dZ_mlp2,within_long_near,3.0921
10,dZ_mlp2,within_long_far,14.80322
10,dZ_mlp2,cross,-33.66414
23,dZ_attn1,within_short,3.52521
23,dZ_attn1,within_long_near,5.32185
23,dZ_attn1,within_long_far,0.35701
23,dZ_attn1,cross,0.27961
23,dZ_mlp1,within_short,3.22118
23,dZ_mlp1,within_long_near,3.02664
23,dZ_mlp1,within_long_far,3.66632
23,dZ_mlp1,cross,5.14792
23,dZ_attn2,within_short,17.14755
23,dZ_attn2,within_long_near,19.18727
23,dZ_attn2,within_long_far,13.36713
23,dZ_attn2,cross,8.44462
23,dZ_mlp2,within_short,2.98941
23,dZ_mlp2,within_long_near,0.06288
23,dZ_mlp2,within_long_far,8.58225
23,dZ_mlp2,cross,14.18347
