split_a,branch,category,value
4,dZ_attn1,within_short,11.45152
4,dZ_attn1,within_long_near,4.56922
4,dZ_attn1,within_long_far,0.72396
4,dZ_attn1,cross,0.76358
4,dZ_mlp1,within_short,0.09519
4,dZ_mlp1,within_long_near,4.07189
4,dZ_mlp1,within_long_far,2.05106
4,dZ_mlp1,cross,2.27777
4,dZ_attn2,within_short,0.4107
4,dZ_attn2,within_long_near,15.59633
4,dZ_attn2,within_long_far,16.72553
4,dZ_attn2,cross,19.59836
4,dZ_mlp2,within_short,0.10076
4,dZ_mlp2,within_long_near,-5.51279
4,dZ_mlp2,within_long_far,-7.81827
4,dZ_mlp2,cross,-35.86937
23,dZ_attn1,within_short,3.86244
23,dZ_attn1,within_long_near,4.57602
23,dZ_attn1,within_long_far,0.73112
23,dZ_attn1,cross,0.72177
23,dZ_mlp1,within_short,3.67365
23,dZ_mlp1,within_long_near,4.09158
23,dZ_mlp1,within_long_far,2.06511
23,dZ_mlp1,cross,2.04963
23,dZ_attn2,within_short,15.54397
23,dZ_attn2,within_long_near,15.06523
23,dZ_attn2,within_long_far,21.04041
23,dZ_attn2,cross,12.24483
23,dZ_mlp2,within_short,-3.364
23,dZ_mlp2,within_long_near,-4.42115
23,dZ_mlp2,within_long_far,-2.24522
23,dZ_mlp2,cross,-19.34091
