split_a,stage,quantity,value
4,H0,mu_short,0.66101
4,H0,mu_long_near,0.10323
4,H0,mu_long_far,-0.00788
4,H0,mu_cross,-0.00791
4,H0,M_far,3e-05
4,Hattn1,mu_short,0.98271
4,Hattn1,mu_long_near,0.23159
4,Hattn1,mu_long_far,0.01246
4,Hattn1,mu_cross,0.01354
4,Hattn1,M_far,-0.00108
4,H1,mu_short,0.98539
4,H1,mu_long_near,0.34598
4,H1,mu_long_far,0.07008
4,H1,mu_cross,0.07753
4,H1,M_far,-0.00745
4,Hattn2,mu_short,0.99692
4,Hattn2,mu_long_near,0.78412
4,Hattn2,mu_long_far,0.53994
4,Hattn2,mu_cross,0.62809
4,Hattn2,M_far,-0.08815
4,H2,mu_short,0.99975
4,H2,mu_long_near,0.62925
4,H2,mu_long_far,0.3203
4,H2,mu_cross,-0.37956
4,H2,M_far,0.69987
23,H0,mu_short,0.08306
23,H0,mu_long_near,0.10317
23,H0,mu_long_far,-0.00776
23,H0,mu_cross,-0.00793
23,H0,M_far,0.00016
23,Hattn1,mu_short,0.19157
23,Hattn1,mu_long_near,0.23172
23,Hattn1,mu_long_far,0.01277
23,Hattn1,mu_cross,0.01235
23,Hattn1,M_far,0.00043
23,H1,mu_short,0.29477
23,H1,mu_long_near,0.34666
23,H1,mu_long_far,0.07079
23,H1,mu_cross,0.06993
23,H1,M_far,0.00086
23,Hattn2,mu_short,0.73144
23,Hattn2,mu_long_near,0.76988
23,Hattn2,mu_long_far,0.66186
23,Hattn2,mu_cross,0.41391
23,Hattn2,M_far,0.24795
23,H2,mu_short,0.63693
23,H2,mu_long_near,0.64568
23,H2,mu_long_far,0.59879
23,H2,mu_cross,-0.12942
23,H2,M_far,0.72821
