split_a,stage,quantity,value
4,H0,mu_short,0.44214
4,H0,mu_long_near,0.10332
4,H0,mu_long_far,-0.02977
4,H0,mu_cross,-0.05517
4,H0,M_far,0.0254
4,Hattn1,mu_short,0.7785
4,Hattn1,mu_long_near,0.25803
4,Hattn1,mu_long_far,0.00938
4,Hattn1,mu_cross,-0.03214
4,Hattn1,M_far,0.04152
4,H1,mu_short,0.4025
4,H1,mu_long_near,0.29076
4,H1,mu_long_far,0.08098
4,H1,mu_cross,-0.01081
4,H1,M_far,0.09179
4,Hattn2,mu_short,0.6747
4,Hattn2,mu_long_near,0.71351
4,Hattn2,mu_long_far,0.26153
4,Hattn2,mu_cross,0.23637
4,Hattn2,M_far,0.02516
4,H2,mu_short,0.90043
4,H2,mu_long_near,0.71057
4,H2,mu_long_far,0.5092
4,H2,mu_cross,-0.25862
4,H2,M_far,0.76783
7,H0,mu_short,0.23436
7,H0,mu_long_near,0.10407
7,H0,mu_long_far,-0.03105
7,H0,mu_cross,-0.04111
7,H0,M_far,0.01006
7,Hattn1,mu_short,0.49448
7,Hattn1,mu_long_near,0.25986
7,Hattn1,mu_long_far,0.00718
7,Hattn1,mu_cross,-0.00998
7,Hattn1,M_far,0.01716
7,H1,mu_short,0.36219
7,H1,mu_long_near,0.28949
7,H1,mu_long_far,0.0764
7,H1,mu_cross,0.03946
7,H1,M_far,0.03694
7,Hattn2,mu_short,0.81355
7,Hattn2,mu_long_near,0.7103
7,Hattn2,mu_long_far,0.26833
7,Hattn2,mu_cross,0.21669
7,Hattn2,M_far,0.05164
7,H2,mu_short,0.86803
7,H2,mu_long_near,0.74516
7,H2,mu_long_far,0.56313
7,H2,mu_cross,-0.35073
7,H2,M_far,0.91387
8,H0,mu_short,0.20159
8,H0,mu_long_near,0.10481
8,H0,mu_long_far,-0.03102
8,H0,mu_cross,-0.03933
8,H0,M_far,0.00831
8,Hattn1,mu_short,0.43461
8,Hattn1,mu_long_near,0.26121
8,Hattn1,mu_long_far,0.00717
8,Hattn1,mu_cross,-0.00704
8,Hattn1,M_far,0.01421
8,H1,mu_short,0.32337
8,H1,mu_long_near,0.28949
8,H1,mu_long_far,0.07534
8,H1,mu_cross,0.04716
8,H1,M_far,0.02818
8,Hattn2,mu_short,0.79286
8,Hattn2,mu_long_near,0.69597
8,Hattn2,mu_long_far,0.23733
8,Hattn2,mu_cross,0.16319
8,Hattn2,M_far,0.07415
8,H2,mu_short,0.8589
8,H2,mu_long_near,0.61021
8,H2,mu_long_far,0.34924
8,H2,mu_cross,-0.30788
8,H2,M_far,0.65712
10,H0,mu_short,0.15638
10,H0,mu_long_near,0.10509
10,H0,mu_long_far,-0.03271
10,H0,mu_cross,-0.03557
10,H0,M_far,0.00286
10,Hattn1,mu_short,0.35496
10,Hattn1,mu_long_near,0.26159
10,Hattn1,mu_long_far,0.0037
10,Hattn1,mu_cross,-5e-05
10,Hattn1,M_far,0.00375
10,H1,mu_short,0.28614
10,H1,mu_long_near,0.28855
10,H1,mu_long_far,0.0716
10,H1,mu_cross,0.05832
10,H1,M_far,0.01328
10,Hattn2,mu_short,0.75833
10,Hattn2,mu_long_near,0.69762
10,Hattn2,mu_long_far,0.2563
10,Hattn2,mu_cross,0.13003
10,Hattn2,M_far,0.12627
10,H2,mu_short,0.82126
10,H2,mu_long_near,0.61102
10,H2,mu_long_far,0.37149
10,H2,mu_cross,-0.24524
10,H2,M_far,0.61673
14,H0,mu_short,0.10513
14,H0,mu_long_near,0.10704
14,H0,mu_long_far,-0.03577
14,H0,mu_cross,-0.03236
14,H0,M_far,-0.00341
14,Hattn1,mu_short,0.26329
14,Hattn1,mu_long_near,0.26486
14,Hattn1,mu_long_far,-0.00022
14,Hattn1,mu_cross,0.00437
14,Hattn1,M_far,-0.00459
14,H1,mu_short,0.24462
14,H1,mu_long_near,0.28623
14,H1,mu_long_far,0.0627
14,H1,mu_cross,0.06974
14,H1,M_far,-0.00705
14,Hattn2,mu_short,0.7301
14,Hattn2,mu_long_near,0.70306
14,Hattn2,mu_long_far,0.31267
14,Hattn2,mu_cross,0.10863
14,Hattn2,M_far,0.20403
14,H2,mu_short,0.70417
14,H2,mu_long_near,0.6121
14,H2,mu_long_far,0.43296
14,H2,mu_cross,-0.12172
14,H2,M_far,0.55469
20,H0,mu_short,0.06771
20,H0,mu_long_near,0.1123
20,H0,mu_long_far,-0.04209
20,H0,mu_cross,-0.03141
20,H0,M_far,-0.01068
20,Hattn1,mu_short,0.19298
20,Hattn1,mu_long_near,0.27448
20,Hattn1,mu_long_far,-0.01005
20,Hattn1,mu_cross,0.00616
20,Hattn1,M_far,-0.01622
20,H1,mu_short,0.21257
20,H1,mu_long_near,0.27897
20,H1,mu_long_far,0.04259
20,H1,mu_cross,0.07453
20,H1,M_far,-0.03194
20,Hattn2,mu_short,0.64578
20,Hattn2,mu_long_near,0.72462
20,Hattn2,mu_long_far,0.45195
20,Hattn2,mu_cross,0.09881
20,Hattn2,M_far,0.35314
20,H2,mu_short,0.59836
20,H2,mu_long_near,0.61666
20,H2,mu_long_far,0.5498
20,H2,mu_cross,0.03663
20,H2,M_far,0.51317
