split_a,branch,category,value
4,dZ_attn1,within_short,10.9546
4,dZ_attn1,within_long_near,5.03843
4,dZ_attn1,within_long_far,1.27505
4,dZ_attn1,cross,0.74991
4,dZ_mlp1,within_short,-12.24547
4,dZ_mlp1,within_long_near,1.06588
4,dZ_mlp1,within_long_far,2.33212
4,dZ_mlp1,cross,0.69486
4,dZ_attn2,within_short,8.86487
4,dZ_attn2,within_long_near,13.76843
4,dZ_attn2,within_long_far,5.88016
4,dZ_attn2,cross,8.05014
4,dZ_mlp2,within_short,7.35175
4,dZ_mlp2,within_long_near,-0.09579
4,dZ_mlp2,within_long_far,8.06611
4,dZ_mlp2,cross,-16.12101
7,dZ_attn1,within_short,8.47172
7,dZ_attn1,within_long_near,5.07362
7,dZ_attn1,within_long_far,1.24516
7,dZ_attn1,cross,1.01378
7,dZ_mlp1,within_short,-4.30854
7,dZ_mlp1,within_long_near,0.96501
7,dZ_mlp1,within_long_far,2.25426
7,dZ_mlp1,cross,1.61036
7,dZ_attn2,within_short,14.70023
7,dZ_attn2,within_long_near,13.7051
7,dZ_attn2,within_long_far,6.25089
7,dZ_attn2,cross,5.77191
7,dZ_mlp2,within_short,1.77417
7,dZ_mlp2,within_long_near,1.13536
7,dZ_mlp2,within_long_far,9.60111
7,dZ_mlp2,cross,-18.48
8,dZ_attn1,within_short,7.58905
8,dZ_attn1,within_long_near,5.09364
8,dZ_attn1,within_long_far,1.24366
8,dZ_attn1,cross,1.0517
8,dZ_mlp1,within_short,-3.62281
8,dZ_mlp1,within_long_near,0.92099
8,dZ_mlp1,within_long_far,2.22031
8,dZ_mlp1,cross,1.76511
8,dZ_attn2,within_short,15.29035
8,dZ_attn2,within_long_near,13.23813
8,dZ_attn2,within_long_far,5.27575
8,dZ_attn2,cross,3.77883
8,dZ_mlp2,within_short,2.1511
8,dZ_mlp2,within_long_near,-2.79286
8,dZ_mlp2,within_long_far,3.64453
8,dZ_mlp2,cross,-15.34178
10,dZ_attn1,within_short,6.46748
10,dZ_attn1,within_long_near,5.097
10,dZ_attn1,within_long_far,1.18588
10,dZ_attn1,cross,1.15678
10,dZ_mlp1,within_short,-2.24143
10,dZ_mlp1,within_long_near,0.87822
10,dZ_mlp1,within_long_far,2.21132
10,dZ_mlp1,cross,1.90104
10,dZ_attn2,within_short,15.37848
10,dZ_attn2,within_long_near,13.32261
10,dZ_attn2,within_long_far,6.01531
10,dZ_attn2,cross,2.33554
10,dZ_mlp2,within_short,2.04939
10,dZ_mlp2,within_long_near,-2.82038
10,dZ_mlp2,within_long_far,3.7514
10,dZ_mlp2,cross,-12.22212
14,dZ_attn1,within_short,5.15105
14,dZ_attn1,within_long_near,5.13999
14,dZ_attn1,within_long_far,1.15785
14,dZ_attn1,cross,1.19626
14,dZ_mlp1,within_short,-0.60801
14,dZ_mlp1,within_long_near,0.6962
14,dZ_mlp1,within_long_far,2.049
14,dZ_mlp1,cross,2.12914
14,dZ_attn2,within_short,15.81106
14,dZ_attn2,within_long_near,13.57516
14,dZ_attn2,within_long_far,8.141
14,dZ_attn2,cross,1.26651
14,dZ_mlp2,within_short,-0.84447
14,dZ_mlp2,within_long_near,-2.96235
14,dZ_mlp2,within_long_far,3.91779
14,dZ_mlp2,cross,-7.50232
20,dZ_attn1,within_short,4.07997
20,dZ_attn1,within_long_near,5.28178
20,dZ_attn1,within_long_far,1.04351
20,dZ_attn1,cross,1.22378
20,dZ_mlp1,within_short,0.63772
20,dZ_mlp1,within_long_near,0.1465
20,dZ_mlp1,within_long_far,1.71454
20,dZ_mlp1,cross,2.22654
20,dZ_attn2,within_short,14.10907
20,dZ_attn2,within_long_near,14.51384
20,dZ_attn2,within_long_far,13.33219
20,dZ_attn2,cross,0.79091
20,dZ_mlp2,within_short,-1.54452
20,dZ_mlp2,within_long_near,-3.5162
20,dZ_mlp2,within_long_far,3.18667
20,dZ_mlp2,cross,-2.02525
