split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.11111
4,H0,reach_long_near,0.24731
4,H0,reach_long_far,0.00285
4,H0,reach_short,1.0
4,H0,cut,0.97222
4,H0,pred_positive_rate,0.125
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.21183
4,Hattn1,reach_long_near,0.4767
4,Hattn1,reach_long_far,0.00129
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.9898
4,Hattn1,pred_positive_rate,0.20115
4,H1,exact,0.0
4,H1,reach_long,0.31925
4,H1,reach_long_near,0.67361
4,H1,reach_long_far,0.03757
4,H1,reach_short,0.72396
4,H1,cut,0.97222
4,H1,pred_positive_rate,0.28684
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.90791
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,0.83471
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.20519
4,Hattn2,pred_positive_rate,0.89055
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.82
7,H0,exact,0.0
7,H0,reach_long,0.12121
7,H0,reach_long_near,0.25
7,H0,reach_long_far,0.00362
7,H0,reach_short,0.57143
7,H0,cut,0.98268
7,H0,pred_positive_rate,0.125
7,Hattn1,exact,0.0
7,Hattn1,reach_long,0.23008
7,Hattn1,reach_long_near,0.48078
7,Hattn1,reach_long_far,0.00119
7,Hattn1,reach_short,0.89583
7,Hattn1,cut,0.99364
7,Hattn1,pred_positive_rate,0.20221
7,H1,exact,0.0
7,H1,reach_long,0.34567
7,H1,reach_long_near,0.67448
7,H1,reach_long_far,0.04546
7,H1,reach_short,0.79762
7,H1,cut,0.95732
7,H1,pred_positive_rate,0.28641
7,Hattn2,exact,0.0
7,Hattn2,reach_long,0.90696
7,Hattn2,reach_long_near,1.0
7,Hattn2,reach_long_far,0.82201
7,Hattn2,reach_short,1.0
7,Hattn2,cut,0.15544
7,Hattn2,pred_positive_rate,0.89371
7,H2,exact,1.0
7,H2,reach_long,1.0
7,H2,reach_long_near,1.0
7,H2,reach_long_far,1.0
7,H2,reach_short,1.0
7,H2,cut,1.0
7,H2,pred_positive_rate,0.71125
8,H0,exact,0.0
8,H0,reach_long,0.125
8,H0,reach_long_near,0.25103
8,H0,reach_long_far,0.00395
8,H0,reach_short,0.5
8,H0,cut,0.98438
8,H0,pred_positive_rate,0.125
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.23715
8,Hattn1,reach_long_near,0.48245
8,Hattn1,reach_long_far,0.00154
8,Hattn1,reach_short,0.77679
8,Hattn1,cut,0.99457
8,Hattn1,pred_positive_rate,0.20096
8,H1,exact,0.0
8,H1,reach_long,0.35178
8,H1,reach_long_near,0.67432
8,H1,reach_long_far,0.042
8,H1,reach_short,0.77455
8,H1,cut,0.9585
8,H1,pred_positive_rate,0.2835
8,Hattn2,exact,0.0
8,Hattn2,reach_long,0.83206
8,Hattn2,reach_long_near,1.0
8,Hattn2,reach_long_far,0.67076
8,Hattn2,reach_short,1.0
8,Hattn2,cut,0.36005
8,Hattn2,pred_positive_rate,0.78066
8,H2,exact,0.0
8,H2,reach_long,0.81826
8,H2,reach_long_near,1.0
8,H2,reach_long_far,0.64371
8,H2,reach_short,1.0
8,H2,cut,1.0
8,H2,pred_positive_rate,0.56732
10,H0,exact,0.0
10,H0,reach_long,0.13333
10,H0,reach_long_near,0.25333
10,H0,reach_long_far,0.00476
10,H0,reach_short,0.4
10,H0,cut,0.98667
10,H0,pred_positive_rate,0.125
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.25198
10,Hattn1,reach_long_near,0.48521
10,Hattn1,reach_long_far,0.00208
10,Hattn1,reach_short,0.65868
10,Hattn1,cut,0.99359
10,Hattn1,pred_positive_rate,0.20146
10,H1,exact,0.0
10,H1,reach_long,0.36724
10,H1,reach_long_near,0.67694
10,H1,reach_long_far,0.03542
10,H1,reach_short,0.73299
10,H1,cut,0.9525
10,H1,pred_positive_rate,0.28373
10,Hattn2,exact,0.0
10,Hattn2,reach_long,0.88412
