split_a,stage,quantity,value
4,H0,mu_short,0.51028
4,H0,mu_long_near,0.1211
4,H0,mu_long_far,-0.00268
4,H0,mu_cross,-0.00483
4,H0,M_far,0.00215
4,Hattn1,mu_short,0.7903
4,Hattn1,mu_long_near,0.23797
4,Hattn1,mu_long_far,0.00671
4,Hattn1,mu_cross,0.00109
4,Hattn1,M_far,0.00562
4,H1,mu_short,0.76875
4,H1,mu_long_near,0.29274
4,H1,mu_long_far,0.08053
4,H1,mu_cross,0.07086
4,H1,M_far,0.00967
4,Hattn2,mu_short,0.93358
4,Hattn2,mu_long_near,0.77937
4,Hattn2,mu_long_far,0.46199
4,Hattn2,mu_cross,0.32366
4,Hattn2,M_far,0.13833
4,H2,mu_short,0.92146
4,H2,mu_long_near,0.98094
4,H2,mu_long_far,0.97337
4,H2,mu_cross,-0.6376
4,H2,M_far,1.61097
23,H0,mu_short,0.08431
23,H0,mu_long_near,0.13358
23,H0,mu_long_far,-0.00349
23,H0,mu_cross,-0.00275
23,H0,M_far,-0.00074
23,Hattn1,mu_short,0.16626
23,Hattn1,mu_long_near,0.25657
23,Hattn1,mu_long_far,0.00568
23,Hattn1,mu_cross,0.0072
23,Hattn1,M_far,-0.00152
23,H1,mu_short,0.22133
23,H1,mu_long_near,0.29873
23,H1,mu_long_far,0.08573
23,H1,mu_cross,0.08465
23,H1,M_far,0.00108
23,Hattn2,mu_short,0.63883
23,Hattn2,mu_long_near,0.7312
23,Hattn2,mu_long_far,0.47048
23,Hattn2,mu_cross,0.19619
23,Hattn2,M_far,0.27429
23,H2,mu_short,0.46059
23,H2,mu_long_near,0.48877
23,H2,mu_long_far,0.40635
23,H2,mu_cross,-0.08358
23,H2,M_far,0.48993
