split_a,branch,category,value
4,dZ_attn1,within_short,8.71535
4,dZ_attn1,within_long_near,3.63751
4,dZ_attn1,within_long_far,0.29245
4,dZ_attn1,cross,0.18439
4,dZ_mlp1,within_short,-0.6708
4,dZ_mlp1,within_long_near,1.70486
4,dZ_mlp1,within_long_far,2.29743
4,dZ_mlp1,cross,2.17145
4,dZ_attn2,within_short,5.13056
4,dZ_attn2,within_long_near,15.14621
4,dZ_attn2,within_long_far,11.87285
4,dZ_attn2,cross,7.86823
4,dZ_mlp2,within_short,-0.37752
4,dZ_mlp2,within_long_near,6.27374
4,dZ_mlp2,within_long_far,15.91652
4,dZ_mlp2,cross,-29.91875
23,dZ_attn1,within_short,2.55071
23,dZ_attn1,within_long_near,3.82808
23,dZ_attn1,within_long_far,0.28542
23,dZ_attn1,cross,0.30969
23,dZ_mlp1,within_short,1.71377
23,dZ_mlp1,within_long_near,1.31226
23,dZ_mlp1,within_long_far,2.49144
23,dZ_mlp1,cross,2.41075
23,dZ_attn2,within_short,12.99481
23,dZ_attn2,within_long_near,13.46016
23,dZ_attn2,within_long_far,11.9751
23,dZ_attn2,cross,3.47134
23,dZ_mlp2,within_short,-5.5479
23,dZ_mlp2,within_long_near,-7.54538
23,dZ_mlp2,within_long_far,-1.996
23,dZ_mlp2,cross,-8.70758
