split_a,stage,quantity,value
4,H0,mu_short,0.65811
4,H0,mu_long_near,0.08671
4,H0,mu_long_far,-0.02746
4,H0,mu_cross,-0.02753
4,H0,M_far,6e-05
4,Hattn1,mu_short,0.89252
4,Hattn1,mu_long_near,0.56492
4,Hattn1,mu_long_far,0.45263
4,Hattn1,mu_cross,0.46768
4,Hattn1,M_far,-0.01505
4,H1,mu_short,0.92252
4,H1,mu_long_near,0.28885
4,H1,mu_long_far,0.15677
4,H1,mu_cross,0.13818
4,H1,M_far,0.01859
4,Hattn2,mu_short,0.99876
4,Hattn2,mu_long_near,0.97979
4,Hattn2,mu_long_far,0.96567
4,Hattn2,mu_cross,0.97516
4,Hattn2,M_far,-0.00949
4,H2,mu_short,0.99249
4,H2,mu_long_near,0.83831
4,H2,mu_long_far,0.77119
4,H2,mu_cross,-0.13132
4,H2,M_far,0.90251
23,H0,mu_short,0.06605
23,H0,mu_long_near,0.08651
23,H0,mu_long_far,-0.02746
23,H0,mu_cross,-0.02745
23,H0,M_far,-0.0
23,Hattn1,mu_short,0.54452
23,Hattn1,mu_long_near,0.56502
23,Hattn1,mu_long_far,0.45271
23,Hattn1,mu_cross,0.45286
23,Hattn1,M_far,-0.00015
23,H1,mu_short,0.26447
23,H1,mu_long_near,0.2886
23,H1,mu_long_far,0.15663
23,H1,mu_cross,0.15688
23,H1,M_far,-0.00024
23,Hattn2,mu_short,0.61179
23,Hattn2,mu_long_near,0.64871
23,Hattn2,mu_long_far,0.44713
23,Hattn2,mu_cross,0.39176
23,Hattn2,M_far,0.05537
23,H2,mu_short,0.44079
23,H2,mu_long_near,0.47746
23,H2,mu_long_far,0.27554
23,H2,mu_cross,0.17725
23,H2,M_far,0.09829
