split_a,branch,category,value
4,dZ_attn1,within_short,5.18188
4,dZ_attn1,within_long_near,10.20331
4,dZ_attn1,within_long_far,10.13045
4,dZ_attn1,cross,10.46325
4,dZ_mlp1,within_short,0.66078
4,dZ_mlp1,within_long_near,-5.36947
4,dZ_mlp1,within_long_far,-5.68442
4,dZ_mlp1,cross,-5.34851
4,dZ_attn2,within_short,1.68344
4,dZ_attn2,within_long_near,14.84888
4,dZ_attn2,within_long_far,17.43619
4,dZ_attn2,cross,16.94663
4,dZ_mlp2,within_short,-0.14543
4,dZ_mlp2,within_long_near,-2.84013
4,dZ_mlp2,within_long_far,-4.10064
4,dZ_mlp2,cross,-24.33648
23,dZ_attn1,within_short,10.19441
23,dZ_attn1,within_long_near,10.19807
23,dZ_attn1,within_long_far,10.12833
23,dZ_attn1,cross,10.12908
23,dZ_mlp1,within_short,-5.43671
23,dZ_mlp1,within_long_near,-5.34938
23,dZ_mlp1,within_long_far,-5.67525
23,dZ_mlp1,cross,-5.68961
23,dZ_attn2,within_short,8.41
23,dZ_attn2,within_long_near,8.52994
23,dZ_attn2,within_long_far,7.70542
23,dZ_attn2,cross,6.6442
23,dZ_mlp2,within_short,-4.9808
23,dZ_mlp2,within_long_near,-4.76139
23,dZ_mlp2,within_long_far,-5.87758
23,dZ_mlp2,cross,-6.72014
