split_a,stage,quantity,value
4,H0,mu_short,0.65697
4,H0,mu_long_near,0.08555
4,H0,mu_long_far,-0.02856
4,H0,mu_cross,-0.02839
4,H0,M_far,-0.00016
4,Hattn1,mu_short,0.89222
4,Hattn1,mu_long_near,0.54876
4,Hattn1,mu_long_far,0.43135
4,Hattn1,mu_cross,0.44662
4,Hattn1,M_far,-0.01527
4,H1,mu_short,0.92222
4,H1,mu_long_near,0.305
4,H1,mu_long_far,0.17329
4,H1,mu_cross,0.20381
4,H1,M_far,-0.03052
4,Hattn2,mu_short,0.99865
4,Hattn2,mu_long_near,0.97911
4,Hattn2,mu_long_far,0.96486
4,Hattn2,mu_cross,0.97316
4,Hattn2,M_far,-0.00829
4,H2,mu_short,0.99204
4,H2,mu_long_near,0.85018
4,H2,mu_long_far,0.7787
4,H2,mu_cross,-0.13168
4,H2,M_far,0.91038
23,H0,mu_short,0.06496
23,H0,mu_long_near,0.08574
23,H0,mu_long_far,-0.02855
23,H0,mu_cross,-0.02862
23,H0,M_far,7e-05
23,Hattn1,mu_short,0.52777
23,Hattn1,mu_long_near,0.54872
23,Hattn1,mu_long_far,0.43126
23,Hattn1,mu_cross,0.43122
23,Hattn1,M_far,4e-05
23,H1,mu_short,0.28095
23,H1,mu_long_near,0.30586
23,H1,mu_long_far,0.17361
23,H1,mu_cross,0.17292
23,H1,M_far,0.00069
23,Hattn2,mu_short,0.66275
23,Hattn2,mu_long_near,0.69311
23,Hattn2,mu_long_far,0.52342
23,Hattn2,mu_cross,0.47456
23,Hattn2,M_far,0.04887
23,H2,mu_short,0.43663
23,H2,mu_long_near,0.47695
23,H2,mu_long_far,0.25659
23,H2,mu_cross,0.16948
23,H2,M_far,0.08712
