split_a,pair_type,mean_hTw,frac_positive,n_pairs
1,within_long,3.9663,0.9443,296400
1,cut,-3.8447,0.0,7800
1,cut,-27.2572,0.0,7800
1,within_long_d1,11.2978,1.0,76
1,within_long_d2,12.3011,1.0,74
1,within_long_d3,12.202,1.0,72
1,within_long_d4,8.4509,1.0,70
1,within_long_d5,7.2795,1.0,68
1,within_long_d6,6.4747,1.0,66
1,within_long_d7,5.3168,1.0,64
1,within_long_d8,3.6035,1.0,62
1,within_long_d9,1.5388,0.9593,60
1,within_long_d10,1.3927,0.9364,58
1,within_long_d11,1.3883,0.937,56
1,within_long_d12,1.3769,0.9359,54
1,within_long_d13,1.3635,0.9308,52
1,within_long_d14,1.349,0.9301,50
1,within_long_d15,1.3339,0.9268,48
1,within_long_d16,1.318,0.9251,46
1,within_long_d17,1.3024,0.9222,44
1,within_long_d18,1.2849,0.9185,42
1,within_long_d19,1.2663,0.9129,40
1,within_long_d20,1.243,0.908,38
1,within_long_d21,1.2202,0.9021,36
1,within_long_d22,1.1938,0.9006,34
1,within_long_d23,1.1649,0.895,32
1,within_long_d24,1.1305,0.8823,30
1,within_long_d25,1.0866,0.8748,28
1,within_long_d26,1.0369,0.8673,26
1,within_long_d27,0.9782,0.8565,24
1,within_long_d28,0.9107,0.8514,22
1,within_long_d29,0.8493,0.8415,20
1,within_long_d30,0.8212,0.8389,18
1,within_long_d31,0.8317,0.8394,16
1,within_long_d32,0.8773,0.8586,14
1,within_long_d33,0.9296,0.8917,12
1,within_long_d34,0.9836,0.914,10
1,within_long_d35,1.0275,0.9237,8
1,within_long_d36,0.9706,0.925,6
1,within_long_d37,1.045,0.9425,4
1,within_long_d38,1.2493,0.99,2
2,within_long,4.4331,0.9744,281200
2,within_short,38.2829,1.0,400
2,cut,-3.7917,0.0,15200
2,cut,-6.2062,0.0,15200
2,within_long_d1,12.0686,1.0,74
2,within_long_d2,13.1234,1.0,72
2,within_long_d3,13.0184,1.0,70
2,within_long_d4,9.122,1.0,68
2,within_long_d5,7.9014,1.0,66
2,within_long_d6,7.0826,1.0,64
2,within_long_d7,5.8594,1.0,62
2,within_long_d8,4.0557,1.0,60
2,within_long_d9,1.8278,0.9835,58
2,within_long_d10,1.6418,0.9722,56
2,within_long_d11,1.635,0.9693,54
2,within_long_d12,1.6209,0.9684,52
2,within_long_d13,1.605,0.9675,50
2,within_long_d14,1.5891,0.9645,48
2,within_long_d15,1.5725,0.9634,46
2,within_long_d16,1.5549,0.9631,44
2,within_long_d17,1.5348,0.9627,42
2,within_long_d18,1.5142,0.9611,40
2,within_long_d19,1.4914,0.9571,38
2,within_long_d20,1.4669,0.9563,36
2,within_long_d21,1.4403,0.9562,34
2,within_long_d22,1.409,0.9502,32
2,within_long_d23,1.3719,0.9452,30
2,within_long_d24,1.3306,0.9414,28
2,within_long_d25,1.2797,0.9413,26
2,within_long_d26,1.2171,0.9344,24
2,within_long_d27,1.1431,0.927,22
2,within_long_d28,1.0707,0.9277,20
2,within_long_d29,1.0332,0.9269,18
2,within_long_d30,1.0356,0.9291,16
2,within_long_d31,1.0666,0.9414,14
2,within_long_d32,1.1034,0.9546,12
2,within_long_d33,1.1465,0.962,10
2,within_long_d34,1.1729,0.9663,8
2,within_long_d35,1.1067,0.9675,6
2,within_long_d36,1.1657,0.9762,4
2,within_long_d37,1.3395,0.9975,2
3,within_long,4.9553,0.9908,266400
3,within_short,30.1128,1.0,1200
3,cut,-3.5337,0.0,22200
3,cut,-7.3111,0.0,22200
3,within_long_d1,12.9249,1.0,72
3,within_long_d2,14.0446,1.0,70
3,within_long_d3,13.9397,1.0,68
3,within_long_d4,9.8624,1.0,66
3,within_long_d5,8.5916,1.0,64
3,within_long_d6,7.7328,1.0,62
3,within_long_d7,6.4509,1.0,60
3,within_long_d8,4.5386,1.0,58
3,within_long_d9,2.1491,0.9961,56
3,within_long_d10,1.931,0.9902,54
3,within_long_d11,1.9233,0.9891,52
3,within_long_d12,1.9065,0.9902,50
3,within_long_d13,1.8872,0.9901,48
3,within_long_d14,1.8668,0.9875,46
3,within_long_d15,1.8463,0.9851,44
3,within_long_d16,1.8242,0.9856,42
3,within_long_d17,1.8012,0.9861,40
3,within_long_d18,1.775,0.9864,38
3,within_long_d19,1.7474,0.9836,36
3,within_long_d20,1.7148,0.9831,34
3,within_long_d21,1.679,0.9836,32
3,within_long_d22,1.6356,0.9798,30
3,within_long_d23,1.5856,0.9796,28
3,within_long_d24,1.5261,0.9792,26
3,within_long_d25,1.4554,0.9758,24
3,within_long_d26,1.3732,0.972,22
3,within_long_d27,1.2947,0.9708,20
3,within_long_d28,1.2474,0.9717,18
3,within_long_d29,1.2406,0.9731,16
3,within_long_d30,1.2631,0.975,14
3,within_long_d31,1.2949,0.9854,12
3,within_long_d32,1.3286,0.984,10
3,within_long_d33,1.3468,0.9812,8
3,within_long_d34,1.2617,0.9858,6
3,within_long_d35,1.3166,0.985,4
3,within_long_d36,1.4863,0.9975,2
4,within_long,5.6035,0.9996,252000
4,within_short,27.9792,1.0,2400
4,cut,-1.5483,0.0048,28800
4,cut,-4.961,0.0,28800
4,within_long_d1,14.0526,1.0,70
4,within_long_d2,15.1832,1.0,68
4,within_long_d3,15.0749,1.0,66
4,within_long_d4,10.7935,1.0,64
4,within_long_d5,9.437,1.0,62
4,within_long_d6,8.5135,1.0,60
4,within_long_d7,7.1736,1.0,58
4,within_long_d8,5.1366,1.0,56
4,within_long_d9,2.5242,0.9998,54
4,within_long_d10,2.2375,0.9995,52
4,within_long_d11,2.2233,0.9996,50
4,within_long_d12,2.2048,0.9995,48
4,within_long_d13,2.1851,0.9992,46
4,within_long_d14,2.1671,0.9997,44
4,within_long_d15,2.1494,0.9994,42
4,within_long_d16,2.1315,0.9995,40
