split_a,stage,quantity,value
4,H0,mu_short,0.49211
4,H0,mu_long_near,0.11223
4,H0,mu_long_far,-0.00909
4,H0,mu_cross,-0.02182
4,H0,M_far,0.01273
4,Hattn1,mu_short,0.82784
4,Hattn1,mu_long_near,0.18068
4,Hattn1,mu_long_far,0.00124
4,Hattn1,mu_cross,-0.00877
4,Hattn1,M_far,0.01001
4,H1,mu_short,0.7225
4,H1,mu_long_near,0.22136
4,H1,mu_long_far,0.073
4,H1,mu_cross,0.06543
4,H1,M_far,0.00757
4,Hattn2,mu_short,0.72893
4,Hattn2,mu_long_near,0.54474
4,Hattn2,mu_long_far,0.25984
4,Hattn2,mu_cross,0.26678
4,Hattn2,M_far,-0.00695
4,H2,mu_short,0.86693
4,H2,mu_long_near,0.6226
4,H2,mu_long_far,0.38859
4,H2,mu_cross,-0.45724
4,H2,M_far,0.84583
12,H0,mu_short,0.15319
12,H0,mu_long_near,0.11361
12,H0,mu_long_far,-0.00966
12,H0,mu_cross,-0.01258
12,H0,M_far,0.00292
12,Hattn1,mu_short,0.25146
12,Hattn1,mu_long_near,0.18315
12,Hattn1,mu_long_far,0.00114
12,Hattn1,mu_cross,-0.00137
12,Hattn1,M_far,0.00251
12,H1,mu_short,0.26862
12,H1,mu_long_near,0.22255
12,H1,mu_long_far,0.07227
12,H1,mu_cross,0.07163
12,H1,M_far,0.00064
12,Hattn2,mu_short,0.53376
12,Hattn2,mu_long_near,0.54351
12,Hattn2,mu_long_far,0.25695
12,Hattn2,mu_cross,0.22661
12,Hattn2,M_far,0.03034
12,H2,mu_short,0.54174
12,H2,mu_long_near,0.46977
12,H2,mu_long_far,0.11865
12,H2,mu_cross,0.00494
12,H2,M_far,0.11371
18,H0,mu_short,0.09901
18,H0,mu_long_near,0.11489
18,H0,mu_long_far,-0.00999
18,H0,mu_cross,-0.01121
18,H0,M_far,0.00121
18,Hattn1,mu_short,0.166
18,Hattn1,mu_long_near,0.18487
18,Hattn1,mu_long_far,0.00058
18,Hattn1,mu_cross,0.00017
18,Hattn1,M_far,0.00041
18,H1,mu_short,0.20125
18,H1,mu_long_near,0.22312
18,H1,mu_long_far,0.07176
18,H1,mu_cross,0.0736
18,H1,M_far,-0.00183
18,Hattn2,mu_short,0.4859
18,Hattn2,mu_long_near,0.54399
18,Hattn2,mu_long_far,0.25886
18,Hattn2,mu_cross,0.23678
18,Hattn2,M_far,0.02209
18,H2,mu_short,0.44985
18,H2,mu_long_near,0.4721
18,H2,mu_long_far,0.1211
18,H2,mu_cross,0.05931
18,H2,M_far,0.06179
32,H0,mu_short,0.05204
32,H0,mu_long_near,0.12007
32,H0,mu_long_far,-0.01147
32,H0,mu_cross,-0.01026
32,H0,M_far,-0.00122
32,Hattn1,mu_short,0.09419
32,Hattn1,mu_long_near,0.19202
32,Hattn1,mu_long_far,-0.00074
32,Hattn1,mu_cross,0.00071
32,Hattn1,M_far,-0.00145
32,H1,mu_short,0.14544
32,H1,mu_long_near,0.22489
32,H1,mu_long_far,0.07079
32,H1,mu_cross,0.07499
32,H1,M_far,-0.0042
32,Hattn2,mu_short,0.39637
32,Hattn2,mu_long_near,0.54276
32,Hattn2,mu_long_far,0.25871
32,Hattn2,mu_cross,0.23976
32,Hattn2,M_far,0.01895
32,H2,mu_short,0.30268
32,H2,mu_long_near,0.47605
32,H2,mu_long_far,0.13568
32,H2,mu_cross,0.06937
32,H2,M_far,0.06631
