split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.0661
4,H0,reach_long_near,0.23636
4,H0,reach_long_far,0.0
4,H0,reach_short,0.83333
4,H0,cut,1.0
4,H0,pred_positive_rate,0.0752
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.12412
4,Hattn1,reach_long_near,0.38204
4,Hattn1,reach_long_far,0.02398
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.94635
4,Hattn1,pred_positive_rate,0.13211
4,H1,exact,0.0
4,H1,reach_long,0.62212
4,H1,reach_long_near,0.8023
4,H1,reach_long_far,0.55217
4,H1,reach_short,1.0
4,H1,cut,0.89661
4,H1,pred_positive_rate,0.56834
4,Hattn2,exact,0.0
4,Hattn2,reach_long,0.99999
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,0.99999
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.00547
4,Hattn2,pred_positive_rate,0.99935
4,H2,exact,0.98438
4,H2,reach_long,0.99999
4,H2,reach_long_near,1.0
4,H2,reach_long_far,0.99999
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.8828
12,H0,exact,0.0
12,H0,reach_long,0.07617
12,H0,reach_long_near,0.23877
12,H0,reach_long_far,0.0
12,H0,reach_short,0.31818
12,H0,cut,1.0
12,H0,pred_positive_rate,0.0752
12,Hattn1,exact,0.0
12,Hattn1,reach_long,0.13975
12,Hattn1,reach_long_near,0.38712
12,Hattn1,reach_long_far,0.02388
12,Hattn1,reach_short,0.5277
12,Hattn1,cut,0.96687
12,Hattn1,pred_positive_rate,0.13321
12,H1,exact,0.0
12,H1,reach_long,0.62076
12,H1,reach_long_near,0.807
12,H1,reach_long_far,0.53352
12,H1,reach_short,0.75592
12,H1,cut,0.60249
12,H1,pred_positive_rate,0.56302
12,Hattn2,exact,0.0
12,Hattn2,reach_long,0.99996
12,Hattn2,reach_long_near,1.0
12,Hattn2,reach_long_far,0.99995
12,Hattn2,reach_short,1.0
12,Hattn2,cut,0.00073
12,Hattn2,pred_positive_rate,0.99976
12,H2,exact,0.0
12,H2,reach_long,0.82058
12,H2,reach_long_near,1.0
12,H2,reach_long_far,0.73654
12,H2,reach_short,1.0
12,H2,cut,0.8613
12,H2,pred_positive_rate,0.62141
18,H0,exact,0.0
18,H0,reach_long,0.08599
18,H0,reach_long_near,0.24119
18,H0,reach_long_far,0.0
18,H0,reach_short,0.21569
18,H0,cut,1.0
18,H0,pred_positive_rate,0.0752
18,Hattn1,exact,0.0
18,Hattn1,reach_long,0.15338
18,Hattn1,reach_long_near,0.39109
18,Hattn1,reach_long_far,0.02168
18,Hattn1,reach_short,0.36111
18,Hattn1,cut,0.96918
18,Hattn1,pred_positive_rate,0.13258
18,H1,exact,0.0
18,H1,reach_long,0.62178
18,H1,reach_long_near,0.80069
18,H1,reach_long_far,0.52266
18,H1,reach_short,0.62786
18,H1,cut,0.53467
18,H1,pred_positive_rate,0.5649
18,Hattn2,exact,0.0
18,Hattn2,reach_long,0.99995
18,Hattn2,reach_long_near,1.0
18,Hattn2,reach_long_far,0.99993
18,Hattn2,reach_short,1.0
18,Hattn2,cut,0.00013
18,Hattn2,pred_positive_rate,0.99992
18,H2,exact,0.0
18,H2,reach_long,0.80598
18,H2,reach_long_near,1.0
18,H2,reach_long_far,0.69848
18,H2,reach_short,0.91166
18,H2,cut,0.66619
18,H2,pred_positive_rate,0.62601
32,H0,exact,0.0
32,H0,reach_long,0.12298
32,H0,reach_long_near,0.25103
32,H0,reach_long_far,0.0
32,H0,reach_short,0.12298
32,H0,cut,1.0
32,H0,pred_positive_rate,0.0752
32,Hattn1,exact,0.0
32,Hattn1,reach_long,0.2105
32,Hattn1,reach_long_near,0.40168
32,Hattn1,reach_long_far,0.02687
32,Hattn1,reach_short,0.21166
32,Hattn1,cut,0.9707
32,Hattn1,pred_positive_rate,0.13251
32,H1,exact,0.0
32,H1,reach_long,0.60424
32,H1,reach_long_near,0.77758
32,H1,reach_long_far,0.43775
32,H1,reach_short,0.59167
32,H1,cut,0.49559
32,H1,pred_positive_rate,0.55746
32,Hattn2,exact,0.0
32,Hattn2,reach_long,0.99997
32,Hattn2,reach_long_near,1.0
32,Hattn2,reach_long_far,0.99994
32,Hattn2,reach_short,0.99997
32,Hattn2,cut,5e-05
32,Hattn2,pred_positive_rate,0.99996
32,H2,exact,0.0
32,H2,reach_long,0.75391
32,H2,reach_long_near,1.0
32,H2,reach_long_far,0.51754
32,H2,reach_short,0.75425
32,H2,cut,0.52107
32,H2,pred_positive_rate,0.62035
