split_a,branch,category,value
4,dZ_attn1,within_short,11.55611
4,dZ_attn1,within_long_near,4.34576
4,dZ_attn1,within_long_far,0.41161
4,dZ_attn1,cross,0.49908
4,dZ_mlp1,within_short,0.1595
4,dZ_mlp1,within_long_near,4.22077
4,dZ_mlp1,within_long_far,2.10846
4,dZ_mlp1,cross,2.16638
4,dZ_attn2,within_short,0.43886
4,dZ_attn2,within_long_near,16.03514
4,dZ_attn2,within_long_far,17.05398
4,dZ_attn2,cross,20.37381
4,dZ_mlp2,within_short,0.11383
4,dZ_mlp2,within_long_near,-5.96135
4,dZ_mlp2,within_long_far,-8.03435
4,dZ_mlp2,cross,-36.38346
23,dZ_attn1,within_short,3.63125
23,dZ_attn1,within_long_near,4.33758
23,dZ_attn1,within_long_far,0.42505
23,dZ_attn1,cross,0.41958
23,dZ_mlp1,within_short,3.84048
23,dZ_mlp1,within_long_near,4.23739
23,dZ_mlp1,within_long_far,2.08393
23,dZ_mlp1,cross,2.10553
23,dZ_attn2,within_short,15.55114
23,dZ_attn2,within_long_near,15.55255
23,dZ_attn2,within_long_far,21.97577
23,dZ_attn2,cross,12.0077
23,dZ_mlp2,within_short,-3.21573
23,dZ_mlp2,within_long_near,-4.59942
23,dZ_mlp2,within_long_far,-2.91099
23,dZ_mlp2,cross,-18.87537
