split_a,stage,quantity,value
4,H0,mu_short,0.65936
4,H0,mu_long_near,0.10366
4,H0,mu_long_far,-0.00694
4,H0,mu_cross,-0.00684
4,H0,M_far,-0.00011
4,Hattn1,mu_short,0.98005
4,Hattn1,mu_long_near,0.22426
4,Hattn1,mu_long_far,0.00448
4,Hattn1,mu_cross,0.00701
4,Hattn1,M_far,-0.00253
4,H1,mu_short,0.98448
4,H1,mu_long_near,0.34139
4,H1,mu_long_far,0.06299
4,H1,mu_cross,0.06713
4,H1,M_far,-0.00414
4,Hattn2,mu_short,0.99666
4,Hattn2,mu_long_near,0.78638
4,Hattn2,mu_long_far,0.53625
4,Hattn2,mu_cross,0.63252
4,Hattn2,M_far,-0.09627
4,H2,mu_short,0.99981
4,H2,mu_long_near,0.62095
4,H2,mu_long_far,0.31329
4,H2,mu_cross,-0.37715
4,H2,M_far,0.69044
23,H0,mu_short,0.08351
23,H0,mu_long_near,0.10373
23,H0,mu_long_far,-0.00701
23,H0,mu_cross,-0.00693
23,H0,M_far,-8e-05
23,Hattn1,mu_short,0.18428
23,Hattn1,mu_long_near,0.2241
23,Hattn1,mu_long_far,0.00478
23,Hattn1,mu_cross,0.00471
23,Hattn1,M_far,7e-05
23,H1,mu_short,0.29086
23,H1,mu_long_near,0.34169
23,H1,mu_long_far,0.06261
23,H1,mu_cross,0.06314
23,H1,M_far,-0.00053
23,Hattn2,mu_short,0.72241
23,Hattn2,mu_long_near,0.77329
23,Hattn2,mu_long_far,0.67246
23,Hattn2,mu_cross,0.39636
23,Hattn2,M_far,0.27609
23,H2,mu_short,0.63317
23,H2,mu_long_near,0.64565
23,H2,mu_long_far,0.59167
23,H2,mu_cross,-0.12744
23,H2,M_far,0.71912
