split_a,branch,category,value
4,dZ_attn1,within_short,13.44519
4,dZ_attn1,within_long_near,4.78018
4,dZ_attn1,within_long_far,0.01095
4,dZ_attn1,cross,0.37872
4,dZ_mlp1,within_short,-0.00428
4,dZ_mlp1,within_long_near,6.08724
4,dZ_mlp1,within_long_far,7.01016
4,dZ_mlp1,cross,2.7489
4,dZ_attn2,within_short,5.6119
4,dZ_attn2,within_long_near,16.69102
4,dZ_attn2,within_long_far,10.50248
4,dZ_attn2,cross,12.86754
4,dZ_mlp2,within_short,-0.13157
4,dZ_mlp2,within_long_near,5.39133
4,dZ_mlp2,within_long_far,18.87492
4,dZ_mlp2,cross,-36.1748
8,dZ_attn1,within_short,9.65064
8,dZ_attn1,within_long_near,4.81942
8,dZ_attn1,within_long_far,0.00306
8,dZ_attn1,cross,0.19284
8,dZ_mlp1,within_short,-6.00363
8,dZ_mlp1,within_long_near,5.82024
8,dZ_mlp1,within_long_far,6.7089
8,dZ_mlp1,cross,3.61076
8,dZ_attn2,within_short,20.7891
8,dZ_attn2,within_long_near,16.87186
8,dZ_attn2,within_long_far,10.77399
8,dZ_attn2,cross,14.68623
8,dZ_mlp2,within_short,0.99029
8,dZ_mlp2,within_long_near,4.80196
8,dZ_mlp2,within_long_far,17.6692
8,dZ_mlp2,cross,-42.69543
10,dZ_attn1,within_short,7.73034
10,dZ_attn1,within_long_near,4.85535
10,dZ_attn1,within_long_far,0.01574
10,dZ_attn1,cross,0.15955
10,dZ_mlp1,within_short,-4.43086
10,dZ_mlp1,within_long_near,5.65992
10,dZ_mlp1,within_long_far,6.52541
10,dZ_mlp1,cross,4.54018
10,dZ_attn2,within_short,22.53579
10,dZ_attn2,within_long_near,16.71642
10,dZ_attn2,within_long_far,9.97775
10,dZ_attn2,cross,10.75485
10,dZ_mlp2,within_short,1.97803
10,dZ_mlp2,within_long_near,2.89453
10,dZ_mlp2,within_long_far,14.22579
10,dZ_mlp2,cross,-33.55949
23,dZ_attn1,within_short,3.38067
23,dZ_attn1,within_long_near,5.16704
23,dZ_attn1,within_long_far,0.19273
23,dZ_attn1,cross,0.10397
23,dZ_mlp1,within_short,3.99996
23,dZ_mlp1,within_long_near,3.86802
23,dZ_mlp1,within_long_far,4.3686
23,dZ_mlp1,cross,6.14395
23,dZ_attn2,within_short,16.45425
23,dZ_attn2,within_long_near,18.39017
23,dZ_attn2,within_long_far,12.93221
23,dZ_attn2,cross,7.95384
23,dZ_mlp2,within_short,2.9564
23,dZ_mlp2,within_long_near,-0.15122
23,dZ_mlp2,within_long_far,8.30573
23,dZ_mlp2,cross,13.76501
