split_a,stage,quantity,value
4,H0,mu_short,0.48852
4,H0,mu_long_near,0.12628
4,H0,mu_long_far,0.0024
4,H0,mu_cross,-0.00829
4,H0,M_far,0.01068
4,Hattn1,mu_short,0.8308
4,Hattn1,mu_long_near,0.24797
4,Hattn1,mu_long_far,0.00268
4,Hattn1,mu_cross,0.00135
4,Hattn1,M_far,0.00132
4,H1,mu_short,0.83069
4,H1,mu_long_near,0.40293
4,H1,mu_long_far,0.18114
4,H1,mu_cross,0.07133
4,H1,M_far,0.1098
4,Hattn2,mu_short,0.97356
4,Hattn2,mu_long_near,0.82784
4,Hattn2,mu_long_far,0.4485
4,Hattn2,mu_cross,0.39891
4,Hattn2,M_far,0.04959
4,H2,mu_short,0.97021
4,H2,mu_long_near,0.96509
4,H2,mu_long_far,0.929
4,H2,mu_cross,-0.52201
4,H2,M_far,1.45101
8,H0,mu_short,0.24192
8,H0,mu_long_near,0.12753
8,H0,mu_long_far,0.00208
8,H0,mu_cross,-0.00185
8,H0,M_far,0.00393
8,Hattn1,mu_short,0.4876
8,Hattn1,mu_long_near,0.25022
8,Hattn1,mu_long_far,0.00216
8,Hattn1,mu_cross,0.00306
8,Hattn1,M_far,-0.0009
8,H1,mu_short,0.33476
8,H1,mu_long_near,0.39838
8,H1,mu_long_far,0.17295
8,H1,mu_cross,0.09498
8,H1,M_far,0.07797
8,Hattn2,mu_short,0.864
8,Hattn2,mu_long_near,0.8279
8,Hattn2,mu_long_far,0.44723
8,Hattn2,mu_cross,0.46885
8,Hattn2,M_far,-0.02162
8,H2,mu_short,0.88921
8,H2,mu_long_near,0.95014
8,H2,mu_long_far,0.89704
8,H2,mu_cross,-0.61806
8,H2,M_far,1.5151
10,H0,mu_short,0.19425
10,H0,mu_long_near,0.12813
10,H0,mu_long_far,0.00165
10,H0,mu_cross,-0.00048
10,H0,M_far,0.00213
10,Hattn1,mu_short,0.39104
10,Hattn1,mu_long_near,0.25174
10,Hattn1,mu_long_far,0.00205
10,Hattn1,mu_cross,0.00358
10,Hattn1,M_far,-0.00153
10,H1,mu_short,0.27825
10,H1,mu_long_near,0.39582
10,H1,mu_long_far,0.16817
10,H1,mu_cross,0.11916
10,H1,M_far,0.04901
10,Hattn2,mu_short,0.85195
10,Hattn2,mu_long_near,0.82138
10,Hattn2,mu_long_far,0.42217
10,Hattn2,mu_cross,0.39295
10,Hattn2,M_far,0.02923
10,H2,mu_short,0.9023
10,H2,mu_long_near,0.89506
10,H2,mu_long_far,0.78432
10,H2,mu_cross,-0.46139
10,H2,M_far,1.24571
23,H0,mu_short,0.087
23,H0,mu_long_near,0.13657
23,H0,mu_long_far,-0.00141
23,H0,mu_cross,0.00168
23,H0,M_far,-0.0031
23,Hattn1,mu_short,0.17306
23,Hattn1,mu_long_near,0.26811
23,Hattn1,mu_long_far,0.00349
23,Hattn1,mu_cross,0.00433
23,Hattn1,M_far,-0.00084
23,H1,mu_short,0.27489
23,H1,mu_long_near,0.36658
23,H1,mu_long_far,0.11471
23,H1,mu_cross,0.16074
23,H1,M_far,-0.04603
23,Hattn2,mu_short,0.69377
23,Hattn2,mu_long_near,0.83475
23,Hattn2,mu_long_far,0.44393
23,Hattn2,mu_cross,0.36322
23,Hattn2,M_far,0.0807
23,H2,mu_short,0.76903
23,H2,mu_long_near,0.8309
23,H2,mu_long_far,0.65537
23,H2,mu_cross,0.71364
23,H2,M_far,-0.05827
