split_a,stage,quantity,value
4,H0,mu_short,0.6571
4,H0,mu_long_near,0.08595
4,H0,mu_long_far,-0.02838
4,H0,mu_cross,-0.02817
4,H0,M_far,-0.00021
4,Hattn1,mu_short,0.90069
4,Hattn1,mu_long_near,0.49615
4,Hattn1,mu_long_far,0.3569
4,Hattn1,mu_cross,0.37287
4,Hattn1,M_far,-0.01597
4,H1,mu_short,0.93122
4,H1,mu_long_near,0.31579
4,H1,mu_long_far,0.17665
4,H1,mu_cross,0.15014
4,H1,M_far,0.02651
4,Hattn2,mu_short,0.99865
4,Hattn2,mu_long_near,0.97477
4,Hattn2,mu_long_far,0.95578
4,Hattn2,mu_cross,0.97039
4,Hattn2,M_far,-0.01461
4,H2,mu_short,0.98839
4,H2,mu_long_near,0.77937
4,H2,mu_long_far,0.67499
4,H2,mu_cross,-0.16133
4,H2,M_far,0.83631
8,H0,mu_short,0.26529
8,H0,mu_long_near,0.08601
8,H0,mu_long_far,-0.02823
8,H0,mu_cross,-0.02845
8,H0,M_far,0.00022
8,Hattn1,mu_short,0.71432
8,Hattn1,mu_long_near,0.49624
8,Hattn1,mu_long_far,0.35689
8,Hattn1,mu_cross,0.35645
8,Hattn1,M_far,0.00045
8,H1,mu_short,0.53522
8,H1,mu_long_near,0.31591
8,H1,mu_long_far,0.17637
8,H1,mu_cross,0.17656
8,H1,M_far,-0.00019
8,Hattn2,mu_short,0.85848
8,Hattn2,mu_long_near,0.64548
8,Hattn2,mu_long_far,0.38045
8,Hattn2,mu_cross,0.40971
8,Hattn2,M_far,-0.02927
8,H2,mu_short,0.88301
8,H2,mu_long_near,0.44596
8,H2,mu_long_far,0.1513
8,H2,mu_cross,-0.21745
8,H2,M_far,0.36875
23,H0,mu_short,0.06516
23,H0,mu_long_near,0.08589
23,H0,mu_long_far,-0.0283
23,H0,mu_cross,-0.02828
23,H0,M_far,-2e-05
23,Hattn1,mu_short,0.47108
23,Hattn1,mu_long_near,0.49608
23,Hattn1,mu_long_far,0.3567
23,Hattn1,mu_cross,0.35676
23,Hattn1,M_far,-6e-05
23,H1,mu_short,0.29027
23,H1,mu_long_near,0.31661
23,H1,mu_long_far,0.17723
23,H1,mu_cross,0.17646
23,H1,M_far,0.00077
23,Hattn2,mu_short,0.60645
23,Hattn2,mu_long_near,0.64682
23,Hattn2,mu_long_far,0.42915
23,Hattn2,mu_cross,0.36892
23,Hattn2,M_far,0.06023
23,H2,mu_short,0.40875
23,H2,mu_long_near,0.44804
23,H2,mu_long_far,0.23828
23,H2,mu_cross,0.12863
23,H2,M_far,0.10965
