task 1 -> n=20 p=0.08 L=1 seed=2000  (mixed, bridged held out)
== n20_mixed_roberta_linear_lam0_L1_seed2000 ==
 device=cuda arch=roberta readout=linear lambda=0.0 params=3,174,420
 step    5000 loss=0.34515 bce=0.34515 lap=0.00 lam=0.0e+00 val=0.3804 2ch=0.000 2cl=1.000 27s
 step   10000 loss=0.29612 bce=0.29612 lap=0.00 lam=0.0e+00 val=0.2654 2ch=0.000 2cl=1.000 26s
 step   15000 loss=0.27862 bce=0.27862 lap=0.00 lam=0.0e+00 val=0.3102 2ch=0.000 2cl=1.000 26s
 step   20000 loss=0.27217 bce=0.27217 lap=0.00 lam=0.0e+00 val=0.2580 2ch=0.000 2cl=1.000 26s
 step   25000 loss=0.26839 bce=0.26839 lap=0.00 lam=0.0e+00 val=0.3790 2ch=0.000 2cl=1.000 26s
 step   30000 loss=0.26425 bce=0.26425 lap=0.00 lam=0.0e+00 val=0.3756 2ch=0.000 2cl=1.000 26s
 step   35000 loss=0.26037 bce=0.26037 lap=0.00 lam=0.0e+00 val=0.2864 2ch=0.000 2cl=1.000 26s
 step   40000 loss=0.25772 bce=0.25772 lap=0.00 lam=0.0e+00 val=0.2808 2ch=0.000 2cl=1.000 26s
 step   45000 loss=0.25504 bce=0.25504 lap=0.00 lam=0.0e+00 val=0.2934 2ch=0.000 2cl=1.000 26s
 step   50000 loss=0.25346 bce=0.25346 lap=0.00 lam=0.0e+00 val=0.4274 2ch=0.000 2cl=1.000 26s
 step   55000 loss=0.25174 bce=0.25174 lap=0.00 lam=0.0e+00 val=0.5366 2ch=0.000 2cl=1.000 26s
 step   60000 loss=0.25003 bce=0.25003 lap=0.00 lam=0.0e+00 val=0.3116 2ch=0.000 2cl=1.000 26s
 step   65000 loss=0.24960 bce=0.24960 lap=0.00 lam=0.0e+00 val=0.4124 2ch=0.000 2cl=1.000 26s
 step   70000 loss=0.24990 bce=0.24990 lap=0.00 lam=0.0e+00 val=0.5030 2ch=0.000 2cl=1.000 26s
 step   75000 loss=0.24739 bce=0.24739 lap=0.00 lam=0.0e+00 val=0.4552 2ch=0.000 2cl=1.000 26s
 step   80000 loss=0.24679 bce=0.24679 lap=0.00 lam=0.0e+00 val=0.5454 2ch=0.000 2cl=1.000 26s
 step   85000 loss=0.24570 bce=0.24570 lap=0.00 lam=0.0e+00 val=0.5420 2ch=0.000 2cl=1.000 26s
 step   90000 loss=0.24383 bce=0.24383 lap=0.00 lam=0.0e+00 val=0.2902 2ch=0.000 2cl=1.000 26s
 step   95000 loss=0.24500 bce=0.24500 lap=0.00 lam=0.0e+00 val=0.4606 2ch=0.000 2cl=1.000 26s
 step  100000 loss=0.24370 bce=0.24370 lap=0.00 lam=0.0e+00 val=0.5446 2ch=0.000 2cl=1.000 26s
 step  105000 loss=0.24337 bce=0.24337 lap=0.00 lam=0.0e+00 val=0.3622 2ch=0.000 2cl=1.000 26s
 step  110000 loss=0.24255 bce=0.24255 lap=0.00 lam=0.0e+00 val=0.4068 2ch=0.000 2cl=1.000 26s
 step  115000 loss=0.24229 bce=0.24229 lap=0.00 lam=0.0e+00 val=0.3438 2ch=0.000 2cl=1.000 26s
 step  120000 loss=0.24171 bce=0.24171 lap=0.00 lam=0.0e+00 val=0.5488 2ch=0.000 2cl=1.000 26s
 step  125000 loss=0.24024 bce=0.24024 lap=0.00 lam=0.0e+00 val=0.5524 2ch=0.000 2cl=1.000 26s
 step  130000 loss=0.23957 bce=0.23957 lap=0.00 lam=0.0e+00 val=0.5048 2ch=0.000 2cl=1.000 26s
 step  135000 loss=0.23860 bce=0.23860 lap=0.00 lam=0.0e+00 val=0.5362 2ch=0.000 2cl=1.000 26s
 step  140000 loss=0.23888 bce=0.23888 lap=0.00 lam=0.0e+00 val=0.5344 2ch=0.000 2cl=1.000 26s
 step  145000 loss=0.23828 bce=0.23828 lap=0.00 lam=0.0e+00 val=0.4332 2ch=0.000 2cl=1.000 26s
 step  150000 loss=0.23784 bce=0.23784 lap=0.00 lam=0.0e+00 val=0.5234 2ch=0.000 2cl=1.000 26s
 step  155000 loss=0.23712 bce=0.23712 lap=0.00 lam=0.0e+00 val=0.4950 2ch=0.000 2cl=1.000 26s
 step  160000 loss=0.23711 bce=0.23711 lap=0.00 lam=0.0e+00 val=0.5498 2ch=0.000 2cl=1.000 26s
 step  165000 loss=0.23587 bce=0.23587 lap=0.00 lam=0.0e+00 val=0.5488 2ch=0.000 2cl=1.000 26s
 step  170000 loss=0.23532 bce=0.23532 lap=0.00 lam=0.0e+00 val=0.5456 2ch=0.000 2cl=1.000 26s
 step  175000 loss=0.23511 bce=0.23511 lap=0.00 lam=0.0e+00 val=0.5558 2ch=0.000 2cl=1.000 26s
 step  180000 loss=0.23476 bce=0.23476 lap=0.00 lam=0.0e+00 val=0.5296 2ch=0.000 2cl=1.000 26s
 step  185000 loss=0.23410 bce=0.23410 lap=0.00 lam=0.0e+00 val=0.4548 2ch=0.000 2cl=1.000 26s
 step  190000 loss=0.23378 bce=0.23378 lap=0.00 lam=0.0e+00 val=0.5434 2ch=0.000 2cl=1.000 26s
 step  195000 loss=0.23316 bce=0.23316 lap=0.00 lam=0.0e+00 val=0.5488 2ch=0.000 2cl=1.000 26s
 step  200000 loss=0.23316 bce=0.23316 lap=0.00 lam=0.0e+00 val=0.5538 2ch=0.000 2cl=1.000 26s
 step  205000 loss=0.23258 bce=0.23258 lap=0.00 lam=0.0e+00 val=0.5532 2ch=0.000 2cl=1.000 26s
 step  210000 loss=0.23211 bce=0.23211 lap=0.00 lam=0.0e+00 val=0.4556 2ch=0.000 2cl=1.000 26s
 step  215000 loss=0.23187 bce=0.23187 lap=0.00 lam=0.0e+00 val=0.5344 2ch=0.000 2cl=1.000 26s
 step  220000 loss=0.23118 bce=0.23118 lap=0.00 lam=0.0e+00 val=0.5498 2ch=0.000 2cl=1.000 26s
 step  225000 loss=0.23069 bce=0.23069 lap=0.00 lam=0.0e+00 val=0.5518 2ch=0.000 2cl=1.000 26s
 step  230000 loss=0.23008 bce=0.23008 lap=0.00 lam=0.0e+00 val=0.5548 2ch=0.000 2cl=1.000 26s
 step  235000 loss=0.22877 bce=0.22877 lap=0.00 lam=0.0e+00 val=0.5542 2ch=0.000 2cl=1.000 26s
 step  240000 loss=0.22823 bce=0.22823 lap=0.00 lam=0.0e+00 val=0.5542 2ch=0.000 2cl=1.000 26s
 step  245000 loss=0.22655 bce=0.22655 lap=0.00 lam=0.0e+00 val=0.5534 2ch=0.000 2cl=1.000 26s
 step  250000 loss=0.22488 bce=0.22488 lap=0.00 lam=0.0e+00 val=0.5498 2ch=0.000 2cl=1.000 26s
 step  255000 loss=0.22366 bce=0.22366 lap=0.00 lam=0.0e+00 val=0.5498 2ch=0.000 2cl=1.000 26s
 step  260000 loss=0.22220 bce=0.22220 lap=0.00 lam=0.0e+00 val=0.5482 2ch=0.000 2cl=1.000 26s
 step  265000 loss=0.22143 bce=0.22143 lap=0.00 lam=0.0e+00 val=0.5474 2ch=0.000 2cl=1.000 26s
 step  270000 loss=0.22021 bce=0.22021 lap=0.00 lam=0.0e+00 val=0.5492 2ch=0.000 2cl=1.000 26s
 step  275000 loss=0.22020 bce=0.22020 lap=0.00 lam=0.0e+00 val=0.5448 2ch=0.000 2cl=1.000 26s
 step  280000 loss=0.21936 bce=0.21936 lap=0.00 lam=0.0e+00 val=0.5512 2ch=0.000 2cl=1.000 26s
