task 0 -> n=40 p=0.05 seed=1000  (mixed + bridged/split in stream)
== n40_mixedbr_roberta_linear_lam0_seed1000 ==
 device=cuda arch=roberta readout=linear lambda=0.0 params=6,347,304
 step    5000 loss=0.32000 bce=0.32000 lap=0.00 lam=0.0e+00 val=0.4548 2ch=0.000 2cl=1.000 60s
 step   10000 loss=0.24180 bce=0.24180 lap=0.00 lam=0.0e+00 val=0.5934 2ch=0.000 2cl=1.000 60s
 step   15000 loss=0.22517 bce=0.22517 lap=0.00 lam=0.0e+00 val=0.6024 2ch=0.000 2cl=1.000 60s
 step   20000 loss=0.21086 bce=0.21086 lap=0.00 lam=0.0e+00 val=0.5858 2ch=0.000 2cl=1.000 60s
 step   25000 loss=0.20152 bce=0.20152 lap=0.00 lam=0.0e+00 val=0.5920 2ch=0.000 2cl=1.000 60s
 step   30000 loss=0.19641 bce=0.19641 lap=0.00 lam=0.0e+00 val=0.6226 2ch=0.000 2cl=1.000 60s
 step   35000 loss=0.19139 bce=0.19139 lap=0.00 lam=0.0e+00 val=0.5278 2ch=0.000 2cl=1.000 60s
 step   40000 loss=0.18448 bce=0.18448 lap=0.00 lam=0.0e+00 val=0.5166 2ch=0.000 2cl=1.000 60s
 step   45000 loss=0.17778 bce=0.17778 lap=0.00 lam=0.0e+00 val=0.5392 2ch=0.000 2cl=1.000 60s
 step   50000 loss=0.17313 bce=0.17313 lap=0.00 lam=0.0e+00 val=0.5454 2ch=0.000 2cl=1.000 60s
 step   55000 loss=0.17006 bce=0.17006 lap=0.00 lam=0.0e+00 val=0.5360 2ch=0.000 2cl=1.000 60s
 step   60000 loss=0.16761 bce=0.16761 lap=0.00 lam=0.0e+00 val=0.5476 2ch=0.000 2cl=1.000 60s
 step   65000 loss=0.16555 bce=0.16555 lap=0.00 lam=0.0e+00 val=0.5484 2ch=0.000 2cl=1.000 60s
 step   70000 loss=0.16412 bce=0.16412 lap=0.00 lam=0.0e+00 val=0.5590 2ch=0.000 2cl=1.000 60s
 step   75000 loss=0.16247 bce=0.16247 lap=0.00 lam=0.0e+00 val=0.5608 2ch=0.000 2cl=1.000 60s
 step   80000 loss=0.15944 bce=0.15944 lap=0.00 lam=0.0e+00 val=0.5846 2ch=0.000 2cl=1.000 60s
 step   85000 loss=0.15036 bce=0.15036 lap=0.00 lam=0.0e+00 val=0.6118 2ch=0.000 2cl=0.999 60s
 step   90000 loss=0.14626 bce=0.14626 lap=0.00 lam=0.0e+00 val=0.6008 2ch=0.000 2cl=1.000 60s
 step   95000 loss=0.14380 bce=0.14380 lap=0.00 lam=0.0e+00 val=0.6002 2ch=0.000 2cl=1.000 60s
 step  100000 loss=0.14188 bce=0.14188 lap=0.00 lam=0.0e+00 val=0.6052 2ch=0.000 2cl=1.000 60s
 step  105000 loss=0.14034 bce=0.14034 lap=0.00 lam=0.0e+00 val=0.6146 2ch=0.000 2cl=1.000 60s
 step  110000 loss=0.13909 bce=0.13909 lap=0.00 lam=0.0e+00 val=0.6068 2ch=0.000 2cl=1.000 60s
 step  115000 loss=0.13799 bce=0.13799 lap=0.00 lam=0.0e+00 val=0.6124 2ch=0.000 2cl=1.000 60s
 step  120000 loss=0.13721 bce=0.13721 lap=0.00 lam=0.0e+00 val=0.6194 2ch=0.000 2cl=1.000 60s
 step  125000 loss=0.13626 bce=0.13626 lap=0.00 lam=0.0e+00 val=0.6112 2ch=0.000 2cl=1.000 60s
 step  130000 loss=0.13559 bce=0.13559 lap=0.00 lam=0.0e+00 val=0.6126 2ch=0.000 2cl=1.000 60s
 step  135000 loss=0.13502 bce=0.13502 lap=0.00 lam=0.0e+00 val=0.6178 2ch=0.000 2cl=1.000 60s
 step  140000 loss=0.13426 bce=0.13426 lap=0.00 lam=0.0e+00 val=0.6214 2ch=0.000 2cl=1.000 60s
 step  145000 loss=0.13373 bce=0.13373 lap=0.00 lam=0.0e+00 val=0.6198 2ch=0.000 2cl=1.000 60s
 step  150000 loss=0.13340 bce=0.13340 lap=0.00 lam=0.0e+00 val=0.6146 2ch=0.000 2cl=1.000 60s
 step  155000 loss=0.13293 bce=0.13293 lap=0.00 lam=0.0e+00 val=0.6228 2ch=0.000 2cl=1.000 60s
 step  160000 loss=0.13246 bce=0.13246 lap=0.00 lam=0.0e+00 val=0.6236 2ch=0.000 2cl=1.000 60s
 step  165000 loss=0.13223 bce=0.13223 lap=0.00 lam=0.0e+00 val=0.6174 2ch=0.000 2cl=1.000 60s
 step  170000 loss=0.13179 bce=0.13179 lap=0.00 lam=0.0e+00 val=0.6168 2ch=0.000 2cl=1.000 60s
 step  175000 loss=0.13133 bce=0.13133 lap=0.00 lam=0.0e+00 val=0.6182 2ch=0.000 2cl=1.000 60s
 step  180000 loss=0.13118 bce=0.13118 lap=0.00 lam=0.0e+00 val=0.6234 2ch=0.000 2cl=1.000 60s
 step  185000 loss=0.13081 bce=0.13081 lap=0.00 lam=0.0e+00 val=0.6254 2ch=0.000 2cl=1.000 60s
 step  190000 loss=0.13050 bce=0.13050 lap=0.00 lam=0.0e+00 val=0.6216 2ch=0.000 2cl=1.000 60s
 step  195000 loss=0.13029 bce=0.13029 lap=0.00 lam=0.0e+00 val=0.6228 2ch=0.000 2cl=1.000 60s
 step  200000 loss=0.12993 bce=0.12993 lap=0.00 lam=0.0e+00 val=0.6228 2ch=0.000 2cl=1.000 60s
 step  205000 loss=0.12967 bce=0.12967 lap=0.00 lam=0.0e+00 val=0.6170 2ch=0.000 2cl=1.000 60s
 step  210000 loss=0.12959 bce=0.12959 lap=0.00 lam=0.0e+00 val=0.6300 2ch=0.000 2cl=1.000 60s
 step  215000 loss=0.12937 bce=0.12937 lap=0.00 lam=0.0e+00 val=0.6254 2ch=0.000 2cl=1.000 60s
 step  220000 loss=0.12907 bce=0.12907 lap=0.00 lam=0.0e+00 val=0.6156 2ch=0.000 2cl=0.993 60s
 step  225000 loss=0.12890 bce=0.12890 lap=0.00 lam=0.0e+00 val=0.6258 2ch=0.000 2cl=1.000 60s
 step  230000 loss=0.12880 bce=0.12880 lap=0.00 lam=0.0e+00 val=0.6242 2ch=0.000 2cl=1.000 60s
 step  235000 loss=0.12870 bce=0.12870 lap=0.00 lam=0.0e+00 val=0.6216 2ch=0.000 2cl=1.000 60s
 step  240000 loss=0.12823 bce=0.12823 lap=0.00 lam=0.0e+00 val=0.6286 2ch=0.000 2cl=1.000 60s
 step  245000 loss=0.12827 bce=0.12827 lap=0.00 lam=0.0e+00 val=0.6280 2ch=0.000 2cl=1.000 60s
 step  250000 loss=0.12802 bce=0.12802 lap=0.00 lam=0.0e+00 val=0.6292 2ch=0.000 2cl=1.000 60s
 step  255000 loss=0.12777 bce=0.12777 lap=0.00 lam=0.0e+00 val=0.6250 2ch=0.000 2cl=1.000 60s
 step  260000 loss=0.12780 bce=0.12780 lap=0.00 lam=0.0e+00 val=0.6250 2ch=0.000 2cl=1.000 60s
 step  265000 loss=0.12759 bce=0.12759 lap=0.00 lam=0.0e+00 val=0.6244 2ch=0.000 2cl=1.000 60s
 step  270000 loss=0.12739 bce=0.12739 lap=0.00 lam=0.0e+00 val=0.6242 2ch=0.000 2cl=1.000 60s
 step  275000 loss=0.12730 bce=0.12730 lap=0.00 lam=0.0e+00 val=0.6284 2ch=0.000 2cl=1.000 60s
 step  280000 loss=0.12716 bce=0.12716 lap=0.00 lam=0.0e+00 val=0.6274 2ch=0.000 2cl=1.000 60s
 step  285000 loss=0.12690 bce=0.12690 lap=0.00 lam=0.0e+00 val=0.6252 2ch=0.000 2cl=1.000 60s
 step  290000 loss=0.12698 bce=0.12698 lap=0.00 lam=0.0e+00 val=0.6286 2ch=0.000 2cl=1.000 60s
 step  295000 loss=0.12667 bce=0.12667 lap=0.00 lam=0.0e+00 val=0.6318 2ch=0.000 2cl=1.000 60s
 step  300000 loss=0.12656 bce=0.12656 lap=0.00 lam=0.0e+00 val=0.6298 2ch=0.000 2cl=1.000 60s
 step  305000 loss=0.12664 bce=0.12664 lap=0.00 lam=0.0e+00 val=0.6276 2ch=0.000 2cl=1.000 60s
 step  310000 loss=0.12651 bce=0.12651 lap=0.00 lam=0.0e+00 val=0.6252 2ch=0.000 2cl=1.000 60s
 step  315000 loss=0.12615 bce=0.12615 lap=0.00 lam=0.0e+00 val=0.6284 2ch=0.000 2cl=1.000 60s
 step  320000 loss=0.12596 bce=0.12596 lap=0.00 lam=0.0e+00 val=0.6276 2ch=0.000 2cl=1.000 60s
