task 17 -> n=20 p=0.22 seed=2000  (out: runs/report5/density_sweep/p22)
== n20_er_roberta_linear_lam0_seed2000 ==
 device=cuda arch=roberta readout=linear lambda=0.0 params=6,326,804
 step    5000 loss=0.02432 bce=0.02432 lap=0.00 lam=0.0e+00 val=0.9990 2ch=0.000 2cl=0.000 33s
 step   10000 loss=0.00133 bce=0.00133 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 32s
 step   15000 loss=0.00105 bce=0.00105 lap=0.00 lam=0.0e+00 val=0.9990 2ch=0.000 2cl=0.000 33s
 step   20000 loss=0.00092 bce=0.00092 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 33s
 step   25000 loss=0.00081 bce=0.00081 lap=0.00 lam=0.0e+00 val=0.9982 2ch=0.000 2cl=0.000 33s
 step   30000 loss=0.00075 bce=0.00075 lap=0.00 lam=0.0e+00 val=0.9986 2ch=0.000 2cl=0.000 33s
 step   35000 loss=0.00068 bce=0.00068 lap=0.00 lam=0.0e+00 val=0.9976 2ch=0.000 2cl=0.000 33s
 step   40000 loss=0.00062 bce=0.00062 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 32s
 step   45000 loss=0.00057 bce=0.00057 lap=0.00 lam=0.0e+00 val=0.9986 2ch=0.000 2cl=0.000 33s
 step   50000 loss=0.00049 bce=0.00049 lap=0.00 lam=0.0e+00 val=0.9994 2ch=0.000 2cl=0.000 33s
 step   55000 loss=0.00044 bce=0.00044 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 33s
 step   60000 loss=0.00043 bce=0.00043 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 33s
 step   65000 loss=0.00040 bce=0.00040 lap=0.00 lam=0.0e+00 val=0.9980 2ch=0.000 2cl=0.000 33s
 step   70000 loss=0.00037 bce=0.00037 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 33s
 step   75000 loss=0.00038 bce=0.00038 lap=0.00 lam=0.0e+00 val=0.9990 2ch=0.000 2cl=0.000 33s
 step   80000 loss=0.00034 bce=0.00034 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 33s
 step   85000 loss=0.00033 bce=0.00033 lap=0.00 lam=0.0e+00 val=0.9986 2ch=0.000 2cl=0.000 33s
 step   90000 loss=0.00033 bce=0.00033 lap=0.00 lam=0.0e+00 val=0.9982 2ch=0.000 2cl=0.000 33s
 step   95000 loss=0.00032 bce=0.00032 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 33s
 step  100000 loss=0.00031 bce=0.00031 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 33s
 step  105000 loss=0.00030 bce=0.00030 lap=0.00 lam=0.0e+00 val=0.9984 2ch=0.000 2cl=0.000 33s
 step  110000 loss=0.00029 bce=0.00029 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 33s
 step  115000 loss=0.00028 bce=0.00028 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 33s
 step  120000 loss=0.00028 bce=0.00028 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 33s
 step  125000 loss=0.00026 bce=0.00026 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 32s
 step  130000 loss=0.00026 bce=0.00026 lap=0.00 lam=0.0e+00 val=0.9988 2ch=0.000 2cl=0.000 33s
 step  135000 loss=0.00024 bce=0.00024 lap=0.00 lam=0.0e+00 val=0.9994 2ch=0.000 2cl=0.000 32s
 step  140000 loss=0.00024 bce=0.00024 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 32s
 step  145000 loss=0.00024 bce=0.00024 lap=0.00 lam=0.0e+00 val=0.9992 2ch=0.000 2cl=0.000 32s
 step  150000 loss=0.00023 bce=0.00023 lap=0.00 lam=0.0e+00 val=0.9994 2ch=0.000 2cl=0.000 32s
 step  155000 loss=0.00023 bce=0.00023 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 32s
 step  160000 loss=0.00021 bce=0.00021 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 32s
 step  165000 loss=0.00021 bce=0.00021 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 32s
 step  170000 loss=0.00021 bce=0.00021 lap=0.00 lam=0.0e+00 val=0.9988 2ch=0.000 2cl=0.000 33s
 step  175000 loss=0.00021 bce=0.00021 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 32s
 step  180000 loss=0.00019 bce=0.00019 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 32s
 step  185000 loss=0.00020 bce=0.00020 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 32s
 step  190000 loss=0.00020 bce=0.00020 lap=0.00 lam=0.0e+00 val=0.9984 2ch=0.000 2cl=0.000 32s
 step  195000 loss=0.00019 bce=0.00019 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 32s
 step  200000 loss=0.00018 bce=0.00018 lap=0.00 lam=0.0e+00 val=0.9988 2ch=0.000 2cl=0.000 32s
 step  205000 loss=0.00018 bce=0.00018 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 32s
 step  210000 loss=0.00018 bce=0.00018 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 33s
 step  215000 loss=0.00017 bce=0.00017 lap=0.00 lam=0.0e+00 val=0.9998 2ch=0.000 2cl=0.000 33s
 step  220000 loss=0.00017 bce=0.00017 lap=0.00 lam=0.0e+00 val=1.0000 2ch=0.000 2cl=0.000 32s
 step  225000 loss=0.00017 bce=0.00017 lap=0.00 lam=0.0e+00 val=0.9996 2ch=0.000 2cl=0.000 32s
