== eval_threeway_splitchains.py (exact match for every 3-way split combination) ==
checkpoint=runs/report10/n60_train/n60_path_union_k3_roberta_similarity_lam0_seed2000/last.pt
  arch=roberta readout=similarity n=60 device=cuda topology=chain
testing 300 distinct 3-way size combinations (partitions of 60, min_size=1)
  sizes=(1, 1, 58) exact=0.000 reach=(None,None,1.0) cut=(0.0,1.0,1.0) pos_rate=0.936
  sizes=(1, 2, 57) exact=0.540 reach=(None,1.0,1.0) cut=(0.54,1.0,1.0) pos_rate=0.904
  sizes=(1, 3, 56) exact=0.990 reach=(None,1.0,1.0) cut=(0.9922,1.0,1.0) pos_rate=0.874
  sizes=(1, 4, 55) exact=1.000 reach=(None,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.845
  sizes=(1, 5, 54) exact=1.000 reach=(None,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.817
  sizes=(1, 6, 53) exact=1.000 reach=(None,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.791
  sizes=(1, 7, 52) exact=1.000 reach=(None,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.765
  sizes=(1, 8, 51) exact=1.000 reach=(None,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.741
  sizes=(1, 9, 50) exact=0.997 reach=(None,1.0,0.9993) cut=(1.0,1.0,1.0) pos_rate=0.717
  sizes=(1, 10, 49) exact=0.987 reach=(None,1.0,0.9974) cut=(1.0,1.0,1.0) pos_rate=0.693
  sizes=(1, 11, 48) exact=0.857 reach=(None,1.0,0.9509) cut=(1.0,1.0,1.0) pos_rate=0.643
  sizes=(1, 12, 47) exact=0.000 reach=(None,1.0,0.6268) cut=(1.0,1.0,1.0) pos_rate=0.430
  sizes=(1, 13, 46) exact=0.000 reach=(None,1.0,0.6361) cut=(1.0,1.0,1.0) pos_rate=0.426
  sizes=(1, 14, 45) exact=0.000 reach=(None,1.0,0.6455) cut=(1.0,1.0,1.0) pos_rate=0.422
  sizes=(1, 15, 44) exact=0.000 reach=(None,1.0,0.6562) cut=(1.0,1.0,1.0) pos_rate=0.420
  sizes=(1, 16, 43) exact=0.000 reach=(None,1.0,0.6659) cut=(1.0,1.0,0.9999) pos_rate=0.417
  sizes=(1, 17, 42) exact=0.000 reach=(None,1.0,0.6771) cut=(1.0,1.0,0.9999) pos_rate=0.416
  sizes=(1, 18, 41) exact=0.000 reach=(None,0.9999,0.6888) cut=(1.0,1.0,0.9997) pos_rate=0.416
  sizes=(1, 19, 40) exact=0.000 reach=(None,0.9993,0.701) cut=(1.0,1.0,0.9996) pos_rate=0.415
  sizes=(1, 20, 39) exact=0.000 reach=(None,0.9935,0.7136) cut=(1.0,1.0,0.9995) pos_rate=0.415
  sizes=(1, 21, 38) exact=0.000 reach=(None,0.984,0.7269) cut=(1.0,1.0,0.9993) pos_rate=0.416
  sizes=(1, 22, 37) exact=0.000 reach=(None,0.9723,0.74) cut=(1.0,1.0,0.9983) pos_rate=0.416
  sizes=(1, 23, 36) exact=0.000 reach=(None,0.9585,0.7537) cut=(1.0,1.0,0.9975) pos_rate=0.416
  sizes=(1, 24, 35) exact=0.000 reach=(None,0.9435,0.768) cut=(1.0,1.0,0.9959) pos_rate=0.417
  sizes=(1, 25, 34) exact=0.000 reach=(None,0.9274,0.7828) cut=(1.0,1.0,0.9962) pos_rate=0.417
  sizes=(1, 26, 33) exact=0.000 reach=(None,0.9113,0.7979) cut=(1.0,1.0,0.996) pos_rate=0.417
  sizes=(1, 27, 32) exact=0.000 reach=(None,0.8945,0.8133) cut=(1.0,1.0,0.9973) pos_rate=0.416
  sizes=(1, 28, 31) exact=0.000 reach=(None,0.8779,0.8289) cut=(1.0,1.0,0.9984) pos_rate=0.416
  sizes=(1, 29, 30) exact=0.000 reach=(None,0.8614,0.8455) cut=(1.0,1.0,0.9997) pos_rate=0.415
  sizes=(2, 2, 56) exact=0.857 reach=(1.0,1.0,1.0) cut=(0.8567,1.0,1.0) pos_rate=0.874
  sizes=(2, 3, 55) exact=0.993 reach=(1.0,1.0,1.0) cut=(0.9967,1.0,1.0) pos_rate=0.844
  sizes=(2, 4, 54) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.816
  sizes=(2, 5, 53) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.788
  sizes=(2, 6, 52) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.762
  sizes=(2, 7, 51) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.737
  sizes=(2, 8, 50) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.713
  sizes=(2, 9, 49) exact=0.997 reach=(1.0,1.0,0.9993) cut=(1.0,1.0,1.0) pos_rate=0.690
  sizes=(2, 10, 48) exact=0.997 reach=(1.0,1.0,0.9997) cut=(1.0,1.0,1.0) pos_rate=0.669
  sizes=(2, 11, 47) exact=0.890 reach=(1.0,1.0,0.9633) cut=(1.0,1.0,1.0) pos_rate=0.626
  sizes=(2, 12, 46) exact=0.000 reach=(1.0,1.0,0.6378) cut=(1.0,1.0,1.0) pos_rate=0.421
  sizes=(2, 13, 45) exact=0.000 reach=(1.0,1.0,0.6479) cut=(1.0,1.0,1.0) pos_rate=0.417
  sizes=(2, 14, 44) exact=0.000 reach=(1.0,1.0,0.6576) cut=(1.0,1.0,1.0) pos_rate=0.413
  sizes=(2, 15, 43) exact=0.000 reach=(1.0,1.0,0.6673) cut=(1.0,1.0,1.0) pos_rate=0.410
  sizes=(2, 16, 42) exact=0.000 reach=(1.0,1.0,0.6781) cut=(1.0,1.0,0.9997) pos_rate=0.408
  sizes=(2, 17, 41) exact=0.000 reach=(1.0,1.0,0.6895) cut=(1.0,1.0,0.9993) pos_rate=0.407
  sizes=(2, 18, 40) exact=0.000 reach=(1.0,1.0,0.7014) cut=(1.0,1.0,0.9992) pos_rate=0.406
  sizes=(2, 19, 39) exact=0.000 reach=(1.0,0.9993,0.714) cut=(1.0,1.0,0.9994) pos_rate=0.406
  sizes=(2, 20, 38) exact=0.000 reach=(1.0,0.9936,0.7271) cut=(1.0,1.0,0.999) pos_rate=0.406
  sizes=(2, 21, 37) exact=0.000 reach=(1.0,0.9843,0.7401) cut=(1.0,1.0,0.9991) pos_rate=0.406
  sizes=(2, 22, 36) exact=0.000 reach=(1.0,0.9722,0.7541) cut=(1.0,1.0,0.9973) pos_rate=0.407
  sizes=(2, 23, 35) exact=0.000 reach=(1.0,0.9581,0.7681) cut=(1.0,1.0,0.9966) pos_rate=0.407
  sizes=(2, 24, 34) exact=0.000 reach=(1.0,0.9434,0.7826) cut=(1.0,1.0,0.9944) pos_rate=0.408
  sizes=(2, 25, 33) exact=0.000 reach=(1.0,0.9277,0.7979) cut=(1.0,1.0,0.9961) pos_rate=0.408
  sizes=(2, 26, 32) exact=0.000 reach=(1.0,0.911,0.8135) cut=(1.0,1.0,0.9956) pos_rate=0.408
  sizes=(2, 27, 31) exact=0.000 reach=(1.0,0.8946,0.8292) cut=(1.0,1.0,0.9977) pos_rate=0.407
  sizes=(2, 28, 30) exact=0.000 reach=(1.0,0.8778,0.8451) cut=(1.0,1.0,0.9997) pos_rate=0.406
  sizes=(2, 29, 29) exact=0.000 reach=(1.0,0.8615,0.8617) cut=(1.0,1.0,0.9999) pos_rate=0.406
  sizes=(3, 3, 54) exact=0.820 reach=(1.0,1.0,1.0) cut=(0.9696,1.0,1.0) pos_rate=0.815
  sizes=(3, 4, 53) exact=0.940 reach=(1.0,1.0,1.0) cut=(0.9892,1.0,1.0) pos_rate=0.787
  sizes=(3, 5, 52) exact=0.993 reach=(1.0,1.0,1.0) cut=(0.9993,1.0,1.0) pos_rate=0.761
  sizes=(3, 6, 51) exact=0.913 reach=(1.0,1.0,1.0) cut=(0.9944,1.0,1.0) pos_rate=0.735
  sizes=(3, 7, 50) exact=0.997 reach=(1.0,1.0,1.0) cut=(0.9995,1.0,1.0) pos_rate=0.711
  sizes=(3, 8, 49) exact=1.000 reach=(1.0,1.0,1.0) cut=(1.0,1.0,1.0) pos_rate=0.687
  sizes=(3, 9, 48) exact=0.993 reach=(1.0,1.0,0.9998) cut=(1.0,1.0,1.0) pos_rate=0.665
  sizes=(3, 10, 47) exact=0.983 reach=(1.0,1.0,0.9963) cut=(1.0,1.0,1.0) pos_rate=0.642
  sizes=(3, 11, 46) exact=0.883 reach=(1.0,1.0,0.9637) cut=(1.0,1.0,1.0) pos_rate=0.603
  sizes=(3, 12, 45) exact=0.000 reach=(1.0,1.0,0.6524) cut=(1.0,1.0,1.0) pos_rate=0.414
  sizes=(3, 13, 44) exact=0.000 reach=(1.0,1.0,0.6602) cut=(1.0,1.0,1.0) pos_rate=0.409
