split_a,pair_type,mean_hTw,frac_positive,n_pairs
1,within_long,24.2524,1.0,68400
1,cut,-6.5243,0.0426,3800
1,cut,-31.0497,0.0,3800
1,within_long_d1,35.3474,1.0,36
1,within_long_d2,35.9801,1.0,34
1,within_long_d3,35.3532,1.0,32
1,within_long_d4,35.3886,1.0,30
1,within_long_d5,33.4719,1.0,28
1,within_long_d6,27.6777,1.0,26
1,within_long_d7,23.8122,1.0,24
1,within_long_d8,19.8036,1.0,22
1,within_long_d9,13.5626,1.0,20
1,within_long_d10,10.1359,1.0,18
1,within_long_d11,8.6233,1.0,16
1,within_long_d12,7.3249,1.0,14
1,within_long_d13,6.5168,1.0,12
1,within_long_d14,5.9997,1.0,10
1,within_long_d15,5.6493,1.0,8
1,within_long_d16,5.495,1.0,6
1,within_long_d17,5.2355,1.0,4
1,within_long_d18,4.997,1.0,2
2,within_long,27.9029,1.0,61200
2,within_short,65.8454,1.0,400
2,cut,-7.5476,0.0072,7200
2,cut,-15.7028,0.0,7200
2,within_long_d1,39.3611,1.0,34
2,within_long_d2,39.9707,1.0,32
2,within_long_d3,39.3632,1.0,30
2,within_long_d4,39.5297,1.0,28
2,within_long_d5,37.3838,1.0,26
2,within_long_d6,31.0354,1.0,24
2,within_long_d7,26.621,1.0,22
2,within_long_d8,21.9733,1.0,20
2,within_long_d9,14.6561,1.0,18
2,within_long_d10,10.6138,1.0,16
2,within_long_d11,9.3357,1.0,14
2,within_long_d12,8.44,1.0,12
2,within_long_d13,7.8605,1.0,10
2,within_long_d14,7.5383,1.0,8
2,within_long_d15,7.4669,1.0,6
2,within_long_d16,7.199,1.0,4
2,within_long_d17,6.575,1.0,2
3,within_long,31.6454,1.0,54400
3,within_short,47.7666,1.0,1200
3,cut,-8.5216,0.0004,10200
3,cut,-14.2336,0.0,10200
3,within_long_d1,42.9961,1.0,32
3,within_long_d2,43.7173,1.0,30
3,within_long_d3,43.2844,1.0,28
3,within_long_d4,43.6568,1.0,26
3,within_long_d5,41.2694,1.0,24
3,within_long_d6,34.2232,1.0,22
3,within_long_d7,29.3035,1.0,20
3,within_long_d8,24.1432,1.0,18
3,within_long_d9,16.1103,1.0,16
3,within_long_d10,11.179,1.0,14
3,within_long_d11,10.2369,1.0,12
3,within_long_d12,9.5107,1.0,10
3,within_long_d13,9.069,1.0,8
3,within_long_d14,9.0135,1.0,6
3,within_long_d15,8.6709,1.0,4
3,within_long_d16,7.7832,1.0,2
4,within_long,22.5639,0.9901,48000
4,within_short,39.2917,1.0,2400
4,cut,-3.3715,0.0517,12800
4,cut,-14.6697,0.0,12800
4,within_long_d1,31.1866,1.0,30
4,within_long_d2,31.5006,1.0,28
4,within_long_d3,31.1317,1.0,26
4,within_long_d4,31.2514,1.0,24
4,within_long_d5,29.2968,1.0,22
4,within_long_d6,23.9099,1.0,20
4,within_long_d7,20.1611,1.0,18
4,within_long_d8,16.3688,1.0,16
4,within_long_d9,9.1057,1.0,14
4,within_long_d10,4.4111,0.9504,12
4,within_long_d11,3.9196,0.9305,10
4,within_long_d12,3.4526,0.92,8
4,within_long_d13,3.5147,0.9392,6
4,within_long_d14,3.7717,0.985,4
4,within_long_d15,3.6717,0.995,2
5,within_long,19.2253,0.9461,42000
5,within_short,38.1439,1.0,4000
5,cut,-3.175,0.0277,15000
5,cut,-13.831,0.0,15000
5,within_long_d1,26.1252,1.0,28
5,within_long_d2,26.6437,1.0,26
5,within_long_d3,26.5357,1.0,24
5,within_long_d4,26.5986,1.0,22
5,within_long_d5,24.5922,1.0,20
5,within_long_d6,19.4226,1.0,18
5,within_long_d7,16.0543,1.0,16
5,within_long_d8,12.9216,1.0,14
5,within_long_d9,6.1963,0.9979,12
5,within_long_d10,1.6477,0.6435,10
5,within_long_d11,1.1077,0.5887,8
5,within_long_d12,0.9097,0.5883,6
5,within_long_d13,1.011,0.6088,4
5,within_long_d14,1.3176,0.795,2
6,within_long,16.3004,0.8997,36400
6,within_short,31.0237,1.0,6000
6,cut,-2.5905,0.0315,16800
6,cut,-12.6599,0.0,16800
6,within_long_d1,21.8487,1.0,26
6,within_long_d2,22.5196,1.0,24
6,within_long_d3,22.4539,1.0,22
6,within_long_d4,22.3922,1.0,20
6,within_long_d5,20.4015,1.0,18
6,within_long_d6,15.5674,1.0,16
6,within_long_d7,12.5866,1.0,14
6,within_long_d8,9.603,1.0,12
6,within_long_d9,3.1264,0.981,10
6,within_long_d10,-0.8341,0.1406,8
6,within_long_d11,-1.213,0.085,6
6,within_long_d12,-1.4506,0.0563,4
6,within_long_d13,-1.4787,0.035,2
7,within_long,15.4089,0.9162,31200
7,within_short,28.0753,1.0,8400
7,cut,-3.0142,0.0038,18200
7,cut,-10.6243,0.0,18200
7,within_long_d1,19.79,1.0,24
7,within_long_d2,20.4781,1.0,22
7,within_long_d3,20.4567,1.0,20
7,within_long_d4,20.4129,1.0,18
7,within_long_d5,18.5593,1.0,16
7,within_long_d6,14.1407,1.0,14
7,within_long_d7,11.2263,1.0,12
7,within_long_d8,8.2629,1.0,10
7,within_long_d9,1.636,0.8612,8
7,within_long_d10,-1.8796,0.0042,6
7,within_long_d11,-2.0213,0.0013,4
7,within_long_d12,-2.126,0.0,2
8,within_long,15.1333,0.9393,26400
8,within_short,23.9649,1.0,11200
8,cut,-3.7297,0.0001,19200
8,cut,-8.415,0.0,19200
8,within_long_d1,18.1714,1.0,22
8,within_long_d2,18.8521,1.0,20
8,within_long_d3,18.9416,1.0,18
8,within_long_d4,19.1343,1.0,16
8,within_long_d5,17.8496,1.0,14
8,within_long_d6,13.4791,1.0,12
8,within_long_d7,10.6137,1.0,10
