split_a,branch,category,value
4,dZ_attn1,within_short,8.93275
4,dZ_attn1,within_long_near,3.62542
4,dZ_attn1,within_long_far,0.18969
4,dZ_attn1,cross,0.08069
4,dZ_mlp1,within_short,-1.25833
4,dZ_mlp1,within_long_near,2.23907
4,dZ_mlp1,within_long_far,3.14802
4,dZ_mlp1,cross,2.91286
4,dZ_attn2,within_short,5.23434
4,dZ_attn2,within_long_near,14.08397
4,dZ_attn2,within_long_far,10.23043
4,dZ_attn2,cross,7.48868
4,dZ_mlp2,within_short,-0.56424
4,dZ_mlp2,within_long_near,6.78953
4,dZ_mlp2,within_long_far,16.8171
4,dZ_mlp2,cross,-32.13906
23,dZ_attn1,within_short,2.51528
23,dZ_attn1,within_long_near,3.82533
23,dZ_attn1,within_long_far,0.16751
23,dZ_attn1,cross,0.20607
23,dZ_mlp1,within_short,2.39112
23,dZ_mlp1,within_long_near,1.83817
23,dZ_mlp1,within_long_far,3.40366
23,dZ_mlp1,cross,3.2959
23,dZ_attn2,within_short,12.24205
23,dZ_attn2,within_long_near,12.78659
23,dZ_attn2,within_long_far,11.49201
23,dZ_attn2,cross,2.98022
23,dZ_mlp2,within_short,-5.30678
23,dZ_mlp2,within_long_near,-7.18481
23,dZ_mlp2,within_long_far,-2.19781
23,dZ_mlp2,cross,-9.04936
