split_a,branch,category,value
4,dZ_attn1,within_short,13.27627
4,dZ_attn1,within_long_near,5.16133
4,dZ_attn1,within_long_far,0.46539
4,dZ_attn1,cross,1.15483
4,dZ_mlp1,within_short,0.7865
4,dZ_mlp1,within_long_near,5.0586
4,dZ_mlp1,within_long_far,5.68924
4,dZ_mlp1,cross,1.49391
4,dZ_attn2,within_short,5.40949
4,dZ_attn2,within_long_near,16.97165
4,dZ_attn2,within_long_far,10.30982
4,dZ_attn2,cross,13.28544
4,dZ_mlp2,within_short,-0.10568
4,dZ_mlp2,within_long_near,5.71596
4,dZ_mlp2,within_long_far,19.82285
4,dZ_mlp2,cross,-35.94746
8,dZ_attn1,within_short,10.11634
8,dZ_attn1,within_long_near,5.20648
8,dZ_attn1,within_long_far,0.48241
8,dZ_attn1,cross,0.76925
8,dZ_mlp1,within_short,-6.1556
8,dZ_mlp1,within_long_near,4.8
8,dZ_mlp1,within_long_far,5.40082
8,dZ_mlp1,cross,2.47909
8,dZ_attn2,within_short,20.82477
8,dZ_attn2,within_long_near,17.03196
8,dZ_attn2,within_long_far,10.12499
8,dZ_attn2,cross,14.57724
8,dZ_mlp2,within_short,1.01406
8,dZ_mlp2,within_long_near,4.99696
8,dZ_mlp2,within_long_far,18.59733
8,dZ_mlp2,cross,-41.06883
10,dZ_attn1,within_short,8.21788
10,dZ_attn1,within_long_near,5.21306
10,dZ_attn1,within_long_far,0.49475
10,dZ_attn1,cross,0.72736
10,dZ_mlp1,within_short,-4.79433
10,dZ_mlp1,within_long_near,4.67416
10,dZ_mlp1,within_long_far,5.22217
10,dZ_mlp1,cross,3.32783
10,dZ_attn2,within_short,22.90664
10,dZ_attn2,within_long_near,16.85641
10,dZ_attn2,within_long_far,9.34603
10,dZ_attn2,cross,10.51549
10,dZ_mlp2,within_short,2.08545
10,dZ_mlp2,within_long_near,3.38577
10,dZ_mlp2,within_long_far,15.69049
10,dZ_mlp2,cross,-31.61445
23,dZ_attn1,within_short,3.82285
23,dZ_attn1,within_long_near,5.56393
23,dZ_attn1,within_long_far,0.79728
23,dZ_attn1,cross,0.60849
23,dZ_mlp1,within_short,3.04172
23,dZ_mlp1,within_long_near,2.91064
23,dZ_mlp1,within_long_far,3.17864
23,dZ_mlp1,cross,4.87667
23,dZ_attn2,within_short,16.53666
23,dZ_attn2,within_long_near,18.68584
23,dZ_attn2,within_long_far,12.66394
23,dZ_attn2,cross,7.4527
23,dZ_mlp2,within_short,3.57629
23,dZ_mlp2,within_long_near,0.38765
23,dZ_mlp2,within_long_far,9.63383
23,dZ_mlp2,cross,15.28268
